Iteration	Replicate_ID	Posterior	Likelihood	Prior	clado_no_change	delta	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	extinction[12]	extinction[13]	extinction[14]	extinction[15]	extinction[16]	extinction[17]	extinction[18]	extinction[19]	extinction[20]	extinction[21]	extinction[22]	extinction[23]	extinction[24]	extinction[25]	gamma	speciation_rates[1]	total_speciation	turnover
3248	0	-42.90269	-46.73816	3.835472	0.06918114	0.02569874	0.0114697	0.0114697	0.0114697	0.0114697	0.0114697	0.0114697	0.0114697	0.0114697	0.0114697	0.0114697	0.0114697	0.0114697	0.0114697	0.0114697	0.0114697	0.0114697	0.0114697	0.0114697	0.0114697	0.0114697	0.0114697	0.0114697	0.0114697	0.0114697	0.0114697	0.1818456	0.0691811	0.06918114	0.1657925
3249	1	-46.17951	-47.98535	1.805845	0.07283117	0.2192016	0.0111506	0.0111506	0.0111506	0.0111506	0.0111506	0.0111506	0.0111506	0.0111506	0.0111506	0.0111506	0.0111506	0.0111506	0.0111506	0.0111506	0.0111506	0.0111506	0.0111506	0.0111506	0.0111506	0.0111506	0.0111506	0.0111506	0.0111506	0.0111506	0.0111506	0.1801533	0.0728312	0.07283117	0.153102
3250	0	-40.42227	-45.29303	4.870761	0.06918114	0.01067745	0.0105948	0.0105948	0.0105948	0.0105948	0.0105948	0.0105948	0.0105948	0.0105948	0.0105948	0.0105948	0.0105948	0.0105948	0.0105948	0.0105948	0.0105948	0.0105948	0.0105948	0.0105948	0.0105948	0.0105948	0.0105948	0.0105948	0.0105948	0.0105948	0.0105948	0.09333804	0.0691811	0.06918114	0.1531464
3251	1	-46.96446	-48.53549	1.571037	0.07283117	0.173796	0.0152929	0.0152929	0.0152929	0.0152929	0.0152929	0.0152929	0.0152929	0.0152929	0.0152929	0.0152929	0.0152929	0.0152929	0.0152929	0.0152929	0.0152929	0.0152929	0.0152929	0.0152929	0.0152929	0.0152929	0.0152929	0.0152929	0.0152929	0.0152929	0.0152929	0.2490397	0.0728312	0.07283117	0.2099775
3252	0	-39.01937	-44.41664	5.39727	0.06918114	0.01245015	0.00475323	0.00475323	0.00475323	0.00475323	0.00475323	0.00475323	0.00475323	0.00475323	0.00475323	0.00475323	0.00475323	0.00475323	0.00475323	0.00475323	0.00475323	0.00475323	0.00475323	0.00475323	0.00475323	0.00475323	0.00475323	0.00475323	0.00475323	0.00475323	0.00475323	0.03891444	0.0691811	0.06918114	0.06870699
3253	1	-42.25857	-46.09557	3.836999	0.07283117	0.08484398	0.00966778	0.00966778	0.00966778	0.00966778	0.00966778	0.00966778	0.00966778	0.00966778	0.00966778	0.00966778	0.00966778	0.00966778	0.00966778	0.00966778	0.00966778	0.00966778	0.00966778	0.00966778	0.00966778	0.00966778	0.00966778	0.00966778	0.00966778	0.00966778	0.00966778	0.1113956	0.0728312	0.07283117	0.1327423
3254	0	-41.57477	-45.74931	4.174541	0.08459531	0.06142757	0.025731	0.025731	0.025731	0.025731	0.025731	0.025731	0.025731	0.025731	0.025731	0.025731	0.025731	0.025731	0.025731	0.025731	0.025731	0.025731	0.025731	0.025731	0.025731	0.025731	0.025731	0.025731	0.025731	0.025731	0.025731	0.06511395	0.0845953	0.08459531	0.3041663
3255	1	-40.35923	-44.90285	4.543615	0.07283117	0.09697245	0.00577254	0.00577254	0.00577254	0.00577254	0.00577254	0.00577254	0.00577254	0.00577254	0.00577254	0.00577254	0.00577254	0.00577254	0.00577254	0.00577254	0.00577254	0.00577254	0.00577254	0.00577254	0.00577254	0.00577254	0.00577254	0.00577254	0.00577254	0.00577254	0.00577254	0.02860546	0.0728312	0.07283117	0.07925924
3256	0	-47.26281	-51.88115	4.618344	0.06603852	0.1194606	0.0412925	0.0412925	0.0412925	0.0412925	0.0412925	0.0412925	0.0412925	0.0412925	0.0412925	0.0412925	0.0412925	0.0412925	0.0412925	0.0412925	0.0412925	0.0412925	0.0412925	0.0412925	0.0412925	0.0412925	0.0412925	0.0412925	0.0412925	0.0412925	0.0412925	0.01939845	0.0660385	0.06603852	0.6252787
3257	1	-42.26571	-47.46123	5.195522	0.05050107	0.05683947	0.00337183	0.00337183	0.00337183	0.00337183	0.00337183	0.00337183	0.00337183	0.00337183	0.00337183	0.00337183	0.00337183	0.00337183	0.00337183	0.00337183	0.00337183	0.00337183	0.00337183	0.00337183	0.00337183	0.00337183	0.00337183	0.00337183	0.00337183	0.00337183	0.00337183	0.07177452	0.0505011	0.05050107	0.06676743
3258	0	-39.55178	-44.4715	4.919722	0.08575925	0.01791943	0.0174659	0.0174659	0.0174659	0.0174659	0.0174659	0.0174659	0.0174659	0.0174659	0.0174659	0.0174659	0.0174659	0.0174659	0.0174659	0.0174659	0.0174659	0.0174659	0.0174659	0.0174659	0.0174659	0.0174659	0.0174659	0.0174659	0.0174659	0.0174659	0.0174659	0.03054768	0.0857593	0.08575925	0.2036621
3259	1	-40.38065	-45.0999	4.719248	0.06949895	0.06443745	0.00710625	0.00710625	0.00710625	0.00710625	0.00710625	0.00710625	0.00710625	0.00710625	0.00710625	0.00710625	0.00710625	0.00710625	0.00710625	0.00710625	0.00710625	0.00710625	0.00710625	0.00710625	0.00710625	0.00710625	0.00710625	0.00710625	0.00710625	0.00710625	0.00710625	0.05375835	0.069499	0.06949895	0.1022498
3260	0	-40.126	-44.83224	4.706244	0.08575925	0.0259029	0.0239904	0.0239904	0.0239904	0.0239904	0.0239904	0.0239904	0.0239904	0.0239904	0.0239904	0.0239904	0.0239904	0.0239904	0.0239904	0.0239904	0.0239904	0.0239904	0.0239904	0.0239904	0.0239904	0.0239904	0.0239904	0.0239904	0.0239904	0.0239904	0.0239904	0.04391201	0.0857593	0.08575925	0.2797408
3261	1	-40.49036	-46.35342	5.86306	0.05293788	0.03321892	0.00521149	0.00521149	0.00521149	0.00521149	0.00521149	0.00521149	0.00521149	0.00521149	0.00521149	0.00521149	0.00521149	0.00521149	0.00521149	0.00521149	0.00521149	0.00521149	0.00521149	0.00521149	0.00521149	0.00521149	0.00521149	0.00521149	0.00521149	0.00521149	0.00521149	0.02119585	0.0529379	0.05293788	0.09844545
3262	0	-40.13661	-44.65683	4.520223	0.08192419	0.06276092	0.0130569	0.0130569	0.0130569	0.0130569	0.0130569	0.0130569	0.0130569	0.0130569	0.0130569	0.0130569	0.0130569	0.0130569	0.0130569	0.0130569	0.0130569	0.0130569	0.0130569	0.0130569	0.0130569	0.0130569	0.0130569	0.0130569	0.0130569	0.0130569	0.0130569	0.03737368	0.0819242	0.08192419	0.1593776
3263	1	-39.38226	-44.24044	4.858187	0.07191824	0.07838124	0.00116853	0.00116853	0.00116853	0.00116853	0.00116853	0.00116853	0.00116853	0.00116853	0.00116853	0.00116853	0.00116853	0.00116853	0.00116853	0.00116853	0.00116853	0.00116853	0.00116853	0.00116853	0.00116853	0.00116853	0.00116853	0.00116853	0.00116853	0.00116853	0.00116853	0.0185288	0.0719182	0.07191824	0.016248
3264	0	-38.78704	-43.84973	5.062688	0.08192419	0.03336228	0.000844639	0.000844639	0.000844639	0.000844639	0.000844639	0.000844639	0.000844639	0.000844639	0.000844639	0.000844639	0.000844639	0.000844639	0.000844639	0.000844639	0.000844639	0.000844639	0.000844639	0.000844639	0.000844639	0.000844639	0.000844639	0.000844639	0.000844639	0.000844639	0.000844639	0.01252574	0.0819242	0.08192419	0.01031001
3265	1	-39.54577	-44.78452	5.238758	0.06870213	0.03697492	0.00984177	0.00984177	0.00984177	0.00984177	0.00984177	0.00984177	0.00984177	0.00984177	0.00984177	0.00984177	0.00984177	0.00984177	0.00984177	0.00984177	0.00984177	0.00984177	0.00984177	0.00984177	0.00984177	0.00984177	0.00984177	0.00984177	0.00984177	0.00984177	0.00984177	0.03170444	0.0687021	0.06870213	0.1432528
3266	0	-39.87319	-45.10777	5.234573	0.06927706	0.03623689	0.0133202	0.0133202	0.0133202	0.0133202	0.0133202	0.0133202	0.0133202	0.0133202	0.0133202	0.0133202	0.0133202	0.0133202	0.0133202	0.0133202	0.0133202	0.0133202	0.0133202	0.0133202	0.0133202	0.0133202	0.0133202	0.0133202	0.0133202	0.0133202	0.0133202	0.03110438	0.0692771	0.06927706	0.1922748
3267	1	-39.96319	-45.42644	5.463252	0.06870213	0.03257518	0.0166945	0.0166945	0.0166945	0.0166945	0.0166945	0.0166945	0.0166945	0.0166945	0.0166945	0.0166945	0.0166945	0.0166945	0.0166945	0.0166945	0.0166945	0.0166945	0.0166945	0.0166945	0.0166945	0.0166945	0.0166945	0.0166945	0.0166945	0.0166945	0.0166945	0.01365481	0.0687021	0.06870213	0.2429983
3268	0	-44.46085	-50.13278	5.671927	0.06927706	0.01985618	0.0401858	0.0401858	0.0401858	0.0401858	0.0401858	0.0401858	0.0401858	0.0401858	0.0401858	0.0401858	0.0401858	0.0401858	0.0401858	0.0401858	0.0401858	0.0401858	0.0401858	0.0401858	0.0401858	0.0401858	0.0401858	0.0401858	0.0401858	0.0401858	0.0401858	0.003749669	0.0692771	0.06927706	0.5800731
3269	1	-40.32427	-44.69508	4.370816	0.08551857	0.01822768	0.00403595	0.00403595	0.00403595	0.00403595	0.00403595	0.00403595	0.00403595	0.00403595	0.00403595	0.00403595	0.00403595	0.00403595	0.00403595	0.00403595	0.00403595	0.00403595	0.00403595	0.00403595	0.00403595	0.00403595	0.00403595	0.00403595	0.00403595	0.00403595	0.00403595	0.08586541	0.0855186	0.08551857	0.04719381
3270	0	-45.02565	-47.47922	2.45357	0.1660145	0.03767536	0.126624	0.126624	0.126624	0.126624	0.126624	0.126624	0.126624	0.126624	0.126624	0.126624	0.126624	0.126624	0.126624	0.126624	0.126624	0.126624	0.126624	0.126624	0.126624	0.126624	0.126624	0.126624	0.126624	0.126624	0.126624	0.01219762	0.166014	0.1660145	0.7627313
3271	1	-39.29946	-44.1461	4.846642	0.08551857	0.03100836	0.00330979	0.00330979	0.00330979	0.00330979	0.00330979	0.00330979	0.00330979	0.00330979	0.00330979	0.00330979	0.00330979	0.00330979	0.00330979	0.00330979	0.00330979	0.00330979	0.00330979	0.00330979	0.00330979	0.00330979	0.00330979	0.00330979	0.00330979	0.00330979	0.00330979	0.02550211	0.0855186	0.08551857	0.03870256
3272	0	-45.45207	-47.66751	2.215445	0.1660145	0.04309121	0.125775	0.125775	0.125775	0.125775	0.125775	0.125775	0.125775	0.125775	0.125775	0.125775	0.125775	0.125775	0.125775	0.125775	0.125775	0.125775	0.125775	0.125775	0.125775	0.125775	0.125775	0.125775	0.125775	0.125775	0.125775	0.03059424	0.166014	0.1660145	0.7576139
3273	1	-39.49742	-44.23519	4.737765	0.08551857	0.03444113	0.0124036	0.0124036	0.0124036	0.0124036	0.0124036	0.0124036	0.0124036	0.0124036	0.0124036	0.0124036	0.0124036	0.0124036	0.0124036	0.0124036	0.0124036	0.0124036	0.0124036	0.0124036	0.0124036	0.0124036	0.0124036	0.0124036	0.0124036	0.0124036	0.0124036	0.03295704	0.0855186	0.08551857	0.1450396
3274	0	-43.42632	-46.08358	2.657254	0.1508838	0.0569793	0.0830664	0.0830664	0.0830664	0.0830664	0.0830664	0.0830664	0.0830664	0.0830664	0.0830664	0.0830664	0.0830664	0.0830664	0.0830664	0.0830664	0.0830664	0.0830664	0.0830664	0.0830664	0.0830664	0.0830664	0.0830664	0.0830664	0.0830664	0.0830664	0.0830664	0.01875497	0.150884	0.1508838	0.5505324
3275	1	-39.7341	-44.53749	4.803391	0.08551857	0.02791388	0.0206532	0.0206532	0.0206532	0.0206532	0.0206532	0.0206532	0.0206532	0.0206532	0.0206532	0.0206532	0.0206532	0.0206532	0.0206532	0.0206532	0.0206532	0.0206532	0.0206532	0.0206532	0.0206532	0.0206532	0.0206532	0.0206532	0.0206532	0.0206532	0.0206532	0.03292171	0.0855186	0.08551857	0.2415052
3276	0	-44.29677	-46.80597	2.509201	0.1508838	0.03713424	0.0995457	0.0995457	0.0995457	0.0995457	0.0995457	0.0995457	0.0995457	0.0995457	0.0995457	0.0995457	0.0995457	0.0995457	0.0995457	0.0995457	0.0995457	0.0995457	0.0995457	0.0995457	0.0995457	0.0995457	0.0995457	0.0995457	0.0995457	0.0995457	0.0995457	0.05340534	0.150884	0.1508838	0.6597508
3277	1	-40.62741	-44.91511	4.287704	0.07772436	0.05402927	0.00488956	0.00488956	0.00488956	0.00488956	0.00488956	0.00488956	0.00488956	0.00488956	0.00488956	0.00488956	0.00488956	0.00488956	0.00488956	0.00488956	0.00488956	0.00488956	0.00488956	0.00488956	0.00488956	0.00488956	0.00488956	0.00488956	0.00488956	0.00488956	0.00488956	0.08218925	0.0777244	0.07772436	0.06290896
3278	0	-39.46581	-44.28162	4.815813	0.08808603	0.03328891	0.00212992	0.00212992	0.00212992	0.00212992	0.00212992	0.00212992	0.00212992	0.00212992	0.00212992	0.00212992	0.00212992	0.00212992	0.00212992	0.00212992	0.00212992	0.00212992	0.00212992	0.00212992	0.00212992	0.00212992	0.00212992	0.00212992	0.00212992	0.00212992	0.00212992	0.01845998	0.088086	0.08808603	0.02418001
3279	1	-41.81591	-46.12069	4.304773	0.07772436	0.03540383	0.0222611	0.0222611	0.0222611	0.0222611	0.0222611	0.0222611	0.0222611	0.0222611	0.0222611	0.0222611	0.0222611	0.0222611	0.0222611	0.0222611	0.0222611	0.0222611	0.0222611	0.0222611	0.0222611	0.0222611	0.0222611	0.0222611	0.0222611	0.0222611	0.0222611	0.09910781	0.0777244	0.07772436	0.2864112
3280	0	-38.52467	-43.84714	5.322465	0.07457145	0.02531138	0.00218064	0.00218064	0.00218064	0.00218064	0.00218064	0.00218064	0.00218064	0.00218064	0.00218064	0.00218064	0.00218064	0.00218064	0.00218064	0.00218064	0.00218064	0.00218064	0.00218064	0.00218064	0.00218064	0.00218064	0.00218064	0.00218064	0.00218064	0.00218064	0.00218064	0.01706434	0.0745715	0.07457145	0.02924231
3281	1	-40.69294	-44.92366	4.230724	0.09424018	0.06747056	0.00902347	0.00902347	0.00902347	0.00902347	0.00902347	0.00902347	0.00902347	0.00902347	0.00902347	0.00902347	0.00902347	0.00902347	0.00902347	0.00902347	0.00902347	0.00902347	0.00902347	0.00902347	0.00902347	0.00902347	0.00902347	0.00902347	0.00902347	0.00902347	0.00902347	0.02398398	0.0942402	0.09424018	0.09574967
3282	0	-39.63404	-45.05285	5.418808	0.06025891	0.03317167	0.00308536	0.00308536	0.00308536	0.00308536	0.00308536	0.00308536	0.00308536	0.00308536	0.00308536	0.00308536	0.00308536	0.00308536	0.00308536	0.00308536	0.00308536	0.00308536	0.00308536	0.00308536	0.00308536	0.00308536	0.00308536	0.00308536	0.00308536	0.00308536	0.00308536	0.04329984	0.0602589	0.06025891	0.05120172
3283	1	-39.44008	-45.45608	6.015996	0.05500541	0.02508397	0.00183732	0.00183732	0.00183732	0.00183732	0.00183732	0.00183732	0.00183732	0.00183732	0.00183732	0.00183732	0.00183732	0.00183732	0.00183732	0.00183732	0.00183732	0.00183732	0.00183732	0.00183732	0.00183732	0.00183732	0.00183732	0.00183732	0.00183732	0.00183732	0.00183732	0.007720131	0.0550054	0.05500541	0.03340259
3284	0	-41.17561	-45.76816	4.592551	0.07837974	0.04895827	0.0235963	0.0235963	0.0235963	0.0235963	0.0235963	0.0235963	0.0235963	0.0235963	0.0235963	0.0235963	0.0235963	0.0235963	0.0235963	0.0235963	0.0235963	0.0235963	0.0235963	0.0235963	0.0235963	0.0235963	0.0235963	0.0235963	0.0235963	0.0235963	0.0235963	0.05477307	0.0783797	0.07837974	0.301051
3285	1	-44.1423	-49.27346	5.131154	0.07226568	0.03266197	0.0408864	0.0408864	0.0408864	0.0408864	0.0408864	0.0408864	0.0408864	0.0408864	0.0408864	0.0408864	0.0408864	0.0408864	0.0408864	0.0408864	0.0408864	0.0408864	0.0408864	0.0408864	0.0408864	0.0408864	0.0408864	0.0408864	0.0408864	0.0408864	0.0408864	0.03588979	0.0722657	0.07226568	0.5657791
3286	0	-40.59794	-44.9474	4.349461	0.07837974	0.04408056	0.00887196	0.00887196	0.00887196	0.00887196	0.00887196	0.00887196	0.00887196	0.00887196	0.00887196	0.00887196	0.00887196	0.00887196	0.00887196	0.00887196	0.00887196	0.00887196	0.00887196	0.00887196	0.00887196	0.00887196	0.00887196	0.00887196	0.00887196	0.00887196	0.00887196	0.08395975	0.0783797	0.07837974	0.113192
3287	1	-39.45696	-44.76727	5.310311	0.06201817	0.03988397	0.00201724	0.00201724	0.00201724	0.00201724	0.00201724	0.00201724	0.00201724	0.00201724	0.00201724	0.00201724	0.00201724	0.00201724	0.00201724	0.00201724	0.00201724	0.00201724	0.00201724	0.00201724	0.00201724	0.00201724	0.00201724	0.00201724	0.00201724	0.00201724	0.00201724	0.04206202	0.0620182	0.06201817	0.03252664
3288	0	-40.7676	-46.0361	5.268499	0.0613047	0.02439373	0.00999328	0.00999328	0.00999328	0.00999328	0.00999328	0.00999328	0.00999328	0.00999328	0.00999328	0.00999328	0.00999328	0.00999328	0.00999328	0.00999328	0.00999328	0.00999328	0.00999328	0.00999328	0.00999328	0.00999328	0.00999328	0.00999328	0.00999328	0.00999328	0.00999328	0.06391341	0.0613047	0.0613047	0.16301
3289	1	-38.88506	-43.9553	5.070233	0.07787885	0.02362358	0.00289518	0.00289518	0.00289518	0.00289518	0.00289518	0.00289518	0.00289518	0.00289518	0.00289518	0.00289518	0.00289518	0.00289518	0.00289518	0.00289518	0.00289518	0.00289518	0.00289518	0.00289518	0.00289518	0.00289518	0.00289518	0.00289518	0.00289518	0.00289518	0.00289518	0.03387001	0.0778788	0.07787885	0.03717539
3290	0	-41.34226	-45.43692	4.094653	0.07931577	0.03644852	0.0129601	0.0129601	0.0129601	0.0129601	0.0129601	0.0129601	0.0129601	0.0129601	0.0129601	0.0129601	0.0129601	0.0129601	0.0129601	0.0129601	0.0129601	0.0129601	0.0129601	0.0129601	0.0129601	0.0129601	0.0129601	0.0129601	0.0129601	0.0129601	0.0129601	0.1142128	0.0793158	0.07931577	0.1633986
3291	1	-39.36728	-44.37772	5.010445	0.07467623	0.04695884	0.0102468	0.0102468	0.0102468	0.0102468	0.0102468	0.0102468	0.0102468	0.0102468	0.0102468	0.0102468	0.0102468	0.0102468	0.0102468	0.0102468	0.0102468	0.0102468	0.0102468	0.0102468	0.0102468	0.0102468	0.0102468	0.0102468	0.0102468	0.0102468	0.0102468	0.02629874	0.0746762	0.07467623	0.1372158
3292	0	-41.06903	-45.95572	4.886687	0.07473731	0.04128274	0.0236026	0.0236026	0.0236026	0.0236026	0.0236026	0.0236026	0.0236026	0.0236026	0.0236026	0.0236026	0.0236026	0.0236026	0.0236026	0.0236026	0.0236026	0.0236026	0.0236026	0.0236026	0.0236026	0.0236026	0.0236026	0.0236026	0.0236026	0.0236026	0.0236026	0.044164	0.0747373	0.07473731	0.3158074
3293	1	-38.70937	-43.85915	5.149778	0.07036559	0.06167618	0.000353221	0.000353221	0.000353221	0.000353221	0.000353221	0.000353221	0.000353221	0.000353221	0.000353221	0.000353221	0.000353221	0.000353221	0.000353221	0.000353221	0.000353221	0.000353221	0.000353221	0.000353221	0.000353221	0.000353221	0.000353221	0.000353221	0.000353221	0.000353221	0.000353221	0.01081873	0.0703656	0.07036559	0.005019793
3294	0	-40.05659	-45.11539	5.058794	0.07473731	0.02435693	0.017847	0.017847	0.017847	0.017847	0.017847	0.017847	0.017847	0.017847	0.017847	0.017847	0.017847	0.017847	0.017847	0.017847	0.017847	0.017847	0.017847	0.017847	0.017847	0.017847	0.017847	0.017847	0.017847	0.017847	0.017847	0.04387909	0.0747373	0.07473731	0.2387959
3295	1	-41.2993	-45.23786	3.938552	0.08876028	0.1334862	0.011551	0.011551	0.011551	0.011551	0.011551	0.011551	0.011551	0.011551	0.011551	0.011551	0.011551	0.011551	0.011551	0.011551	0.011551	0.011551	0.011551	0.011551	0.011551	0.011551	0.011551	0.011551	0.011551	0.011551	0.011551	0.003928654	0.0887603	0.08876028	0.1301375
3296	0	-40.41234	-45.27995	4.867603	0.07313821	0.01836643	0.0154999	0.0154999	0.0154999	0.0154999	0.0154999	0.0154999	0.0154999	0.0154999	0.0154999	0.0154999	0.0154999	0.0154999	0.0154999	0.0154999	0.0154999	0.0154999	0.0154999	0.0154999	0.0154999	0.0154999	0.0154999	0.0154999	0.0154999	0.0154999	0.0154999	0.07387452	0.0731382	0.07313821	0.2119262
3297	1	-39.89643	-44.47123	4.574796	0.08876028	0.06210448	0.0213903	0.0213903	0.0213903	0.0213903	0.0213903	0.0213903	0.0213903	0.0213903	0.0213903	0.0213903	0.0213903	0.0213903	0.0213903	0.0213903	0.0213903	0.0213903	0.0213903	0.0213903	0.0213903	0.0213903	0.0213903	0.0213903	0.0213903	0.0213903	0.0213903	0.01168603	0.0887603	0.08876028	0.240989
3298	0	-39.22397	-44.7155	5.491532	0.07313821	0.0214305	0.0122854	0.0122854	0.0122854	0.0122854	0.0122854	0.0122854	0.0122854	0.0122854	0.0122854	0.0122854	0.0122854	0.0122854	0.0122854	0.0122854	0.0122854	0.0122854	0.0122854	0.0122854	0.0122854	0.0122854	0.0122854	0.0122854	0.0122854	0.0122854	0.0122854	0.008417551	0.0731382	0.07313821	0.167975
3299	1	-43.00866	-47.88879	4.880136	0.08876028	0.03520148	0.0533135	0.0533135	0.0533135	0.0533135	0.0533135	0.0533135	0.0533135	0.0533135	0.0533135	0.0533135	0.0533135	0.0533135	0.0533135	0.0533135	0.0533135	0.0533135	0.0533135	0.0533135	0.0533135	0.0533135	0.0533135	0.0533135	0.0533135	0.0533135	0.0533135	0.008054968	0.0887603	0.08876028	0.6006456
3300	0	-39.73978	-45.054	5.314227	0.07313821	0.0275901	0.0173151	0.0173151	0.0173151	0.0173151	0.0173151	0.0173151	0.0173151	0.0173151	0.0173151	0.0173151	0.0173151	0.0173151	0.0173151	0.0173151	0.0173151	0.0173151	0.0173151	0.0173151	0.0173151	0.0173151	0.0173151	0.0173151	0.0173151	0.0173151	0.0173151	0.01998853	0.0731382	0.07313821	0.2367443
3301	1	-39.7308	-44.55028	4.819483	0.08876028	0.0485794	0.028671	0.028671	0.028671	0.028671	0.028671	0.028671	0.028671	0.028671	0.028671	0.028671	0.028671	0.028671	0.028671	0.028671	0.028671	0.028671	0.028671	0.028671	0.028671	0.028671	0.028671	0.028671	0.028671	0.028671	0.028671	0.0007423433	0.0887603	0.08876028	0.3230164
3302	0	-40.38323	-44.81399	4.430768	0.0760506	0.05627832	0.00527807	0.00527807	0.00527807	0.00527807	0.00527807	0.00527807	0.00527807	0.00527807	0.00527807	0.00527807	0.00527807	0.00527807	0.00527807	0.00527807	0.00527807	0.00527807	0.00527807	0.00527807	0.00527807	0.00527807	0.00527807	0.00527807	0.00527807	0.00527807	0.00527807	0.07074775	0.0760506	0.0760506	0.06940206
3303	1	-38.51941	-44.14037	5.62096	0.06587546	0.03787065	0.00501697	0.00501697	0.00501697	0.00501697	0.00501697	0.00501697	0.00501697	0.00501697	0.00501697	0.00501697	0.00501697	0.00501697	0.00501697	0.00501697	0.00501697	0.00501697	0.00501697	0.00501697	0.00501697	0.00501697	0.00501697	0.00501697	0.00501697	0.00501697	0.00501697	0.001225055	0.0658755	0.06587546	0.07615846
3304	0	-41.51223	-45.7973	4.285065	0.0760506	0.11265	0.0166754	0.0166754	0.0166754	0.0166754	0.0166754	0.0166754	0.0166754	0.0166754	0.0166754	0.0166754	0.0166754	0.0166754	0.0166754	0.0166754	0.0166754	0.0166754	0.0166754	0.0166754	0.0166754	0.0166754	0.0166754	0.0166754	0.0166754	0.0166754	0.0166754	0.02894634	0.0760506	0.0760506	0.2192678
3305	1	-39.10279	-44.9626	5.859811	0.05995574	0.03134644	0.00513856	0.00513856	0.00513856	0.00513856	0.00513856	0.00513856	0.00513856	0.00513856	0.00513856	0.00513856	0.00513856	0.00513856	0.00513856	0.00513856	0.00513856	0.00513856	0.00513856	0.00513856	0.00513856	0.00513856	0.00513856	0.00513856	0.00513856	0.00513856	0.00513856	0.001951074	0.0599557	0.05995574	0.08570591
3306	0	-42.16002	-46.80106	4.641037	0.07574407	0.08580252	0.0286456	0.0286456	0.0286456	0.0286456	0.0286456	0.0286456	0.0286456	0.0286456	0.0286456	0.0286456	0.0286456	0.0286456	0.0286456	0.0286456	0.0286456	0.0286456	0.0286456	0.0286456	0.0286456	0.0286456	0.0286456	0.0286456	0.0286456	0.0286456	0.0286456	0.02113317	0.0757441	0.07574407	0.3781889
3307	1	-38.44984	-43.93126	5.481418	0.0717552	0.0333178	0.00686403	0.00686403	0.00686403	0.00686403	0.00686403	0.00686403	0.00686403	0.00686403	0.00686403	0.00686403	0.00686403	0.00686403	0.00686403	0.00686403	0.00686403	0.00686403	0.00686403	0.00686403	0.00686403	0.00686403	0.00686403	0.00686403	0.00686403	0.00686403	0.00686403	0.001767338	0.0717552	0.0717552	0.09565901
3308	0	-39.86039	-44.59931	4.73892	0.07574407	0.06945306	0.00955037	0.00955037	0.00955037	0.00955037	0.00955037	0.00955037	0.00955037	0.00955037	0.00955037	0.00955037	0.00955037	0.00955037	0.00955037	0.00955037	0.00955037	0.00955037	0.00955037	0.00955037	0.00955037	0.00955037	0.00955037	0.00955037	0.00955037	0.00955037	0.00955037	0.02769435	0.0757441	0.07574407	0.1260874
3309	1	-40.5243	-45.21851	4.694211	0.08285677	0.07799527	0.0264881	0.0264881	0.0264881	0.0264881	0.0264881	0.0264881	0.0264881	0.0264881	0.0264881	0.0264881	0.0264881	0.0264881	0.0264881	0.0264881	0.0264881	0.0264881	0.0264881	0.0264881	0.0264881	0.0264881	0.0264881	0.0264881	0.0264881	0.0264881	0.0264881	0.001891086	0.0828568	0.08285677	0.3196854
3310	0	-46.66374	-49.00268	2.338938	0.08595448	0.2731535	0.0201552	0.0201552	0.0201552	0.0201552	0.0201552	0.0201552	0.0201552	0.0201552	0.0201552	0.0201552	0.0201552	0.0201552	0.0201552	0.0201552	0.0201552	0.0201552	0.0201552	0.0201552	0.0201552	0.0201552	0.0201552	0.0201552	0.0201552	0.0201552	0.0201552	0.03279553	0.0859545	0.08595448	0.2344875
3311	1	-39.41171	-45.08766	5.675948	0.06055005	0.04722815	0.00710419	0.00710419	0.00710419	0.00710419	0.00710419	0.00710419	0.00710419	0.00710419	0.00710419	0.00710419	0.00710419	0.00710419	0.00710419	0.00710419	0.00710419	0.00710419	0.00710419	0.00710419	0.00710419	0.00710419	0.00710419	0.00710419	0.00710419	0.00710419	0.00710419	0.002639855	0.06055	0.06055005	0.1173276
3312	0	-43.51873	-46.66967	3.150949	0.08595448	0.1866422	0.022521	0.022521	0.022521	0.022521	0.022521	0.022521	0.022521	0.022521	0.022521	0.022521	0.022521	0.022521	0.022521	0.022521	0.022521	0.022521	0.022521	0.022521	0.022521	0.022521	0.022521	0.022521	0.022521	0.022521	0.022521	0.03810574	0.0859545	0.08595448	0.2620106
3313	1	-41.95395	-45.71081	3.756859	0.08905666	0.1504539	0.00194911	0.00194911	0.00194911	0.00194911	0.00194911	0.00194911	0.00194911	0.00194911	0.00194911	0.00194911	0.00194911	0.00194911	0.00194911	0.00194911	0.00194911	0.00194911	0.00194911	0.00194911	0.00194911	0.00194911	0.00194911	0.00194911	0.00194911	0.00194911	0.00194911	0.004224629	0.0890567	0.08905666	0.0218862
3314	0	-40.53628	-45.17227	4.635993	0.07394614	0.06942218	0.0125314	0.0125314	0.0125314	0.0125314	0.0125314	0.0125314	0.0125314	0.0125314	0.0125314	0.0125314	0.0125314	0.0125314	0.0125314	0.0125314	0.0125314	0.0125314	0.0125314	0.0125314	0.0125314	0.0125314	0.0125314	0.0125314	0.0125314	0.0125314	0.0125314	0.04351129	0.0739461	0.07394614	0.1694668
