Iteration	Replicate_ID	Posterior	Likelihood	Prior	clado_no_change	delta	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	extinction[12]	extinction[13]	extinction[14]	extinction[15]	extinction[16]	extinction[17]	extinction[18]	extinction[19]	extinction[20]	extinction[21]	extinction[22]	extinction[23]	extinction[24]	extinction[25]	extinction[26]	extinction[27]	extinction[28]	extinction[29]	extinction[30]	extinction[31]	extinction[32]	extinction[33]	extinction[34]	extinction[35]	extinction[36]	extinction[37]	extinction[38]	extinction[39]	extinction[40]	gamma	speciation_rates[1]	total_speciation	turnover
2576	0	-103.534	-107.847	4.312969	0.02783402	0.09273259	0.0029612	0.0029612	0.0029612	0.0029612	0.0029612	0.0029612	0.0029612	0.0029612	0.0029612	0.0029612	0.0029612	0.0029612	0.0029612	0.0029612	0.0029612	0.0029612	0.0029612	0.0029612	0.0029612	0.0029612	0.0029612	0.0029612	0.0029612	0.0029612	0.0029612	0.0029612	0.0029612	0.0029612	0.0029612	0.0029612	0.0029612	0.0029612	0.0029612	0.0029612	0.0029612	0.0029612	0.0029612	0.0029612	0.0029612	0.0029612	0.07977985	0.027834	0.02783402	0.1063879
2577	1	-103.7281	-108.937	5.208902	0.02356035	0.06743448	0.00581852	0.00581852	0.00581852	0.00581852	0.00581852	0.00581852	0.00581852	0.00581852	0.00581852	0.00581852	0.00581852	0.00581852	0.00581852	0.00581852	0.00581852	0.00581852	0.00581852	0.00581852	0.00581852	0.00581852	0.00581852	0.00581852	0.00581852	0.00581852	0.00581852	0.00581852	0.00581852	0.00581852	0.00581852	0.00581852	0.00581852	0.00581852	0.00581852	0.00581852	0.00581852	0.00581852	0.00581852	0.00581852	0.00581852	0.00581852	0.06708578	0.0235604	0.02356035	0.2469626
2578	0	-103.5003	-107.2827	3.782369	0.029344	0.09507713	0.0126478	0.0126478	0.0126478	0.0126478	0.0126478	0.0126478	0.0126478	0.0126478	0.0126478	0.0126478	0.0126478	0.0126478	0.0126478	0.0126478	0.0126478	0.0126478	0.0126478	0.0126478	0.0126478	0.0126478	0.0126478	0.0126478	0.0126478	0.0126478	0.0126478	0.0126478	0.0126478	0.0126478	0.0126478	0.0126478	0.0126478	0.0126478	0.0126478	0.0126478	0.0126478	0.0126478	0.0126478	0.0126478	0.0126478	0.0126478	0.1122635	0.029344	0.029344	0.4310187
2579	1	-104.0777	-108.3222	4.244526	0.02356035	0.120199	0.00627347	0.00627347	0.00627347	0.00627347	0.00627347	0.00627347	0.00627347	0.00627347	0.00627347	0.00627347	0.00627347	0.00627347	0.00627347	0.00627347	0.00627347	0.00627347	0.00627347	0.00627347	0.00627347	0.00627347	0.00627347	0.00627347	0.00627347	0.00627347	0.00627347	0.00627347	0.00627347	0.00627347	0.00627347	0.00627347	0.00627347	0.00627347	0.00627347	0.00627347	0.00627347	0.00627347	0.00627347	0.00627347	0.00627347	0.00627347	0.1107589	0.0235604	0.02356035	0.2662725
2580	0	-105.5787	-110.6357	5.057046	0.02594562	0.05421462	0.0151298	0.0151298	0.0151298	0.0151298	0.0151298	0.0151298	0.0151298	0.0151298	0.0151298	0.0151298	0.0151298	0.0151298	0.0151298	0.0151298	0.0151298	0.0151298	0.0151298	0.0151298	0.0151298	0.0151298	0.0151298	0.0151298	0.0151298	0.0151298	0.0151298	0.0151298	0.0151298	0.0151298	0.0151298	0.0151298	0.0151298	0.0151298	0.0151298	0.0151298	0.0151298	0.0151298	0.0151298	0.0151298	0.0151298	0.0151298	0.06669103	0.0259456	0.02594562	0.5831359
2581	1	-104.1607	-109.324	5.163307	0.02356035	0.04671831	0.00320036	0.00320036	0.00320036	0.00320036	0.00320036	0.00320036	0.00320036	0.00320036	0.00320036	0.00320036	0.00320036	0.00320036	0.00320036	0.00320036	0.00320036	0.00320036	0.00320036	0.00320036	0.00320036	0.00320036	0.00320036	0.00320036	0.00320036	0.00320036	0.00320036	0.00320036	0.00320036	0.00320036	0.00320036	0.00320036	0.00320036	0.00320036	0.00320036	0.00320036	0.00320036	0.00320036	0.00320036	0.00320036	0.00320036	0.00320036	0.09236143	0.0235604	0.02356035	0.1358366
2582	0	-104.1787	-109.4246	5.245862	0.02594562	0.06206131	0.00851545	0.00851545	0.00851545	0.00851545	0.00851545	0.00851545	0.00851545	0.00851545	0.00851545	0.00851545	0.00851545	0.00851545	0.00851545	0.00851545	0.00851545	0.00851545	0.00851545	0.00851545	0.00851545	0.00851545	0.00851545	0.00851545	0.00851545	0.00851545	0.00851545	0.00851545	0.00851545	0.00851545	0.00851545	0.00851545	0.00851545	0.00851545	0.00851545	0.00851545	0.00851545	0.00851545	0.00851545	0.00851545	0.00851545	0.00851545	0.03996272	0.0259456	0.02594562	0.3282039
2583	1	-104.5131	-110.046	5.532857	0.02344373	0.03587757	0.00391794	0.00391794	0.00391794	0.00391794	0.00391794	0.00391794	0.00391794	0.00391794	0.00391794	0.00391794	0.00391794	0.00391794	0.00391794	0.00391794	0.00391794	0.00391794	0.00391794	0.00391794	0.00391794	0.00391794	0.00391794	0.00391794	0.00391794	0.00391794	0.00391794	0.00391794	0.00391794	0.00391794	0.00391794	0.00391794	0.00391794	0.00391794	0.00391794	0.00391794	0.00391794	0.00391794	0.00391794	0.00391794	0.00391794	0.00391794	0.06765529	0.0234437	0.02344373	0.1671212
2584	0	-105.702	-110.4146	4.712607	0.03207075	0.01956193	0.0120112	0.0120112	0.0120112	0.0120112	0.0120112	0.0120112	0.0120112	0.0120112	0.0120112	0.0120112	0.0120112	0.0120112	0.0120112	0.0120112	0.0120112	0.0120112	0.0120112	0.0120112	0.0120112	0.0120112	0.0120112	0.0120112	0.0120112	0.0120112	0.0120112	0.0120112	0.0120112	0.0120112	0.0120112	0.0120112	0.0120112	0.0120112	0.0120112	0.0120112	0.0120112	0.0120112	0.0120112	0.0120112	0.0120112	0.0120112	0.06183165	0.0320707	0.03207075	0.3745219
2585	1	-104.0611	-105.1424	1.081257	0.05603065	0.05910089	0.0427003	0.0427003	0.0427003	0.0427003	0.0427003	0.0427003	0.0427003	0.0427003	0.0427003	0.0427003	0.0427003	0.0427003	0.0427003	0.0427003	0.0427003	0.0427003	0.0427003	0.0427003	0.0427003	0.0427003	0.0427003	0.0427003	0.0427003	0.0427003	0.0427003	0.0427003	0.0427003	0.0427003	0.0427003	0.0427003	0.0427003	0.0427003	0.0427003	0.0427003	0.0427003	0.0427003	0.0427003	0.0427003	0.0427003	0.0427003	0.09613136	0.0560306	0.05603065	0.7620889
2586	0	-105.471	-110.044	4.573005	0.03125529	0.02469405	0.0101722	0.0101722	0.0101722	0.0101722	0.0101722	0.0101722	0.0101722	0.0101722	0.0101722	0.0101722	0.0101722	0.0101722	0.0101722	0.0101722	0.0101722	0.0101722	0.0101722	0.0101722	0.0101722	0.0101722	0.0101722	0.0101722	0.0101722	0.0101722	0.0101722	0.0101722	0.0101722	0.0101722	0.0101722	0.0101722	0.0101722	0.0101722	0.0101722	0.0101722	0.0101722	0.0101722	0.0101722	0.0101722	0.0101722	0.0101722	0.08050571	0.0312553	0.03125529	0.3254566
2587	1	-104.0988	-105.4773	1.37844	0.04485591	0.1479089	0.0231333	0.0231333	0.0231333	0.0231333	0.0231333	0.0231333	0.0231333	0.0231333	0.0231333	0.0231333	0.0231333	0.0231333	0.0231333	0.0231333	0.0231333	0.0231333	0.0231333	0.0231333	0.0231333	0.0231333	0.0231333	0.0231333	0.0231333	0.0231333	0.0231333	0.0231333	0.0231333	0.0231333	0.0231333	0.0231333	0.0231333	0.0231333	0.0231333	0.0231333	0.0231333	0.0231333	0.0231333	0.0231333	0.0231333	0.0231333	0.1125309	0.0448559	0.04485591	0.5157243
2588	0	-103.5065	-104.8724	1.365897	0.04859092	0.1259876	0.0311311	0.0311311	0.0311311	0.0311311	0.0311311	0.0311311	0.0311311	0.0311311	0.0311311	0.0311311	0.0311311	0.0311311	0.0311311	0.0311311	0.0311311	0.0311311	0.0311311	0.0311311	0.0311311	0.0311311	0.0311311	0.0311311	0.0311311	0.0311311	0.0311311	0.0311311	0.0311311	0.0311311	0.0311311	0.0311311	0.0311311	0.0311311	0.0311311	0.0311311	0.0311311	0.0311311	0.0311311	0.0311311	0.0311311	0.0311311	0.09060937	0.0485909	0.04859092	0.6406768
2589	1	-104.0724	-105.2692	1.196733	0.05014345	0.1450125	0.02927	0.02927	0.02927	0.02927	0.02927	0.02927	0.02927	0.02927	0.02927	0.02927	0.02927	0.02927	0.02927	0.02927	0.02927	0.02927	0.02927	0.02927	0.02927	0.02927	0.02927	0.02927	0.02927	0.02927	0.02927	0.02927	0.02927	0.02927	0.02927	0.02927	0.02927	0.02927	0.02927	0.02927	0.02927	0.02927	0.02927	0.02927	0.02927	0.02927	0.06975536	0.0501434	0.05014345	0.5837246
2590	0	-103.5542	-105.1896	1.635344	0.04669415	0.09827501	0.031682	0.031682	0.031682	0.031682	0.031682	0.031682	0.031682	0.031682	0.031682	0.031682	0.031682	0.031682	0.031682	0.031682	0.031682	0.031682	0.031682	0.031682	0.031682	0.031682	0.031682	0.031682	0.031682	0.031682	0.031682	0.031682	0.031682	0.031682	0.031682	0.031682	0.031682	0.031682	0.031682	0.031682	0.031682	0.031682	0.031682	0.031682	0.031682	0.031682	0.1142792	0.0466941	0.04669415	0.6785015
2591	1	-105.6155	-106.2079	0.5923345	0.05014345	0.1354121	0.021548	0.021548	0.021548	0.021548	0.021548	0.021548	0.021548	0.021548	0.021548	0.021548	0.021548	0.021548	0.021548	0.021548	0.021548	0.021548	0.021548	0.021548	0.021548	0.021548	0.021548	0.021548	0.021548	0.021548	0.021548	0.021548	0.021548	0.021548	0.021548	0.021548	0.021548	0.021548	0.021548	0.021548	0.021548	0.021548	0.021548	0.021548	0.021548	0.021548	0.1397956	0.0501434	0.05014345	0.4297277
2592	0	-103.2416	-106.6112	3.369671	0.03930643	0.09064429	0.0225412	0.0225412	0.0225412	0.0225412	0.0225412	0.0225412	0.0225412	0.0225412	0.0225412	0.0225412	0.0225412	0.0225412	0.0225412	0.0225412	0.0225412	0.0225412	0.0225412	0.0225412	0.0225412	0.0225412	0.0225412	0.0225412	0.0225412	0.0225412	0.0225412	0.0225412	0.0225412	0.0225412	0.0225412	0.0225412	0.0225412	0.0225412	0.0225412	0.0225412	0.0225412	0.0225412	0.0225412	0.0225412	0.0225412	0.0225412	0.0376779	0.0393064	0.03930643	0.5734725
2593	1	-104.6581	-106.1105	1.452487	0.05014345	0.1090143	0.0219836	0.0219836	0.0219836	0.0219836	0.0219836	0.0219836	0.0219836	0.0219836	0.0219836	0.0219836	0.0219836	0.0219836	0.0219836	0.0219836	0.0219836	0.0219836	0.0219836	0.0219836	0.0219836	0.0219836	0.0219836	0.0219836	0.0219836	0.0219836	0.0219836	0.0219836	0.0219836	0.0219836	0.0219836	0.0219836	0.0219836	0.0219836	0.0219836	0.0219836	0.0219836	0.0219836	0.0219836	0.0219836	0.0219836	0.0219836	0.08017821	0.0501434	0.05014345	0.4384141
2594	0	-103.7831	-107.2623	3.479106	0.03930643	0.05122654	0.016107	0.016107	0.016107	0.016107	0.016107	0.016107	0.016107	0.016107	0.016107	0.016107	0.016107	0.016107	0.016107	0.016107	0.016107	0.016107	0.016107	0.016107	0.016107	0.016107	0.016107	0.016107	0.016107	0.016107	0.016107	0.016107	0.016107	0.016107	0.016107	0.016107	0.016107	0.016107	0.016107	0.016107	0.016107	0.016107	0.016107	0.016107	0.016107	0.016107	0.06615219	0.0393064	0.03930643	0.4097792
2595	1	-105.4704	-105.9804	0.5099593	0.04692094	0.140326	0.023967	0.023967	0.023967	0.023967	0.023967	0.023967	0.023967	0.023967	0.023967	0.023967	0.023967	0.023967	0.023967	0.023967	0.023967	0.023967	0.023967	0.023967	0.023967	0.023967	0.023967	0.023967	0.023967	0.023967	0.023967	0.023967	0.023967	0.023967	0.023967	0.023967	0.023967	0.023967	0.023967	0.023967	0.023967	0.023967	0.023967	0.023967	0.023967	0.023967	0.1820284	0.0469209	0.04692094	0.5107957
2596	0	-104.7155	-104.1933	-0.5221928	0.06115336	0.1221268	0.0400801	0.0400801	0.0400801	0.0400801	0.0400801	0.0400801	0.0400801	0.0400801	0.0400801	0.0400801	0.0400801	0.0400801	0.0400801	0.0400801	0.0400801	0.0400801	0.0400801	0.0400801	0.0400801	0.0400801	0.0400801	0.0400801	0.0400801	0.0400801	0.0400801	0.0400801	0.0400801	0.0400801	0.0400801	0.0400801	0.0400801	0.0400801	0.0400801	0.0400801	0.0400801	0.0400801	0.0400801	0.0400801	0.0400801	0.0400801	0.1315979	0.0611534	0.06115336	0.6554035
2597	1	-104.607	-106.5481	1.941093	0.03839994	0.1208924	0.0235258	0.0235258	0.0235258	0.0235258	0.0235258	0.0235258	0.0235258	0.0235258	0.0235258	0.0235258	0.0235258	0.0235258	0.0235258	0.0235258	0.0235258	0.0235258	0.0235258	0.0235258	0.0235258	0.0235258	0.0235258	0.0235258	0.0235258	0.0235258	0.0235258	0.0235258	0.0235258	0.0235258	0.0235258	0.0235258	0.0235258	0.0235258	0.0235258	0.0235258	0.0235258	0.0235258	0.0235258	0.0235258	0.0235258	0.0235258	0.1612327	0.0383999	0.03839994	0.6126516
2598	0	-105.9274	-104.2663	-1.6611	0.06533859	0.1476989	0.0533299	0.0533299	0.0533299	0.0533299	0.0533299	0.0533299	0.0533299	0.0533299	0.0533299	0.0533299	0.0533299	0.0533299	0.0533299	0.0533299	0.0533299	0.0533299	0.0533299	0.0533299	0.0533299	0.0533299	0.0533299	0.0533299	0.0533299	0.0533299	0.0533299	0.0533299	0.0533299	0.0533299	0.0533299	0.0533299	0.0533299	0.0533299	0.0533299	0.0533299	0.0533299	0.0533299	0.0533299	0.0533299	0.0533299	0.0533299	0.1693833	0.0653386	0.06533859	0.8162085
2599	1	-107.4932	-102.9205	-4.572712	0.08736408	0.172903	0.0699402	0.0699402	0.0699402	0.0699402	0.0699402	0.0699402	0.0699402	0.0699402	0.0699402	0.0699402	0.0699402	0.0699402	0.0699402	0.0699402	0.0699402	0.0699402	0.0699402	0.0699402	0.0699402	0.0699402	0.0699402	0.0699402	0.0699402	0.0699402	0.0699402	0.0699402	0.0699402	0.0699402	0.0699402	0.0699402	0.0699402	0.0699402	0.0699402	0.0699402	0.0699402	0.0699402	0.0699402	0.0699402	0.0699402	0.0699402	0.1694005	0.0873641	0.08736408	0.8005601
2600	0	-103.6217	-106.064	2.442254	0.03747225	0.125274	0.0170173	0.0170173	0.0170173	0.0170173	0.0170173	0.0170173	0.0170173	0.0170173	0.0170173	0.0170173	0.0170173	0.0170173	0.0170173	0.0170173	0.0170173	0.0170173	0.0170173	0.0170173	0.0170173	0.0170173	0.0170173	0.0170173	0.0170173	0.0170173	0.0170173	0.0170173	0.0170173	0.0170173	0.0170173	0.0170173	0.0170173	0.0170173	0.0170173	0.0170173	0.0170173	0.0170173	0.0170173	0.0170173	0.0170173	0.0170173	0.1179362	0.0374722	0.03747225	0.4541299
2601	1	-105.5662	-105.9742	0.408026	0.05200205	0.1641852	0.0244303	0.0244303	0.0244303	0.0244303	0.0244303	0.0244303	0.0244303	0.0244303	0.0244303	0.0244303	0.0244303	0.0244303	0.0244303	0.0244303	0.0244303	0.0244303	0.0244303	0.0244303	0.0244303	0.0244303	0.0244303	0.0244303	0.0244303	0.0244303	0.0244303	0.0244303	0.0244303	0.0244303	0.0244303	0.0244303	0.0244303	0.0244303	0.0244303	0.0244303	0.0244303	0.0244303	0.0244303	0.0244303	0.0244303	0.0244303	0.1070122	0.052002	0.05200205	0.4697952
2602	0	-103.805	-105.6951	1.890117	0.04183875	0.1198608	0.0200544	0.0200544	0.0200544	0.0200544	0.0200544	0.0200544	0.0200544	0.0200544	0.0200544	0.0200544	0.0200544	0.0200544	0.0200544	0.0200544	0.0200544	0.0200544	0.0200544	0.0200544	0.0200544	0.0200544	0.0200544	0.0200544	0.0200544	0.0200544	0.0200544	0.0200544	0.0200544	0.0200544	0.0200544	0.0200544	0.0200544	0.0200544	0.0200544	0.0200544	0.0200544	0.0200544	0.0200544	0.0200544	0.0200544	0.0200544	0.1258411	0.0418387	0.04183875	0.4793263
2603	1	-105.1905	-108.1972	3.006671	0.02645361	0.1888548	0.00997501	0.00997501	0.00997501	0.00997501	0.00997501	0.00997501	0.00997501	0.00997501	0.00997501	0.00997501	0.00997501	0.00997501	0.00997501	0.00997501	0.00997501	0.00997501	0.00997501	0.00997501	0.00997501	0.00997501	0.00997501	0.00997501	0.00997501	0.00997501	0.00997501	0.00997501	0.00997501	0.00997501	0.00997501	0.00997501	0.00997501	0.00997501	0.00997501	0.00997501	0.00997501	0.00997501	0.00997501	0.00997501	0.00997501	0.00997501	0.1309548	0.0264536	0.02645361	0.3770755
2604	0	-103.1506	-107.4345	4.283929	0.0285042	0.09290556	0.00880149	0.00880149	0.00880149	0.00880149	0.00880149	0.00880149	0.00880149	0.00880149	0.00880149	0.00880149	0.00880149	0.00880149	0.00880149	0.00880149	0.00880149	0.00880149	0.00880149	0.00880149	0.00880149	0.00880149	0.00880149	0.00880149	0.00880149	0.00880149	0.00880149	0.00880149	0.00880149	0.00880149	0.00880149	0.00880149	0.00880149	0.00880149	0.00880149	0.00880149	0.00880149	0.00880149	0.00880149	0.00880149	0.00880149	0.00880149	0.07441897	0.0285042	0.0285042	0.3087787
2605	1	-103.9208	-107.3997	3.478902	0.03386145	0.1344962	0.0156842	0.0156842	0.0156842	0.0156842	0.0156842	0.0156842	0.0156842	0.0156842	0.0156842	0.0156842	0.0156842	0.0156842	0.0156842	0.0156842	0.0156842	0.0156842	0.0156842	0.0156842	0.0156842	0.0156842	0.0156842	0.0156842	0.0156842	0.0156842	0.0156842	0.0156842	0.0156842	0.0156842	0.0156842	0.0156842	0.0156842	0.0156842	0.0156842	0.0156842	0.0156842	0.0156842	0.0156842	0.0156842	0.0156842	0.0156842	0.04864668	0.0338614	0.03386145	0.4631879
2606	0	-107.6899	-108.1615	0.4715485	0.05365793	0.1788696	0.0293556	0.0293556	0.0293556	0.0293556	0.0293556	0.0293556	0.0293556	0.0293556	0.0293556	0.0293556	0.0293556	0.0293556	0.0293556	0.0293556	0.0293556	0.0293556	0.0293556	0.0293556	0.0293556	0.0293556	0.0293556	0.0293556	0.0293556	0.0293556	0.0293556	0.0293556	0.0293556	0.0293556	0.0293556	0.0293556	0.0293556	0.0293556	0.0293556	0.0293556	0.0293556	0.0293556	0.0293556	0.0293556	0.0293556	0.0293556	0.06598221	0.0536579	0.05365793	0.5470883
2607	1	-103.4002	-106.3725	2.972263	0.04111033	0.1105058	0.0231961	0.0231961	0.0231961	0.0231961	0.0231961	0.0231961	0.0231961	0.0231961	0.0231961	0.0231961	0.0231961	0.0231961	0.0231961	0.0231961	0.0231961	0.0231961	0.0231961	0.0231961	0.0231961	0.0231961	0.0231961	0.0231961	0.0231961	0.0231961	0.0231961	0.0231961	0.0231961	0.0231961	0.0231961	0.0231961	0.0231961	0.0231961	0.0231961	0.0231961	0.0231961	0.0231961	0.0231961	0.0231961	0.0231961	0.0231961	0.0357766	0.0411103	0.04111033	0.5642412
2608	0	-105.3673	-108.4519	3.084599	0.03819619	0.122778	0.00565569	0.00565569	0.00565569	0.00565569	0.00565569	0.00565569	0.00565569	0.00565569	0.00565569	0.00565569	0.00565569	0.00565569	0.00565569	0.00565569	0.00565569	0.00565569	0.00565569	0.00565569	0.00565569	0.00565569	0.00565569	0.00565569	0.00565569	0.00565569	0.00565569	0.00565569	0.00565569	0.00565569	0.00565569	0.00565569	0.00565569	0.00565569	0.00565569	0.00565569	0.00565569	0.00565569	0.00565569	0.00565569	0.00565569	0.00565569	0.04745662	0.0381962	0.03819619	0.1480694
2609	1	-108.2292	-105.3843	-2.844913	0.09290681	0.07808118	0.0674867	0.0674867	0.0674867	0.0674867	0.0674867	0.0674867	0.0674867	0.0674867	0.0674867	0.0674867	0.0674867	0.0674867	0.0674867	0.0674867	0.0674867	0.0674867	0.0674867	0.0674867	0.0674867	0.0674867	0.0674867	0.0674867	0.0674867	0.0674867	0.0674867	0.0674867	0.0674867	0.0674867	0.0674867	0.0674867	0.0674867	0.0674867	0.0674867	0.0674867	0.0674867	0.0674867	0.0674867	0.0674867	0.0674867	0.0674867	0.02451849	0.0929068	0.09290681	0.7263918
2610	0	-104.2638	-104.6607	0.3969822	0.06192878	0.1111676	0.0409955	0.0409955	0.0409955	0.0409955	0.0409955	0.0409955	0.0409955	0.0409955	0.0409955	0.0409955	0.0409955	0.0409955	0.0409955	0.0409955	0.0409955	0.0409955	0.0409955	0.0409955	0.0409955	0.0409955	0.0409955	0.0409955	0.0409955	0.0409955	0.0409955	0.0409955	0.0409955	0.0409955	0.0409955	0.0409955	0.0409955	0.0409955	0.0409955	0.0409955	0.0409955	0.0409955	0.0409955	0.0409955	0.0409955	0.0409955	0.04127693	0.0619288	0.06192878	0.6619774
2611	1	-103.4056	-106.9711	3.565494	0.03549985	0.09209057	0.0213114	0.0213114	0.0213114	0.0213114	0.0213114	0.0213114	0.0213114	0.0213114	0.0213114	0.0213114	0.0213114	0.0213114	0.0213114	0.0213114	0.0213114	0.0213114	0.0213114	0.0213114	0.0213114	0.0213114	0.0213114	0.0213114	0.0213114	0.0213114	0.0213114	0.0213114	0.0213114	0.0213114	0.0213114	0.0213114	0.0213114	0.0213114	0.0213114	0.0213114	0.0213114	0.0213114	0.0213114	0.0213114	0.0213114	0.0213114	0.06261075	0.0354998	0.03549985	0.6003237
2612	0	-105.9797	-106.0121	0.03239751	0.06126501	0.1434839	0.0357141	0.0357141	0.0357141	0.0357141	0.0357141	0.0357141	0.0357141	0.0357141	0.0357141	0.0357141	0.0357141	0.0357141	0.0357141	0.0357141	0.0357141	0.0357141	0.0357141	0.0357141	0.0357141	0.0357141	0.0357141	0.0357141	0.0357141	0.0357141	0.0357141	0.0357141	0.0357141	0.0357141	0.0357141	0.0357141	0.0357141	0.0357141	0.0357141	0.0357141	0.0357141	0.0357141	0.0357141	0.0357141	0.0357141	0.0357141	0.05343362	0.061265	0.06126501	0.5829441
2613	1	-103.5535	-105.8371	2.283612	0.03993878	0.1005743	0.0195934	0.0195934	0.0195934	0.0195934	0.0195934	0.0195934	0.0195934	0.0195934	0.0195934	0.0195934	0.0195934	0.0195934	0.0195934	0.0195934	0.0195934	0.0195934	0.0195934	0.0195934	0.0195934	0.0195934	0.0195934	0.0195934	0.0195934	0.0195934	0.0195934	0.0195934	0.0195934	0.0195934	0.0195934	0.0195934	0.0195934	0.0195934	0.0195934	0.0195934	0.0195934	0.0195934	0.0195934	0.0195934	0.0195934	0.0195934	0.1287187	0.0399388	0.03993878	0.4905854
2614	0	-103.4342	-107.4109	3.976684	0.03006217	0.120284	0.0061955	0.0061955	0.0061955	0.0061955	0.0061955	0.0061955	0.0061955	0.0061955	0.0061955	0.0061955	0.0061955	0.0061955	0.0061955	0.0061955	0.0061955	0.0061955	0.0061955	0.0061955	0.0061955	0.0061955	0.0061955	0.0061955	0.0061955	0.0061955	0.0061955	0.0061955	0.0061955	0.0061955	0.0061955	0.0061955	0.0061955	0.0061955	0.0061955	0.0061955	0.0061955	0.0061955	0.0061955	0.0061955	0.0061955	0.0061955	0.05895389	0.0300622	0.03006217	0.2060896
2615	1	-103.123	-106.1564	3.03334	0.03993878	0.08946811	0.0241441	0.0241441	0.0241441	0.0241441	0.0241441	0.0241441	0.0241441	0.0241441	0.0241441	0.0241441	0.0241441	0.0241441	0.0241441	0.0241441	0.0241441	0.0241441	0.0241441	0.0241441	0.0241441	0.0241441	0.0241441	0.0241441	0.0241441	0.0241441	0.0241441	0.0241441	0.0241441	0.0241441	0.0241441	0.0241441	0.0241441	0.0241441	0.0241441	0.0241441	0.0241441	0.0241441	0.0241441	0.0241441	0.0241441	0.0241441	0.06485206	0.0399388	0.03993878	0.6045283
2616	0	-104.1852	-109.4122	5.227045	0.02275923	0.08220548	0.00779582	0.00779582	0.00779582	0.00779582	0.00779582	0.00779582	0.00779582	0.00779582	0.00779582	0.00779582	0.00779582	0.00779582	0.00779582	0.00779582	0.00779582	0.00779582	0.00779582	0.00779582	0.00779582	0.00779582	0.00779582	0.00779582	0.00779582	0.00779582	0.00779582	0.00779582	0.00779582	0.00779582	0.00779582	0.00779582	0.00779582	0.00779582	0.00779582	0.00779582	0.00779582	0.00779582	0.00779582	0.00779582	0.00779582	0.00779582	0.06017332	0.0227592	0.02275923	0.3425345
2617	1	-103.441	-105.3155	1.874518	0.04934289	0.1082363	0.0281642	0.0281642	0.0281642	0.0281642	0.0281642	0.0281642	0.0281642	0.0281642	0.0281642	0.0281642	0.0281642	0.0281642	0.0281642	0.0281642	0.0281642	0.0281642	0.0281642	0.0281642	0.0281642	0.0281642	0.0281642	0.0281642	0.0281642	0.0281642	0.0281642	0.0281642	0.0281642	0.0281642	0.0281642	0.0281642	0.0281642	0.0281642	0.0281642	0.0281642	0.0281642	0.0281642	0.0281642	0.0281642	0.0281642	0.0281642	0.04841909	0.0493429	0.04934289	0.5707854
2618	0	-104.6214	-106.0245	1.403154	0.05563361	0.09248342	0.0299616	0.0299616	0.0299616	0.0299616	0.0299616	0.0299616	0.0299616	0.0299616	0.0299616	0.0299616	0.0299616	0.0299616	0.0299616	0.0299616	0.0299616	0.0299616	0.0299616	0.0299616	0.0299616	0.0299616	0.0299616	0.0299616	0.0299616	0.0299616	0.0299616	0.0299616	0.0299616	0.0299616	0.0299616	0.0299616	0.0299616	0.0299616	0.0299616	0.0299616	0.0299616	0.0299616	0.0299616	0.0299616	0.0299616	0.0299616	0.03535305	0.0556336	0.05563361	0.5385515
2619	1	-103.1719	-105.2406	2.068689	0.04735259	0.1094338	0.029908	0.029908	0.029908	0.029908	0.029908	0.029908	0.029908	0.029908	0.029908	0.029908	0.029908	0.029908	0.029908	0.029908	0.029908	0.029908	0.029908	0.029908	0.029908	0.029908	0.029908	0.029908	0.029908	0.029908	0.029908	0.029908	0.029908	0.029908	0.029908	0.029908	0.029908	0.029908	0.029908	0.029908	0.029908	0.029908	0.029908	0.029908	0.029908	0.029908	0.05183575	0.0473526	0.04735259	0.6316028
2620	0	-104.4613	-106.4329	1.971583	0.04857254	0.1215591	0.0347723	0.0347723	0.0347723	0.0347723	0.0347723	0.0347723	0.0347723	0.0347723	0.0347723	0.0347723	0.0347723	0.0347723	0.0347723	0.0347723	0.0347723	0.0347723	0.0347723	0.0347723	0.0347723	0.0347723	0.0347723	0.0347723	0.0347723	0.0347723	0.0347723	0.0347723	0.0347723	0.0347723	0.0347723	0.0347723	0.0347723	0.0347723	0.0347723	0.0347723	0.0347723	0.0347723	0.0347723	0.0347723	0.0347723	0.0347723	0.0346911	0.0485725	0.04857254	0.7158848
2621	1	-104.3707	-106.2207	1.850022	0.04072961	0.1195811	0.0160481	0.0160481	0.0160481	0.0160481	0.0160481	0.0160481	0.0160481	0.0160481	0.0160481	0.0160481	0.0160481	0.0160481	0.0160481	0.0160481	0.0160481	0.0160481	0.0160481	0.0160481	0.0160481	0.0160481	0.0160481	0.0160481	0.0160481	0.0160481	0.0160481	0.0160481	0.0160481	0.0160481	0.0160481	0.0160481	0.0160481	0.0160481	0.0160481	0.0160481	0.0160481	0.0160481	0.0160481	0.0160481	0.0160481	0.0160481	0.1435223	0.0407296	0.04072961	0.3940167
