Iteration	Replicate_ID	Posterior	Likelihood	Prior	clado_no_change	delta	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	extinction[12]	extinction[13]	extinction[14]	extinction[15]	extinction[16]	extinction[17]	extinction[18]	extinction[19]	extinction[20]	extinction[21]	extinction[22]	extinction[23]	extinction[24]	extinction[25]	extinction[26]	extinction[27]	extinction[28]	extinction[29]	extinction[30]	extinction[31]	extinction[32]	extinction[33]	extinction[34]	extinction[35]	extinction[36]	extinction[37]	extinction[38]	extinction[39]	extinction[40]	gamma	speciation_rates[1]	total_speciation	turnover
43	1	-103.7306	-104.7242	0.9935692	0.0505112	0.1160042	0.0319261	0.0319261	0.0319261	0.0319261	0.0319261	0.0319261	0.0319261	0.0319261	0.0319261	0.0319261	0.0319261	0.0319261	0.0319261	0.0319261	0.0319261	0.0319261	0.0319261	0.0319261	0.0319261	0.0319261	0.0319261	0.0319261	0.0319261	0.0319261	0.0319261	0.0319261	0.0319261	0.0319261	0.0319261	0.0319261	0.0319261	0.0319261	0.0319261	0.0319261	0.0319261	0.0319261	0.0319261	0.0319261	0.0319261	0.0319261	0.1146397	0.0505112	0.0505112	0.6320608
44	0	-104.9821	-103.7945	-1.187657	0.06612127	0.1306404	0.0526458	0.0526458	0.0526458	0.0526458	0.0526458	0.0526458	0.0526458	0.0526458	0.0526458	0.0526458	0.0526458	0.0526458	0.0526458	0.0526458	0.0526458	0.0526458	0.0526458	0.0526458	0.0526458	0.0526458	0.0526458	0.0526458	0.0526458	0.0526458	0.0526458	0.0526458	0.0526458	0.0526458	0.0526458	0.0526458	0.0526458	0.0526458	0.0526458	0.0526458	0.0526458	0.0526458	0.0526458	0.0526458	0.0526458	0.0526458	0.1296473	0.0661213	0.06612127	0.7962001
45	1	-104.1986	-106.9514	2.752804	0.03653566	0.09912817	0.00962612	0.00962612	0.00962612	0.00962612	0.00962612	0.00962612	0.00962612	0.00962612	0.00962612	0.00962612	0.00962612	0.00962612	0.00962612	0.00962612	0.00962612	0.00962612	0.00962612	0.00962612	0.00962612	0.00962612	0.00962612	0.00962612	0.00962612	0.00962612	0.00962612	0.00962612	0.00962612	0.00962612	0.00962612	0.00962612	0.00962612	0.00962612	0.00962612	0.00962612	0.00962612	0.00962612	0.00962612	0.00962612	0.00962612	0.00962612	0.1243355	0.0365357	0.03653566	0.2634718
46	0	-105.2675	-104.701	-0.5664869	0.06165864	0.1109792	0.0375808	0.0375808	0.0375808	0.0375808	0.0375808	0.0375808	0.0375808	0.0375808	0.0375808	0.0375808	0.0375808	0.0375808	0.0375808	0.0375808	0.0375808	0.0375808	0.0375808	0.0375808	0.0375808	0.0375808	0.0375808	0.0375808	0.0375808	0.0375808	0.0375808	0.0375808	0.0375808	0.0375808	0.0375808	0.0375808	0.0375808	0.0375808	0.0375808	0.0375808	0.0375808	0.0375808	0.0375808	0.0375808	0.0375808	0.0375808	0.141074	0.0616586	0.06165864	0.6094984
47	1	-106.0031	-106.2649	0.2617439	0.04436385	0.2201347	0.0219329	0.0219329	0.0219329	0.0219329	0.0219329	0.0219329	0.0219329	0.0219329	0.0219329	0.0219329	0.0219329	0.0219329	0.0219329	0.0219329	0.0219329	0.0219329	0.0219329	0.0219329	0.0219329	0.0219329	0.0219329	0.0219329	0.0219329	0.0219329	0.0219329	0.0219329	0.0219329	0.0219329	0.0219329	0.0219329	0.0219329	0.0219329	0.0219329	0.0219329	0.0219329	0.0219329	0.0219329	0.0219329	0.0219329	0.0219329	0.157916	0.0443638	0.04436385	0.4943873
48	0	-106.6714	-105.235	-1.436337	0.05898814	0.1844852	0.0345705	0.0345705	0.0345705	0.0345705	0.0345705	0.0345705	0.0345705	0.0345705	0.0345705	0.0345705	0.0345705	0.0345705	0.0345705	0.0345705	0.0345705	0.0345705	0.0345705	0.0345705	0.0345705	0.0345705	0.0345705	0.0345705	0.0345705	0.0345705	0.0345705	0.0345705	0.0345705	0.0345705	0.0345705	0.0345705	0.0345705	0.0345705	0.0345705	0.0345705	0.0345705	0.0345705	0.0345705	0.0345705	0.0345705	0.0345705	0.1867972	0.0589881	0.05898814	0.5860589
49	1	-105.507	-106.106	0.5990065	0.0424424	0.1818714	0.020176	0.020176	0.020176	0.020176	0.020176	0.020176	0.020176	0.020176	0.020176	0.020176	0.020176	0.020176	0.020176	0.020176	0.020176	0.020176	0.020176	0.020176	0.020176	0.020176	0.020176	0.020176	0.020176	0.020176	0.020176	0.020176	0.020176	0.020176	0.020176	0.020176	0.020176	0.020176	0.020176	0.020176	0.020176	0.020176	0.020176	0.020176	0.020176	0.020176	0.1856529	0.0424424	0.0424424	0.4753747
50	0	-108.4087	-106.9422	-1.466489	0.05898814	0.1493236	0.0459939	0.0459939	0.0459939	0.0459939	0.0459939	0.0459939	0.0459939	0.0459939	0.0459939	0.0459939	0.0459939	0.0459939	0.0459939	0.0459939	0.0459939	0.0459939	0.0459939	0.0459939	0.0459939	0.0459939	0.0459939	0.0459939	0.0459939	0.0459939	0.0459939	0.0459939	0.0459939	0.0459939	0.0459939	0.0459939	0.0459939	0.0459939	0.0459939	0.0459939	0.0459939	0.0459939	0.0459939	0.0459939	0.0459939	0.0459939	0.224974	0.0589881	0.05898814	0.7797143
51	1	-108.457	-110.3697	1.912667	0.02414326	0.1949672	0.00470293	0.00470293	0.00470293	0.00470293	0.00470293	0.00470293	0.00470293	0.00470293	0.00470293	0.00470293	0.00470293	0.00470293	0.00470293	0.00470293	0.00470293	0.00470293	0.00470293	0.00470293	0.00470293	0.00470293	0.00470293	0.00470293	0.00470293	0.00470293	0.00470293	0.00470293	0.00470293	0.00470293	0.00470293	0.00470293	0.00470293	0.00470293	0.00470293	0.00470293	0.00470293	0.00470293	0.00470293	0.00470293	0.00470293	0.00470293	0.2621383	0.0241433	0.02414326	0.1947926
52	0	-104.4183	-104.4592	0.04083339	0.05898814	0.1419729	0.0462153	0.0462153	0.0462153	0.0462153	0.0462153	0.0462153	0.0462153	0.0462153	0.0462153	0.0462153	0.0462153	0.0462153	0.0462153	0.0462153	0.0462153	0.0462153	0.0462153	0.0462153	0.0462153	0.0462153	0.0462153	0.0462153	0.0462153	0.0462153	0.0462153	0.0462153	0.0462153	0.0462153	0.0462153	0.0462153	0.0462153	0.0462153	0.0462153	0.0462153	0.0462153	0.0462153	0.0462153	0.0462153	0.0462153	0.0462153	0.08159242	0.0589881	0.05898814	0.7834669
53	1	-103.9465	-108.3168	4.370327	0.02414326	0.1100915	0.00767622	0.00767622	0.00767622	0.00767622	0.00767622	0.00767622	0.00767622	0.00767622	0.00767622	0.00767622	0.00767622	0.00767622	0.00767622	0.00767622	0.00767622	0.00767622	0.00767622	0.00767622	0.00767622	0.00767622	0.00767622	0.00767622	0.00767622	0.00767622	0.00767622	0.00767622	0.00767622	0.00767622	0.00767622	0.00767622	0.00767622	0.00767622	0.00767622	0.00767622	0.00767622	0.00767622	0.00767622	0.00767622	0.00767622	0.00767622	0.1012481	0.0241433	0.02414326	0.3179444
54	0	-104.5523	-104.9059	0.3536338	0.0521373	0.1282787	0.030436	0.030436	0.030436	0.030436	0.030436	0.030436	0.030436	0.030436	0.030436	0.030436	0.030436	0.030436	0.030436	0.030436	0.030436	0.030436	0.030436	0.030436	0.030436	0.030436	0.030436	0.030436	0.030436	0.030436	0.030436	0.030436	0.030436	0.030436	0.030436	0.030436	0.030436	0.030436	0.030436	0.030436	0.030436	0.030436	0.030436	0.030436	0.030436	0.030436	0.1467249	0.0521373	0.0521373	0.5837663
55	1	-104.4882	-106.8043	2.31609	0.0339213	0.1349614	0.0118687	0.0118687	0.0118687	0.0118687	0.0118687	0.0118687	0.0118687	0.0118687	0.0118687	0.0118687	0.0118687	0.0118687	0.0118687	0.0118687	0.0118687	0.0118687	0.0118687	0.0118687	0.0118687	0.0118687	0.0118687	0.0118687	0.0118687	0.0118687	0.0118687	0.0118687	0.0118687	0.0118687	0.0118687	0.0118687	0.0118687	0.0118687	0.0118687	0.0118687	0.0118687	0.0118687	0.0118687	0.0118687	0.0118687	0.0118687	0.16374	0.0339213	0.0339213	0.3498883
56	0	-105.0517	-106.2469	1.195281	0.0521373	0.09000168	0.022864	0.022864	0.022864	0.022864	0.022864	0.022864	0.022864	0.022864	0.022864	0.022864	0.022864	0.022864	0.022864	0.022864	0.022864	0.022864	0.022864	0.022864	0.022864	0.022864	0.022864	0.022864	0.022864	0.022864	0.022864	0.022864	0.022864	0.022864	0.022864	0.022864	0.022864	0.022864	0.022864	0.022864	0.022864	0.022864	0.022864	0.022864	0.022864	0.022864	0.1008372	0.0521373	0.0521373	0.4385353
57	1	-104.7286	-108.4543	3.725649	0.02833887	0.08314834	0.0093215	0.0093215	0.0093215	0.0093215	0.0093215	0.0093215	0.0093215	0.0093215	0.0093215	0.0093215	0.0093215	0.0093215	0.0093215	0.0093215	0.0093215	0.0093215	0.0093215	0.0093215	0.0093215	0.0093215	0.0093215	0.0093215	0.0093215	0.0093215	0.0093215	0.0093215	0.0093215	0.0093215	0.0093215	0.0093215	0.0093215	0.0093215	0.0093215	0.0093215	0.0093215	0.0093215	0.0093215	0.0093215	0.0093215	0.0093215	0.1420004	0.0283389	0.02833887	0.3289298
58	0	-103.5901	-106.0355	2.445441	0.04740787	0.08137385	0.0261487	0.0261487	0.0261487	0.0261487	0.0261487	0.0261487	0.0261487	0.0261487	0.0261487	0.0261487	0.0261487	0.0261487	0.0261487	0.0261487	0.0261487	0.0261487	0.0261487	0.0261487	0.0261487	0.0261487	0.0261487	0.0261487	0.0261487	0.0261487	0.0261487	0.0261487	0.0261487	0.0261487	0.0261487	0.0261487	0.0261487	0.0261487	0.0261487	0.0261487	0.0261487	0.0261487	0.0261487	0.0261487	0.0261487	0.0261487	0.04155306	0.0474079	0.04740787	0.5515689
59	1	-106.1509	-109.2248	3.073817	0.04594832	0.05981496	0.0213063	0.0213063	0.0213063	0.0213063	0.0213063	0.0213063	0.0213063	0.0213063	0.0213063	0.0213063	0.0213063	0.0213063	0.0213063	0.0213063	0.0213063	0.0213063	0.0213063	0.0213063	0.0213063	0.0213063	0.0213063	0.0213063	0.0213063	0.0213063	0.0213063	0.0213063	0.0213063	0.0213063	0.0213063	0.0213063	0.0213063	0.0213063	0.0213063	0.0213063	0.0213063	0.0213063	0.0213063	0.0213063	0.0213063	0.0213063	0.0178972	0.0459483	0.04594832	0.4637004
60	0	-105.1724	-104.269	-0.9034751	0.07603287	0.06657494	0.0597748	0.0597748	0.0597748	0.0597748	0.0597748	0.0597748	0.0597748	0.0597748	0.0597748	0.0597748	0.0597748	0.0597748	0.0597748	0.0597748	0.0597748	0.0597748	0.0597748	0.0597748	0.0597748	0.0597748	0.0597748	0.0597748	0.0597748	0.0597748	0.0597748	0.0597748	0.0597748	0.0597748	0.0597748	0.0597748	0.0597748	0.0597748	0.0597748	0.0597748	0.0597748	0.0597748	0.0597748	0.0597748	0.0597748	0.0597748	0.04562001	0.0760329	0.07603287	0.7861709
61	1	-106.6498	-109.2263	2.576504	0.05006385	0.04893682	0.0403029	0.0403029	0.0403029	0.0403029	0.0403029	0.0403029	0.0403029	0.0403029	0.0403029	0.0403029	0.0403029	0.0403029	0.0403029	0.0403029	0.0403029	0.0403029	0.0403029	0.0403029	0.0403029	0.0403029	0.0403029	0.0403029	0.0403029	0.0403029	0.0403029	0.0403029	0.0403029	0.0403029	0.0403029	0.0403029	0.0403029	0.0403029	0.0403029	0.0403029	0.0403029	0.0403029	0.0403029	0.0403029	0.0403029	0.0403029	0.02881493	0.0500639	0.05006385	0.8050297
62	0	-105.3081	-107.3632	2.055084	0.04842528	0.04299525	0.0331032	0.0331032	0.0331032	0.0331032	0.0331032	0.0331032	0.0331032	0.0331032	0.0331032	0.0331032	0.0331032	0.0331032	0.0331032	0.0331032	0.0331032	0.0331032	0.0331032	0.0331032	0.0331032	0.0331032	0.0331032	0.0331032	0.0331032	0.0331032	0.0331032	0.0331032	0.0331032	0.0331032	0.0331032	0.0331032	0.0331032	0.0331032	0.0331032	0.0331032	0.0331032	0.0331032	0.0331032	0.0331032	0.0331032	0.0331032	0.1066829	0.0484253	0.04842528	0.6835925
63	1	-103.7796	-107.8386	4.059004	0.03523541	0.07876588	0.0192241	0.0192241	0.0192241	0.0192241	0.0192241	0.0192241	0.0192241	0.0192241	0.0192241	0.0192241	0.0192241	0.0192241	0.0192241	0.0192241	0.0192241	0.0192241	0.0192241	0.0192241	0.0192241	0.0192241	0.0192241	0.0192241	0.0192241	0.0192241	0.0192241	0.0192241	0.0192241	0.0192241	0.0192241	0.0192241	0.0192241	0.0192241	0.0192241	0.0192241	0.0192241	0.0192241	0.0192241	0.0192241	0.0192241	0.0192241	0.02977723	0.0352354	0.03523541	0.5455906
64	0	-104.7433	-108.0798	3.336472	0.03842706	0.09620131	0.0072018	0.0072018	0.0072018	0.0072018	0.0072018	0.0072018	0.0072018	0.0072018	0.0072018	0.0072018	0.0072018	0.0072018	0.0072018	0.0072018	0.0072018	0.0072018	0.0072018	0.0072018	0.0072018	0.0072018	0.0072018	0.0072018	0.0072018	0.0072018	0.0072018	0.0072018	0.0072018	0.0072018	0.0072018	0.0072018	0.0072018	0.0072018	0.0072018	0.0072018	0.0072018	0.0072018	0.0072018	0.0072018	0.0072018	0.0072018	0.04605855	0.0384271	0.03842706	0.1874149
65	1	-104.6185	-108.6753	4.056778	0.03523541	0.09489699	0.0173689	0.0173689	0.0173689	0.0173689	0.0173689	0.0173689	0.0173689	0.0173689	0.0173689	0.0173689	0.0173689	0.0173689	0.0173689	0.0173689	0.0173689	0.0173689	0.0173689	0.0173689	0.0173689	0.0173689	0.0173689	0.0173689	0.0173689	0.0173689	0.0173689	0.0173689	0.0173689	0.0173689	0.0173689	0.0173689	0.0173689	0.0173689	0.0173689	0.0173689	0.0173689	0.0173689	0.0173689	0.0173689	0.0173689	0.0173689	0.0138688	0.0352354	0.03523541	0.4929391
66	0	-104.8736	-106.2057	1.332072	0.03842706	0.1653649	0.0206249	0.0206249	0.0206249	0.0206249	0.0206249	0.0206249	0.0206249	0.0206249	0.0206249	0.0206249	0.0206249	0.0206249	0.0206249	0.0206249	0.0206249	0.0206249	0.0206249	0.0206249	0.0206249	0.0206249	0.0206249	0.0206249	0.0206249	0.0206249	0.0206249	0.0206249	0.0206249	0.0206249	0.0206249	0.0206249	0.0206249	0.0206249	0.0206249	0.0206249	0.0206249	0.0206249	0.0206249	0.0206249	0.0206249	0.0206249	0.1773349	0.0384271	0.03842706	0.5367289
67	1	-103.9131	-108.4911	4.578001	0.03048287	0.08951506	0.0072499	0.0072499	0.0072499	0.0072499	0.0072499	0.0072499	0.0072499	0.0072499	0.0072499	0.0072499	0.0072499	0.0072499	0.0072499	0.0072499	0.0072499	0.0072499	0.0072499	0.0072499	0.0072499	0.0072499	0.0072499	0.0072499	0.0072499	0.0072499	0.0072499	0.0072499	0.0072499	0.0072499	0.0072499	0.0072499	0.0072499	0.0072499	0.0072499	0.0072499	0.0072499	0.0072499	0.0072499	0.0072499	0.0072499	0.0072499	0.02451145	0.0304829	0.03048287	0.2378353
68	0	-107.2279	-107.9156	0.6876875	0.03842706	0.2481077	0.0144713	0.0144713	0.0144713	0.0144713	0.0144713	0.0144713	0.0144713	0.0144713	0.0144713	0.0144713	0.0144713	0.0144713	0.0144713	0.0144713	0.0144713	0.0144713	0.0144713	0.0144713	0.0144713	0.0144713	0.0144713	0.0144713	0.0144713	0.0144713	0.0144713	0.0144713	0.0144713	0.0144713	0.0144713	0.0144713	0.0144713	0.0144713	0.0144713	0.0144713	0.0144713	0.0144713	0.0144713	0.0144713	0.0144713	0.0144713	0.1590306	0.0384271	0.03842706	0.3765918
69	1	-105.5865	-110.4766	4.890073	0.0251559	0.1229424	0.00474246	0.00474246	0.00474246	0.00474246	0.00474246	0.00474246	0.00474246	0.00474246	0.00474246	0.00474246	0.00474246	0.00474246	0.00474246	0.00474246	0.00474246	0.00474246	0.00474246	0.00474246	0.00474246	0.00474246	0.00474246	0.00474246	0.00474246	0.00474246	0.00474246	0.00474246	0.00474246	0.00474246	0.00474246	0.00474246	0.00474246	0.00474246	0.00474246	0.00474246	0.00474246	0.00474246	0.00474246	0.00474246	0.00474246	0.00474246	0.02419581	0.0251559	0.0251559	0.1885227
70	0	-103.6765	-106.6889	3.012394	0.03842706	0.06834124	0.0145141	0.0145141	0.0145141	0.0145141	0.0145141	0.0145141	0.0145141	0.0145141	0.0145141	0.0145141	0.0145141	0.0145141	0.0145141	0.0145141	0.0145141	0.0145141	0.0145141	0.0145141	0.0145141	0.0145141	0.0145141	0.0145141	0.0145141	0.0145141	0.0145141	0.0145141	0.0145141	0.0145141	0.0145141	0.0145141	0.0145141	0.0145141	0.0145141	0.0145141	0.0145141	0.0145141	0.0145141	0.0145141	0.0145141	0.0145141	0.1063264	0.0384271	0.03842706	0.3777048
71	1	-105.3053	-111.3822	6.076865	0.01939442	0.07882963	0.00173831	0.00173831	0.00173831	0.00173831	0.00173831	0.00173831	0.00173831	0.00173831	0.00173831	0.00173831	0.00173831	0.00173831	0.00173831	0.00173831	0.00173831	0.00173831	0.00173831	0.00173831	0.00173831	0.00173831	0.00173831	0.00173831	0.00173831	0.00173831	0.00173831	0.00173831	0.00173831	0.00173831	0.00173831	0.00173831	0.00173831	0.00173831	0.00173831	0.00173831	0.00173831	0.00173831	0.00173831	0.00173831	0.00173831	0.00173831	0.01919454	0.0193944	0.01939442	0.08962943
72	0	-103.9603	-108.5117	4.551462	0.0227299	0.0892699	0.00433242	0.00433242	0.00433242	0.00433242	0.00433242	0.00433242	0.00433242	0.00433242	0.00433242	0.00433242	0.00433242	0.00433242	0.00433242	0.00433242	0.00433242	0.00433242	0.00433242	0.00433242	0.00433242	0.00433242	0.00433242	0.00433242	0.00433242	0.00433242	0.00433242	0.00433242	0.00433242	0.00433242	0.00433242	0.00433242	0.00433242	0.00433242	0.00433242	0.00433242	0.00433242	0.00433242	0.00433242	0.00433242	0.00433242	0.00433242	0.1210213	0.0227299	0.0227299	0.1906046
73	1	-105.3344	-111.3646	6.030243	0.01939442	0.04227938	0.00348859	0.00348859	0.00348859	0.00348859	0.00348859	0.00348859	0.00348859	0.00348859	0.00348859	0.00348859	0.00348859	0.00348859	0.00348859	0.00348859	0.00348859	0.00348859	0.00348859	0.00348859	0.00348859	0.00348859	0.00348859	0.00348859	0.00348859	0.00348859	0.00348859	0.00348859	0.00348859	0.00348859	0.00348859	0.00348859	0.00348859	0.00348859	0.00348859	0.00348859	0.00348859	0.00348859	0.00348859	0.00348859	0.00348859	0.00348859	0.06040699	0.0193944	0.01939442	0.1798757
74	0	-105.6886	-109.7616	4.072969	0.02871461	0.09274735	0.0194551	0.0194551	0.0194551	0.0194551	0.0194551	0.0194551	0.0194551	0.0194551	0.0194551	0.0194551	0.0194551	0.0194551	0.0194551	0.0194551	0.0194551	0.0194551	0.0194551	0.0194551	0.0194551	0.0194551	0.0194551	0.0194551	0.0194551	0.0194551	0.0194551	0.0194551	0.0194551	0.0194551	0.0194551	0.0194551	0.0194551	0.0194551	0.0194551	0.0194551	0.0194551	0.0194551	0.0194551	0.0194551	0.0194551	0.0194551	0.09313272	0.0287146	0.02871461	0.6775335
75	1	-103.2016	-107.4045	4.202873	0.03100037	0.07878548	0.00902929	0.00902929	0.00902929	0.00902929	0.00902929	0.00902929	0.00902929	0.00902929	0.00902929	0.00902929	0.00902929	0.00902929	0.00902929	0.00902929	0.00902929	0.00902929	0.00902929	0.00902929	0.00902929	0.00902929	0.00902929	0.00902929	0.00902929	0.00902929	0.00902929	0.00902929	0.00902929	0.00902929	0.00902929	0.00902929	0.00902929	0.00902929	0.00902929	0.00902929	0.00902929	0.00902929	0.00902929	0.00902929	0.00902929	0.00902929	0.06650546	0.0310004	0.03100037	0.2912641
76	0	-105.888	-107.5496	1.661626	0.04215061	0.1830703	0.0203052	0.0203052	0.0203052	0.0203052	0.0203052	0.0203052	0.0203052	0.0203052	0.0203052	0.0203052	0.0203052	0.0203052	0.0203052	0.0203052	0.0203052	0.0203052	0.0203052	0.0203052	0.0203052	0.0203052	0.0203052	0.0203052	0.0203052	0.0203052	0.0203052	0.0203052	0.0203052	0.0203052	0.0203052	0.0203052	0.0203052	0.0203052	0.0203052	0.0203052	0.0203052	0.0203052	0.0203052	0.0203052	0.0203052	0.0203052	0.08171533	0.0421506	0.04215061	0.4817301
77	1	-103.8935	-107.6871	3.793552	0.0326596	0.07450767	0.00519648	0.00519648	0.00519648	0.00519648	0.00519648	0.00519648	0.00519648	0.00519648	0.00519648	0.00519648	0.00519648	0.00519648	0.00519648	0.00519648	0.00519648	0.00519648	0.00519648	0.00519648	0.00519648	0.00519648	0.00519648	0.00519648	0.00519648	0.00519648	0.00519648	0.00519648	0.00519648	0.00519648	0.00519648	0.00519648	0.00519648	0.00519648	0.00519648	0.00519648	0.00519648	0.00519648	0.00519648	0.00519648	0.00519648	0.00519648	0.09168156	0.0326596	0.0326596	0.1591103
78	0	-103.9795	-105.1567	1.177218	0.04883807	0.097322	0.0332728	0.0332728	0.0332728	0.0332728	0.0332728	0.0332728	0.0332728	0.0332728	0.0332728	0.0332728	0.0332728	0.0332728	0.0332728	0.0332728	0.0332728	0.0332728	0.0332728	0.0332728	0.0332728	0.0332728	0.0332728	0.0332728	0.0332728	0.0332728	0.0332728	0.0332728	0.0332728	0.0332728	0.0332728	0.0332728	0.0332728	0.0332728	0.0332728	0.0332728	0.0332728	0.0332728	0.0332728	0.0332728	0.0332728	0.0332728	0.1351587	0.0488381	0.04883807	0.6812875
79	1	-104.2737	-105.4168	1.14318	0.04890783	0.1572482	0.0328378	0.0328378	0.0328378	0.0328378	0.0328378	0.0328378	0.0328378	0.0328378	0.0328378	0.0328378	0.0328378	0.0328378	0.0328378	0.0328378	0.0328378	0.0328378	0.0328378	0.0328378	0.0328378	0.0328378	0.0328378	0.0328378	0.0328378	0.0328378	0.0328378	0.0328378	0.0328378	0.0328378	0.0328378	0.0328378	0.0328378	0.0328378	0.0328378	0.0328378	0.0328378	0.0328378	0.0328378	0.0328378	0.0328378	0.0328378	0.0777939	0.0489078	0.04890783	0.6714213
80	0	-105.2427	-105.2654	0.02267317	0.04883807	0.1879736	0.0301113	0.0301113	0.0301113	0.0301113	0.0301113	0.0301113	0.0301113	0.0301113	0.0301113	0.0301113	0.0301113	0.0301113	0.0301113	0.0301113	0.0301113	0.0301113	0.0301113	0.0301113	0.0301113	0.0301113	0.0301113	0.0301113	0.0301113	0.0301113	0.0301113	0.0301113	0.0301113	0.0301113	0.0301113	0.0301113	0.0301113	0.0301113	0.0301113	0.0301113	0.0301113	0.0301113	0.0301113	0.0301113	0.0301113	0.0301113	0.1599617	0.0488381	0.04883807	0.6165541
81	1	-104.0142	-105.3975	1.383323	0.04890783	0.08352999	0.0284174	0.0284174	0.0284174	0.0284174	0.0284174	0.0284174	0.0284174	0.0284174	0.0284174	0.0284174	0.0284174	0.0284174	0.0284174	0.0284174	0.0284174	0.0284174	0.0284174	0.0284174	0.0284174	0.0284174	0.0284174	0.0284174	0.0284174	0.0284174	0.0284174	0.0284174	0.0284174	0.0284174	0.0284174	0.0284174	0.0284174	0.0284174	0.0284174	0.0284174	0.0284174	0.0284174	0.0284174	0.0284174	0.0284174	0.0284174	0.1274978	0.0489078	0.04890783	0.5810389
82	0	-104.2221	-106.1985	1.976472	0.0433636	0.1059006	0.0169734	0.0169734	0.0169734	0.0169734	0.0169734	0.0169734	0.0169734	0.0169734	0.0169734	0.0169734	0.0169734	0.0169734	0.0169734	0.0169734	0.0169734	0.0169734	0.0169734	0.0169734	0.0169734	0.0169734	0.0169734	0.0169734	0.0169734	0.0169734	0.0169734	0.0169734	0.0169734	0.0169734	0.0169734	0.0169734	0.0169734	0.0169734	0.0169734	0.0169734	0.0169734	0.0169734	0.0169734	0.0169734	0.0169734	0.0169734	0.1127545	0.0433636	0.0433636	0.3914214
83	1	-103.3909	-106.0372	2.646297	0.04342555	0.09458366	0.0295768	0.0295768	0.0295768	0.0295768	0.0295768	0.0295768	0.0295768	0.0295768	0.0295768	0.0295768	0.0295768	0.0295768	0.0295768	0.0295768	0.0295768	0.0295768	0.0295768	0.0295768	0.0295768	0.0295768	0.0295768	0.0295768	0.0295768	0.0295768	0.0295768	0.0295768	0.0295768	0.0295768	0.0295768	0.0295768	0.0295768	0.0295768	0.0295768	0.0295768	0.0295768	0.0295768	0.0295768	0.0295768	0.0295768	0.0295768	0.05634093	0.0434255	0.04342555	0.6810918
84	0	-106.5284	-107.5909	1.062522	0.03522825	0.193735	0.00910681	0.00910681	0.00910681	0.00910681	0.00910681	0.00910681	0.00910681	0.00910681	0.00910681	0.00910681	0.00910681	0.00910681	0.00910681	0.00910681	0.00910681	0.00910681	0.00910681	0.00910681	0.00910681	0.00910681	0.00910681	0.00910681	0.00910681	0.00910681	0.00910681	0.00910681	0.00910681	0.00910681	0.00910681	0.00910681	0.00910681	0.00910681	0.00910681	0.00910681	0.00910681	0.00910681	0.00910681	0.00910681	0.00910681	0.00910681	0.2145428	0.0352283	0.03522825	0.2585088
85	1	-103.5249	-106.1349	2.610033	0.04342555	0.09004431	0.0193469	0.0193469	0.0193469	0.0193469	0.0193469	0.0193469	0.0193469	0.0193469	0.0193469	0.0193469	0.0193469	0.0193469	0.0193469	0.0193469	0.0193469	0.0193469	0.0193469	0.0193469	0.0193469	0.0193469	0.0193469	0.0193469	0.0193469	0.0193469	0.0193469	0.0193469	0.0193469	0.0193469	0.0193469	0.0193469	0.0193469	0.0193469	0.0193469	0.0193469	0.0193469	0.0193469	0.0193469	0.0193469	0.0193469	0.0193469	0.06450669	0.0434255	0.04342555	0.4455178
86	0	-103.1378	-106.6528	3.515007	0.03522825	0.1008337	0.01935	0.01935	0.01935	0.01935	0.01935	0.01935	0.01935	0.01935	0.01935	0.01935	0.01935	0.01935	0.01935	0.01935	0.01935	0.01935	0.01935	0.01935	0.01935	0.01935	0.01935	0.01935	0.01935	0.01935	0.01935	0.01935	0.01935	0.01935	0.01935	0.01935	0.01935	0.01935	0.01935	0.01935	0.01935	0.01935	0.01935	0.01935	0.01935	0.01935	0.06219559	0.0352283	0.03522825	0.5492762
87	1	-105.6768	-109.0197	3.342846	0.04342555	0.03173321	0.0181857	0.0181857	0.0181857	0.0181857	0.0181857	0.0181857	0.0181857	0.0181857	0.0181857	0.0181857	0.0181857	0.0181857	0.0181857	0.0181857	0.0181857	0.0181857	0.0181857	0.0181857	0.0181857	0.0181857	0.0181857	0.0181857	0.0181857	0.0181857	0.0181857	0.0181857	0.0181857	0.0181857	0.0181857	0.0181857	0.0181857	0.0181857	0.0181857	0.0181857	0.0181857	0.0181857	0.0181857	0.0181857	0.0181857	0.0181857	0.04953655	0.0434255	0.04342555	0.4187789
