Iteration	Replicate_ID	Posterior	Likelihood	Prior	delta	gamma
242	2	-0.4703653	-5.036301	4.565935	0.003288255	0.0006352175
243	0	-5.440381	-9.845203	4.404823	0.002156557	0.01787819
244	1	1.288531	-3.309376	4.597907	0.0007187068	7.646328e-06
245	2	-0.07877618	-4.652649	4.573873	0.002959728	0.000170034
246	0	-0.3092313	-4.87727	4.568039	0.001918043	0.001795064
247	1	1.093083	-3.501479	4.594562	0.001055626	5.182815e-06
248	2	0.6235858	-3.962568	4.586153	0.001558675	0.0003430102
249	0	0.8289804	-3.760691	4.589672	0.000643614	0.000906235
250	1	1.279585	-3.318166	4.597751	0.0007288918	1.298873e-05
251	2	-2.58117	-7.103627	4.522457	0.007640047	0.0006312886
252	0	1.205018	-3.391346	4.596365	0.0004830575	0.0003974879
253	1	1.374044	-3.22532	4.599364	0.0005646171	1.595982e-05
254	2	-5.093027	-9.522629	4.429603	0.01722731	0.0003294429
255	0	0.838997	-3.750954	4.589951	0.001174898	0.000347039
256	1	1.170481	-3.425402	4.595883	0.0009141585	1.454632e-05
257	2	-4.250114	-8.718952	4.468837	0.01224185	0.001391422
258	0	-0.04733676	-4.621623	4.574286	0.00282435	0.0002640717
259	1	0.8092144	-3.780456	4.589671	0.001534654	1.52742e-05
260	2	-3.248564	-7.754058	4.505494	0.009405452	0.0005621244
261	0	0.1554024	-4.422418	4.57782	0.002393919	0.0003410842
262	1	-0.01446173	-4.589723	4.575261	0.002962595	2.828408e-05
263	2	-6.115876	-10.47247	4.356592	0.02425499	0.0006028015
264	0	0.161488	-4.415929	4.577417	0.00189037	0.0008849841
265	1	-0.5756457	-5.140803	4.565157	0.00396346	3.784915e-05
266	2	-2.817058	-7.33471	4.517652	0.008380229	0.0003715999
267	0	-0.4710149	-5.035785	4.56477	0.001935975	0.002104036
268	1	0.1833868	-4.395318	4.578705	0.002585229	6.129713e-05
269	2	-1.103403	-5.658514	4.555111	0.004880261	0.000125613
270	0	0.07704382	-4.498645	4.575689	0.001172858	0.001775234
271	1	1.138546	-3.456759	4.595305	0.0009164211	7.008124e-05
272	2	0.1027973	-4.474474	4.577271	0.002721598	6.832182e-05
273	0	0.2336563	-4.345266	4.578922	0.000640281	0.001984554
274	1	0.4470977	-4.136199	4.583297	0.002096675	9.066707e-05
275	2	0.476714	-4.107123	4.583837	0.00206117	7.213569e-05
276	0	1.219852	-3.376802	4.596655	0.0002061972	0.0006453683
277	1	-0.77423	-5.335708	4.561478	0.004317904	5.135903e-05
278	2	1.14973	-3.445727	4.595457	0.0008124218	0.0001588957
279	0	0.06630562	-4.510222	4.576527	0.0001296579	0.002734641
280	1	0.7117192	-3.876226	4.587945	0.001666214	5.630937e-05
281	2	0.6392545	-3.947332	4.586587	0.001701705	0.0001566402
282	0	-2.905495	-7.42197	4.516474	9.544217e-05	0.008774127
283	1	-0.02795591	-4.602848	4.574892	0.002923965	0.0001038833
284	2	-0.6009875	-5.165583	4.564596	0.003976705	8.073214e-05
285	0	0.9109612	-3.680307	4.591268	0.0002427539	0.001147442
286	1	0.3566908	-4.224962	4.581653	0.002215251	0.0001364515
287	2	-2.571233	-7.096134	4.524901	0.007998224	2.868863e-05
288	0	1.406654	-3.193232	4.599886	0.0001951244	0.0003332744
289	1	0.5262031	-4.058516	4.584719	0.001988647	5.643172e-05
290	2	-1.514231	-6.061604	4.547373	0.005729092	5.057953e-05
291	0	1.199487	-3.396811	4.596297	0.0006655709	0.0002217168
292	1	-0.980786	-5.538388	4.557602	0.004695149	6.170952e-05
293	2	-0.6099796	-5.174517	4.564537	0.004028545	3.475311e-05
294	0	1.051658	-3.542027	4.593685	0.0008003388	0.0003481895
295	1	-2.223606	-6.756329	4.532723	0.007205072	3.9649e-05
