Iteration	Replicate_ID	Posterior	Likelihood	Prior	delta	gamma
236	0	-26.26665	-30.56974	4.303087	0.02289804	0.007310278
237	1	-25.88001	-30.21944	4.33943	0.0218945	0.004679492
238	0	-28.332	-32.41015	4.078145	0.04398633	0.008716195
239	1	-27.25806	-31.55661	4.298549	0.01329713	0.017365
240	0	-29.95439	-33.87873	3.924339	0.05201423	0.01606893
241	1	-26.01649	-30.32991	4.313418	0.02401324	0.005161968
242	0	-29.55203	-33.58389	4.031858	0.01885691	0.03847428
243	1	-27.61216	-31.78815	4.175987	0.02664312	0.01627519
244	0	-26.58207	-30.92036	4.338296	0.01555503	0.01113237
245	1	-26.18519	-30.55247	4.367282	0.01625318	0.007535659
246	0	-27.45849	-31.69098	4.23249	0.01817003	0.01909801
247	1	-27.2253	-31.46733	4.242028	0.01979932	0.01651492
248	0	-29.47449	-33.45149	3.976998	0.04418118	0.01863606
249	1	-29.11779	-33.12491	4.007116	0.04623763	0.01356783
250	0	-30.00251	-33.932	3.929487	0.04256747	0.02500089
251	1	-32.84021	-36.45845	3.618232	0.05026979	0.04842403
252	0	-28.59178	-32.64799	4.056211	0.04375914	0.01113679
253	1	-28.13553	-32.2505	4.114966	0.03248853	0.01653186
254	0	-26.25271	-30.51808	4.265367	0.03031269	0.003667662
255	1	-27.61468	-31.8199	4.20522	0.02027575	0.01971931
256	0	-27.09312	-31.28643	4.193314	0.03445347	0.006732118
257	1	-28.76237	-32.90616	4.143787	0.01337042	0.03276792
258	0	-26.32089	-30.61577	4.294887	0.0235264	0.007501889
259	1	-26.72445	-31.02111	4.296653	0.01826196	0.01258977
260	0	-26.21466	-30.50507	4.29041	0.02550873	0.005967338
261	1	-26.61895	-30.90105	4.282107	0.02149836	0.01080796
262	0	-26.41016	-30.69712	4.286958	0.02368516	0.008136018
263	1	-26.54794	-30.79349	4.24555	0.03014583	0.005816185
264	0	-26.30508	-30.729	4.423922	0.01282749	0.005297341
265	1	-25.72609	-30.12251	4.396421	0.01798719	0.002887727
266	0	-26.51242	-30.84021	4.327784	0.0169557	0.01078296
267	1	-26.06978	-30.45358	4.3838	0.01610722	0.006029782
268	0	-27.12264	-31.59833	4.475689	0.009601873	0.003346287
269	1	-26.00543	-30.44682	4.441391	0.01494107	0.001436855
270	0	-28.0172	-32.44394	4.426741	0.006837523	0.01100535
271	1	-25.93257	-30.38001	4.447438	0.01490219	0.0008710145
272	0	-27.70411	-32.1276	4.423489	0.00781796	0.01035013
273	1	-25.62607	-29.93799	4.311917	0.02872517	0.0006001911
274	0	-28.06464	-32.32659	4.261951	0.009867109	0.02445486
275	1	-25.42536	-29.75741	4.332047	0.02662231	0.0006899857
276	0	-27.31535	-31.64565	4.330302	0.011013	0.01647385
277	1	-25.86825	-30.16707	4.298817	0.02809782	0.002537454
278	0	-27.39972	-31.69329	4.293577	0.01253606	0.01862331
279	1	-25.58875	-29.91187	4.323121	0.02650002	0.001704933
280	0	-29.67164	-33.66482	3.993175	0.02652535	0.03467413
281	1	-26.06823	-30.43427	4.366033	0.017464	0.006449748
282	0	-30.52265	-34.45434	3.931692	0.01851826	0.04882959
283	1	-28.73281	-32.80256	4.069748	0.0300096	0.0235326
284	0	-28.99474	-33.04964	4.054896	0.02701201	0.0280154
285	1	-27.16901	-31.40352	4.234513	0.02180423	0.01526152
286	0	-27.462	-31.67297	4.210965	0.02161074	0.01780976
287	1	-26.19851	-30.58651	4.388	0.01481002	0.006906978
288	0	-28.17451	-32.30363	4.129124	0.02648402	0.0211206
289	1	-26.09705	-30.49278	4.395724	0.01519349	0.005751125
290	0	-27.40518	-31.86917	4.46399	0.008723526	0.005394517
291	1	-28.52524	-33.00494	4.479707	0.006683316	0.005862982
292	0	-27.50734	-31.66224	4.154903	0.0375989	0.007427808
