Iteration	Replicate_ID	Posterior	Likelihood	Prior	delta_0	delta_1	gamma_0	gamma_1	q_01	q_10
10833	13	-1072.524	-1085.546	13.02228	0.01866067	0.0361527	0.008867348	0.002412846	0.008330838	0.004898284
10834	14	-1068.044	-1081.029	12.98544	0.01890219	0.03806509	0.01005656	0.00229696	0.008151135	0.005535071
10835	15	-1075.06	-1088.037	12.97729	0.02047457	0.03968718	0.008965095	0.002130171	0.007851808	0.004712828
10836	16	-1077.931	-1090.936	13.00418	0.01726795	0.03880993	0.009517022	0.001235705	0.007370953	0.006931957
10837	17	-1066.122	-1079.174	13.05209	0.01234704	0.03239267	0.01265231	0.001934034	0.009003344	0.008013088
10838	18	-1070.241	-1083.29	13.04904	0.017404	0.03567727	0.00922762	0.002256977	0.008082151	0.003999089
10839	19	-1072.235	-1085.317	13.08263	0.01944469	0.03415789	0.008997896	0.00251997	0.004801549	0.00336584
10840	0	-1082.557	-1095.648	13.09085	0.01590994	0.03575424	0.008056122	0.000272552	0.008349168	0.004124187
10841	1	-1075.483	-1088.504	13.02048	0.02212028	0.0371869	0.007942887	0.002683807	0.006460071	0.003108797
10842	2	-1073.418	-1086.424	13.00657	0.01387822	0.03807189	0.01011714	0.001068491	0.009988646	0.007769979
10843	3	-1069.682	-1082.637	12.95405	0.01998662	0.03940972	0.01030409	0.002151857	0.007908182	0.006385271
10844	4	-1077.284	-1090.312	13.02844	0.01926929	0.03542583	0.006571048	0.001512432	0.01081455	0.005113538
10845	5	-1078.647	-1091.57	12.923	0.01933624	0.04183062	0.009906003	0.002425307	0.01123922	0.004513884
10846	6	-1072.395	-1085.399	13.00362	0.01852062	0.03802199	0.008654822	0.0009065946	0.007741527	0.007343853
10847	7	-1080.543	-1093.613	13.07027	0.01864318	0.0370589	0.007702092	0.0007384871	0.006716219	0.003665511
10848	8	-1071.887	-1084.929	13.04153	0.01609611	0.03682091	0.009849742	0.002269854	0.007095199	0.005266118
10849	9	-1070.25	-1083.324	13.07423	0.01571238	0.03438598	0.009031813	0.001684968	0.008199511	0.005113585
10850	10	-1084.21	-1097.2	12.99017	0.02454436	0.03926439	0.007602907	0.0009899457	0.007476974	0.002655942
10851	11	-1077.899	-1090.814	12.91498	0.01715376	0.04355078	0.01081342	0.001104547	0.009446682	0.007983704
10852	12	-1064.315	-1077.336	13.02094	0.01129968	0.03275395	0.01404741	0.001912351	0.01012882	0.009314417
10853	13	-1074.627	-1087.648	13.02116	0.01819812	0.0361527	0.008867348	0.002412846	0.008330838	0.00547291
10854	14	-1068.044	-1081.029	12.98544	0.01890219	0.03806509	0.01005656	0.00229696	0.008151135	0.005535071
10855	15	-1083.948	-1096.86	12.91178	0.02358959	0.04640258	0.006376098	0.002109667	0.007851808	0.004043052
10856	16	-1079.239	-1092.186	12.94716	0.01642534	0.04192976	0.009517022	0.0008684642	0.01116297	0.006931957
10857	17	-1066.122	-1079.174	13.05209	0.01234704	0.03239267	0.01265231	0.001934034	0.009003344	0.008013088
10858	18	-1070.241	-1083.29	13.04904	0.017404	0.03567727	0.00922762	0.002256977	0.008082151	0.003999089
10859	19	-1072.235	-1085.317	13.08263	0.01944469	0.03415789	0.008997896	0.00251997	0.004801549	0.00336584
10860	0	-1076.411	-1089.429	13.01824	0.02030049	0.03870879	0.008056122	0.0001998534	0.008337794	0.004124187
10861	1	-1075.824	-1088.843	13.01945	0.02212028	0.0371869	0.007942887	0.002683807	0.006563552	0.003108797
10862	2	-1075.72	-1088.727	13.00693	0.01387822	0.03807189	0.01011714	0.001031718	0.009988646	0.007769979
10863	3	-1069.682	-1082.637	12.95405	0.01998662	0.03940972	0.01030409	0.002151857	0.007908182	0.006385271
10864	4	-1077.284	-1090.312	13.02844	0.01926929	0.03542583	0.006571048	0.001512432	0.01081455	0.005113538
10865	5	-1082.145	-1095.048	12.9029	0.01933624	0.04183062	0.009906003	0.002425307	0.01123922	0.006523784
10866	6	-1072.395	-1085.399	13.00362	0.01852062	0.03802199	0.008654822	0.0009065946	0.007741527	0.007343853
10867	7	-1082.307	-1095.379	13.07199	0.01846201	0.0370589	0.007552011	0.000829328	0.006973762	0.003476228
10868	8	-1071.887	-1084.929	13.04153	0.01609611	0.03682091	0.009849742	0.002269854	0.007095199	0.005266118
10869	9	-1070.25	-1083.324	13.07423	0.01571238	0.03438598	0.009031813	0.001684968	0.008199511	0.005113585
10870	10	-1088.135	-1101.233	13.09828	0.01661907	0.03744992	0.006742142	0.0004893609	0.0048233	0.00559931
10871	11	-1077.899	-1090.814	12.91498	0.01715376	0.04355078	0.01081342	0.001104547	0.009446682	0.007983704
10872	12	-1064.315	-1077.336	13.02094	0.01129968	0.03275395	0.01404741	0.001912351	0.01012882	0.009314417
10873	13	-1077.304	-1090.331	13.02673	0.01841151	0.0361527	0.009147469	0.002607396	0.008330838	0.004228199
10874	14	-1068.044	-1081.029	12.98544	0.01890219	0.03806509	0.01005656	0.00229696	0.008151135	0.005535071
10875	15	-1078.101	-1091.024	12.92214	0.02284691	0.04234558	0.009064514	0.002109667	0.007851808	0.00511828
10876	16	-1079.584	-1092.595	13.01118	0.01642534	0.03845146	0.009517022	0.001144675	0.008793323	0.006101014
10877	17	-1066.122	-1079.174	13.05209	0.01234704	0.03239267	0.01265231	0.001934034	0.009003344	0.008013088
10878	18	-1070.241	-1083.29	13.04904	0.017404	0.03567727	0.00922762	0.002256977	0.008082151	0.003999089
10879	19	-1072.235	-1085.317	13.08263	0.01944469	0.03415789	0.008997896	0.00251997	0.004801549	0.00336584
10880	0	-1077.586	-1090.605	13.01886	0.01984514	0.03870879	0.00712958	0.0002136745	0.009404616	0.004363129
10881	1	-1075.824	-1088.843	13.01945	0.02212028	0.0371869	0.007942887	0.002683807	0.006563552	0.003108797
10882	2	-1078.99	-1091.991	13.00021	0.01387822	0.03807189	0.01010776	0.0009771388	0.01072472	0.007769979
10883	3	-1069.682	-1082.637	12.95405	0.01998662	0.03940972	0.01030409	0.002151857	0.007908182	0.006385271
10884	4	-1077.284	-1090.312	13.02844	0.01926929	0.03542583	0.006571048	0.001512432	0.01081455	0.005113538
10885	5	-1079.827	-1092.762	12.93447	0.01933624	0.04116133	0.009885203	0.002772157	0.01089753	0.004051467
10886	6	-1072.395	-1085.399	13.00362	0.01852062	0.03802199	0.008654822	0.0009065946	0.007741527	0.007343853
10887	7	-1076.89	-1089.923	13.0332	0.01846201	0.0370589	0.007552011	0.00068235	0.009181939	0.005293577
10888	8	-1071.887	-1084.929	13.04153	0.01609611	0.03682091	0.009849742	0.002269854	0.007095199	0.005266118
10889	9	-1070.25	-1083.324	13.07423	0.01571238	0.03438598	0.009031813	0.001684968	0.008199511	0.005113585
10890	10	-1078.606	-1091.615	13.00918	0.01901955	0.04045626	0.007780895	0.0008984583	0.008511563	0.003966013
10891	11	-1078.72	-1091.639	12.91958	0.01715376	0.04355078	0.01081342	0.001104547	0.008987277	0.007983704
10892	12	-1064.315	-1077.336	13.02094	0.01129968	0.03275395	0.01404741	0.001912351	0.01012882	0.009314417
10893	13	-1073.926	-1086.951	13.02544	0.01845672	0.0361527	0.009147469	0.002607396	0.007781256	0.004861547
10894	14	-1068.044	-1081.029	12.98544	0.01890219	0.03806509	0.01005656	0.00229696	0.008151135	0.005535071
10895	15	-1076.811	-1089.722	12.91096	0.02284691	0.04234558	0.009178828	0.002109667	0.007848635	0.006125327
10896	16	-1087.126	-1100.188	13.06221	0.01656361	0.03385586	0.006991226	0.002282151	0.01195071	0.00368606
10897	17	-1066.122	-1079.174	13.05209	0.01234704	0.03239267	0.01265231	0.001934034	0.009003344	0.008013088
10898	18	-1070.241	-1083.29	13.04904	0.017404	0.03567727	0.00922762	0.002256977	0.008082151	0.003999089
10899	19	-1072.235	-1085.317	13.08263	0.01944469	0.03415789	0.008997896	0.00251997	0.004801549	0.00336584
10900	0	-1075.661	-1088.667	13.00676	0.01984514	0.03870879	0.00712958	0.0002136745	0.009404616	0.005573591
10901	1	-1077.096	-1090.104	13.00834	0.02212028	0.0371869	0.007942887	0.003178201	0.006563552	0.003725224
10902	2	-1079.161	-1092.122	12.96106	0.01387822	0.03807189	0.01213206	0.001426241	0.01030891	0.009627622
10903	3	-1069.682	-1082.637	12.95405	0.01998662	0.03940972	0.01030409	0.002151857	0.007908182	0.006385271
10904	4	-1075.629	-1088.659	13.03008	0.01926929	0.03542583	0.006571048	0.001512432	0.01081455	0.004949427
10905	5	-1081.527	-1094.455	12.92732	0.02064878	0.04116133	0.009885203	0.002497914	0.009531067	0.005094538
10906	6	-1072.395	-1085.399	13.00362	0.01852062	0.03802199	0.008654822	0.0009065946	0.007741527	0.007343853
10907	7	-1077.124	-1090.147	13.02255	0.02291162	0.03680803	0.007552011	0.0005170343	0.007870562	0.003636776
10908	8	-1071.887	-1084.929	13.04153	0.01609611	0.03682091	0.009849742	0.002269854	0.007095199	0.005266118
10909	9	-1070.25	-1083.324	13.07423	0.01571238	0.03438598	0.009031813	0.001684968	0.008199511	0.005113585
10910	10	-1081.876	-1094.822	12.94559	0.01694247	0.04084861	0.009292037	0.001979154	0.008818787	0.00911072
10911	11	-1084.22	-1097.104	12.88374	0.01715376	0.04355078	0.01154963	0.001183038	0.01175623	0.007983704
10912	12	-1064.315	-1077.336	13.02094	0.01129968	0.03275395	0.01404741	0.001912351	0.01012882	0.009314417
10913	13	-1074.691	-1087.712	13.02047	0.01845672	0.0361527	0.009644027	0.002607396	0.007781256	0.004861547
10914	14	-1068.044	-1081.029	12.98544	0.01890219	0.03806509	0.01005656	0.00229696	0.008151135	0.005535071
10915	15	-1078.1	-1091.042	12.94192	0.01923422	0.04234558	0.009606607	0.001621177	0.009773765	0.004777915
10916	16	-1077.073	-1090.077	13.00441	0.02010924	0.03784967	0.007924321	0.002562642	0.008742089	0.00392259
10917	17	-1066.122	-1079.174	13.05209	0.01234704	0.03239267	0.01265231	0.001934034	0.009003344	0.008013088
10918	18	-1070.241	-1083.29	13.04904	0.017404	0.03567727	0.00922762	0.002256977	0.008082151	0.003999089
10919	19	-1072.235	-1085.317	13.08263	0.01944469	0.03415789	0.008997896	0.00251997	0.004801549	0.00336584
10920	0	-1075.661	-1088.667	13.00676	0.01984514	0.03870879	0.00712958	0.0002136745	0.009404616	0.005573591
10921	1	-1076.567	-1089.567	13.00007	0.02212028	0.0371869	0.008566072	0.003172322	0.006323168	0.004175361
10922	2	-1081.352	-1094.308	12.95554	0.01387822	0.0390865	0.01213206	0.001136642	0.01013595	0.009627622
10923	3	-1069.682	-1082.637	12.95405	0.01998662	0.03940972	0.01030409	0.002151857	0.007908182	0.006385271
10924	4	-1075.629	-1088.659	13.03008	0.01926929	0.03542583	0.006571048	0.001512432	0.01081455	0.004949427
10925	5	-1078.758	-1091.631	12.87356	0.02303073	0.04135653	0.009885203	0.002605324	0.009531067	0.007785849
10926	6	-1072.395	-1085.399	13.00362	0.01852062	0.03802199	0.008654822	0.0009065946	0.007741527	0.007343853
10927	7	-1076.623	-1089.674	13.05098	0.02069765	0.03680803	0.007552011	0.0002823618	0.007870562	0.003242783
10928	8	-1071.887	-1084.929	13.04153	0.01609611	0.03682091	0.009849742	0.002269854	0.007095199	0.005266118
10929	9	-1070.25	-1083.324	13.07423	0.01571238	0.03438598	0.009031813	0.001684968	0.008199511	0.005113585
10930	10	-1082.094	-1095.068	12.97382	0.0169503	0.04084861	0.007660461	0.0009379495	0.01106693	0.006705268
10931	11	-1080.302	-1093.201	12.89889	0.01753045	0.03890549	0.01173303	0.002312278	0.01062603	0.01055482
10932	12	-1064.315	-1077.336	13.02094	0.01129968	0.03275395	0.01404741	0.001912351	0.01012882	0.009314417
10933	13	-1074.795	-1087.813	13.01714	0.01845672	0.0361527	0.009644027	0.002607396	0.007781256	0.00519502
10934	14	-1068.044	-1081.029	12.98544	0.01890219	0.03806509	0.01005656	0.00229696	0.008151135	0.005535071
10935	15	-1080.434	-1093.348	12.91401	0.01807589	0.0418782	0.010334	0.001314833	0.01122928	0.007317948
10936	16	-1075.141	-1088.154	13.0131	0.02010924	0.03784967	0.007924321	0.002562642	0.007872371	0.00392259
10937	17	-1066.122	-1079.174	13.05209	0.01234704	0.03239267	0.01265231	0.001934034	0.009003344	0.008013088
10938	18	-1070.241	-1083.29	13.04904	0.017404	0.03567727	0.00922762	0.002256977	0.008082151	0.003999089
10939	19	-1072.235	-1085.317	13.08263	0.01944469	0.03415789	0.008997896	0.00251997	0.004801549	0.00336584
10940	0	-1075.661	-1088.667	13.00676	0.01984514	0.03870879	0.00712958	0.0002136745	0.009404616	0.005573591
10941	1	-1076.701	-1089.7	12.99925	0.02212028	0.0371869	0.008566072	0.003274112	0.006323168	0.004156019
10942	2	-1082.17	-1095.103	12.93272	0.01569444	0.0390865	0.01102449	0.001430035	0.01070856	0.01033552
10943	3	-1069.682	-1082.637	12.95405	0.01998662	0.03940972	0.01030409	0.002151857	0.007908182	0.006385271
10944	4	-1075.629	-1088.659	13.03008	0.01926929	0.03542583	0.006571048	0.001512432	0.01081455	0.004949427
10945	5	-1078.758	-1091.631	12.87356	0.02303073	0.04135653	0.009885203	0.002605324	0.009531067	0.007785849
10946	6	-1072.395	-1085.399	13.00362	0.01852062	0.03802199	0.008654822	0.0009065946	0.007741527	0.007343853
10947	7	-1080.409	-1093.485	13.07559	0.01958636	0.03680803	0.006406814	0.0004949207	0.007199916	0.003495735
10948	8	-1071.887	-1084.929	13.04153	0.01609611	0.03682091	0.009849742	0.002269854	0.007095199	0.005266118
10949	9	-1070.25	-1083.324	13.07423	0.01571238	0.03438598	0.009031813	0.001684968	0.008199511	0.005113585
10950	10	-1081.111	-1094.134	13.0231	0.01734825	0.04084861	0.006334314	0.001038016	0.00978786	0.003884133
10951	11	-1080.302	-1093.201	12.89889	0.01753045	0.03890549	0.01173303	0.002312278	0.01062603	0.01055482
10952	12	-1064.315	-1077.336	13.02094	0.01129968	0.03275395	0.01404741	0.001912351	0.01012882	0.009314417
10953	13	-1074.75	-1087.762	13.01205	0.01845672	0.0361527	0.009644027	0.002607396	0.007781256	0.005703872
10954	14	-1068.044	-1081.029	12.98544	0.01890219	0.03806509	0.01005656	0.00229696	0.008151135	0.005535071
10955	15	-1082.976	-1095.844	12.86834	0.01807589	0.042699	0.01367339	0.003115729	0.008523161	0.008629699
10956	16	-1075.141	-1088.154	13.0131	0.02010924	0.03784967	0.007924321	0.002562642	0.007872371	0.00392259
10957	17	-1066.122	-1079.174	13.05209	0.01234704	0.03239267	0.01265231	0.001934034	0.009003344	0.008013088
10958	18	-1070.241	-1083.29	13.04904	0.017404	0.03567727	0.00922762	0.002256977	0.008082151	0.003999089
10959	19	-1072.235	-1085.317	13.08263	0.01944469	0.03415789	0.008997896	0.00251997	0.004801549	0.00336584
10960	0	-1075.661	-1088.667	13.00676	0.01984514	0.03870879	0.00712958	0.0002136745	0.009404616	0.005573591
10961	1	-1078.129	-1091.134	13.0053	0.02119383	0.03710385	0.008566072	0.002949453	0.007051529	0.004156019
10962	2	-1079.564	-1092.513	12.94894	0.01595728	0.0390865	0.01102449	0.002203494	0.009902597	0.008482298
10963	3	-1069.682	-1082.637	12.95405	0.01998662	0.03940972	0.01030409	0.002151857	0.007908182	0.006385271
10964	4	-1075.629	-1088.659	13.03008	0.01926929	0.03542583	0.006571048	0.001512432	0.01081455	0.004949427
10965	5	-1079.385	-1092.295	12.9098	0.02038061	0.04135653	0.009765289	0.002547727	0.009190965	0.007330393
10966	6	-1072.395	-1085.399	13.00362	0.01852062	0.03802199	0.008654822	0.0009065946	0.007741527	0.007343853
10967	7	-1075.882	-1088.915	13.03282	0.01958636	0.03680803	0.007463108	0.0006639336	0.007110212	0.006637658
10968	8	-1071.887	-1084.929	13.04153	0.01609611	0.03682091	0.009849742	0.002269854	0.007095199	0.005266118
10969	9	-1070.25	-1083.324	13.07423	0.01571238	0.03438598	0.009031813	0.001684968	0.008199511	0.005113585
10970	10	-1079.444	-1092.418	12.97415	0.01928742	0.04084861	0.008774414	0.001059912	0.007172336	0.006993802
10971	11	-1081.129	-1094.069	12.94015	0.01753045	0.03890549	0.01173303	0.002312278	0.008839826	0.008214573
10972	12	-1064.315	-1077.336	13.02094	0.01129968	0.03275395	0.01404741	0.001912351	0.01012882	0.009314417
10973	13	-1078.708	-1091.726	13.01807	0.01845672	0.0361527	0.009644027	0.002607396	0.007903441	0.004979668
10974	14	-1068.044	-1081.029	12.98544	0.01890219	0.03806509	0.01005656	0.00229696	0.008151135	0.005535071
10975	15	-1082.184	-1095.053	12.86897	0.01807589	0.042699	0.01367339	0.003053354	0.008523161	0.008629699
10976	16	-1075.141	-1088.154	13.0131	0.02010924	0.03784967	0.007924321	0.002562642	0.007872371	0.00392259
10977	17	-1066.122	-1079.174	13.05209	0.01234704	0.03239267	0.01265231	0.001934034	0.009003344	0.008013088
10978	18	-1070.241	-1083.29	13.04904	0.017404	0.03567727	0.00922762	0.002256977	0.008082151	0.003999089
10979	19	-1072.235	-1085.317	13.08263	0.01944469	0.03415789	0.008997896	0.00251997	0.004801549	0.00336584
10980	0	-1075.661	-1088.667	13.00676	0.01984514	0.03870879	0.00712958	0.0002136745	0.009404616	0.005573591
10981	1	-1073.854	-1086.856	13.00236	0.02119383	0.03710385	0.008566072	0.002973021	0.007322133	0.004156019
10982	2	-1079.943	-1092.886	12.94228	0.01595728	0.0390865	0.01242643	0.002203494	0.009257477	0.008391664
10983	3	-1069.682	-1082.637	12.95405	0.01998662	0.03940972	0.01030409	0.002151857	0.007908182	0.006385271
10984	4	-1075.629	-1088.659	13.03008	0.01926929	0.03542583	0.006571048	0.001512432	0.01081455	0.004949427
10985	5	-1080.395	-1093.294	12.89887	0.02038061	0.04146585	0.01009253	0.002634175	0.01105296	0.006037986
10986	6	-1072.395	-1085.399	13.00362	0.01852062	0.03802199	0.008654822	0.0009065946	0.007741527	0.007343853
10987	7	-1076.811	-1089.844	13.03276	0.01958636	0.03680803	0.007463108	0.0006695036	0.007110212	0.006637658
10988	8	-1071.887	-1084.929	13.04153	0.01609611	0.03682091	0.009849742	0.002269854	0.007095199	0.005266118
10989	9	-1069.938	-1083.013	13.07479	0.01571238	0.03438598	0.008975754	0.001684968	0.008199511	0.005113585
10990	10	-1076.386	-1089.375	12.9891	0.01804917	0.04038607	0.009329293	0.0007101297	0.007172336	0.006993802
10991	11	-1076.035	-1089.003	12.96776	0.01753045	0.03890549	0.01173303	0.002297116	0.008344825	0.005964181
10992	12	-1064.315	-1077.336	13.02094	0.01129968	0.03275395	0.01404741	0.001912351	0.01012882	0.009314417
10993	13	-1077.667	-1090.678	13.01092	0.01835478	0.0361527	0.009644027	0.002252364	0.007588268	0.006466568
10994	14	-1068.044	-1081.029	12.98544	0.01890219	0.03806509	0.01005656	0.00229696	0.008151135	0.005535071
10995	15	-1082.184	-1095.053	12.86897	0.01807589	0.042699	0.01367339	0.003053354	0.008523161	0.008629699
10996	16	-1082.25	-1095.234	12.98409	0.01880969	0.03784967	0.008320621	0.002479928	0.0107282	0.004953809
10997	17	-1066.122	-1079.174	13.05209	0.01234704	0.03239267	0.01265231	0.001934034	0.009003344	0.008013088
10998	18	-1070.241	-1083.29	13.04904	0.017404	0.03567727	0.00922762	0.002256977	0.008082151	0.003999089
10999	19	-1072.235	-1085.317	13.08263	0.01944469	0.03415789	0.008997896	0.00251997	0.004801549	0.00336584
11000	0	-1075.661	-1088.667	13.00676	0.01984514	0.03870879	0.00712958	0.0002136745	0.009404616	0.005573591
11001	1	-1073.854	-1086.856	13.00236	0.02119383	0.03710385	0.008566072	0.002973021	0.007322133	0.004156019
11002	2	-1078.297	-1091.271	12.97429	0.01729814	0.0390865	0.009628197	0.001838226	0.00908733	0.007183551
11003	3	-1069.682	-1082.637	12.95405	0.01998662	0.03940972	0.01030409	0.002151857	0.007908182	0.006385271
11004	4	-1075.629	-1088.659	13.03008	0.01926929	0.03542583	0.006571048	0.001512432	0.01081455	0.004949427
11005	5	-1077.697	-1090.625	12.92786	0.02038061	0.04146585	0.01026978	0.002369732	0.00862028	0.005658525
11006	6	-1072.395	-1085.399	13.00362	0.01852062	0.03802199	0.008654822	0.0009065946	0.007741527	0.007343853
11007	7	-1079.769	-1092.788	13.01915	0.01958636	0.03680803	0.007463108	0.0009405467	0.01017419	0.004664241
11008	8	-1071.887	-1084.929	13.04153	0.01609611	0.03682091	0.009849742	0.002269854	0.007095199	0.005266118
11009	9	-1069.938	-1083.013	13.07479	0.01571238	0.03438598	0.008975754	0.001684968	0.008199511	0.005113585
11010	10	-1073.875	-1086.862	12.98682	0.01710258	0.04038607	0.00938585	0.0004649128	0.008535475	0.006993802
11011	11	-1076.035	-1089.003	12.96776	0.01753045	0.03890549	0.01173303	0.002297116	0.008344825	0.005964181
11012	12	-1064.315	-1077.336	13.02094	0.01129968	0.03275395	0.01404741	0.001912351	0.01012882	0.009314417
11013	13	-1077.011	-1090.038	13.02671	0.01835478	0.0361527	0.009114384	0.00252976	0.007588268	0.005140025
11014	14	-1068.044	-1081.029	12.98544	0.01890219	0.03806509	0.01005656	0.00229696	0.008151135	0.005535071
11015	15	-1081.864	-1094.731	12.86744	0.01807589	0.042699	0.01367339	0.003206267	0.008523161	0.008629699
11016	16	-1083.374	-1096.382	13.00804	0.02150121	0.03784967	0.008777219	0.002610638	0.006765468	0.003242941
11017	17	-1066.122	-1079.174	13.05209	0.01234704	0.03239267	0.01265231	0.001934034	0.009003344	0.008013088
11018	18	-1070.241	-1083.29	13.04904	0.017404	0.03567727	0.00922762	0.002256977	0.008082151	0.003999089
11019	19	-1072.235	-1085.317	13.08263	0.01944469	0.03415789	0.008997896	0.00251997	0.004801549	0.00336584
11020	0	-1075.661	-1088.667	13.00676	0.01984514	0.03870879	0.00712958	0.0002136745	0.009404616	0.005573591
11021	1	-1076.936	-1089.94	13.0044	0.02119383	0.03710385	0.008566072	0.002973021	0.007408835	0.003865063
11022	2	-1079.154	-1092.093	12.93891	0.01729814	0.04240159	0.009606526	0.0007349321	0.009272265	0.008347057
11023	3	-1069.682	-1082.637	12.95405	0.01998662	0.03940972	0.01030409	0.002151857	0.007908182	0.006385271
11024	4	-1075.629	-1088.659	13.03008	0.01926929	0.03542583	0.006571048	0.001512432	0.01081455	0.004949427
11025	5	-1076.129	-1089.048	12.91904	0.02094213	0.04146585	0.01014934	0.002369732	0.009061724	0.005658525
11026	6	-1072.395	-1085.399	13.00362	0.01852062	0.03802199	0.008654822	0.0009065946	0.007741527	0.007343853
11027	7	-1079.283	-1092.305	13.02195	0.01958636	0.03680803	0.006376458	0.0009864935	0.01017419	0.005424365
11028	8	-1071.887	-1084.929	13.04153	0.01609611	0.03682091	0.009849742	0.002269854	0.007095199	0.005266118
11029	9	-1069.938	-1083.013	13.07479	0.01571238	0.03438598	0.008975754	0.001684968	0.008199511	0.005113585
11030	10	-1073.875	-1086.862	12.98682	0.01710258	0.04038607	0.00938585	0.0004649128	0.008535475	0.006993802
11031	11	-1076.035	-1089.003	12.96776	0.01753045	0.03890549	0.01173303	0.002297116	0.008344825	0.005964181
11032	12	-1064.315	-1077.336	13.02094	0.01129968	0.03275395	0.01404741	0.001912351	0.01012882	0.009314417
11033	13	-1075.715	-1088.717	13.0019	0.01835478	0.0361527	0.009114384	0.00252976	0.008949004	0.006259964
11034	14	-1068.044	-1081.029	12.98544	0.01890219	0.03806509	0.01005656	0.00229696	0.008151135	0.005535071
11035	15	-1081.068	-1093.939	12.87134	0.0182207	0.042699	0.01367339	0.003206267	0.00798797	0.008629699
11036	16	-1075.199	-1088.193	12.99348	0.02131693	0.03784967	0.008777219	0.00248314	0.006765468	0.005010168
11037	17	-1066.122	-1079.174	13.05209	0.01234704	0.03239267	0.01265231	0.001934034	0.009003344	0.008013088
11038	18	-1070.241	-1083.29	13.04904	0.017404	0.03567727	0.00922762	0.002256977	0.008082151	0.003999089
11039	19	-1072.235	-1085.317	13.08263	0.01944469	0.03415789	0.008997896	0.00251997	0.004801549	0.00336584
11040	0	-1082.848	-1095.821	12.97232	0.01984514	0.04178367	0.01042732	0.0002136745	0.008260608	0.003788492
11041	1	-1073.883	-1086.867	12.98388	0.02119383	0.03741333	0.008690219	0.002973021	0.007408835	0.005484314
11042	2	-1077.681	-1090.576	12.89506	0.01884685	0.0463273	0.01026052	0.0005059043	0.009272265	0.006832685
11043	3	-1069.682	-1082.637	12.95405	0.01998662	0.03940972	0.01030409	0.002151857	0.007908182	0.006385271
11044	4	-1075.859	-1088.888	13.02947	0.01926929	0.03542583	0.006571048	0.001573494	0.01081455	0.004949427
11045	5	-1076.936	-1089.842	12.90621	0.02094213	0.04274893	0.01014934	0.002369732	0.009061724	0.005658525
11046	6	-1072.395	-1085.399	13.00362	0.01852062	0.03802199	0.008654822	0.0009065946	0.007741527	0.007343853
11047	7	-1079.08	-1092.106	13.02656	0.01958636	0.03680803	0.006376458	0.0004816943	0.01021827	0.005424365
11048	8	-1072.128	-1085.15	13.02253	0.01799617	0.03682091	0.009849742	0.002269854	0.007095199	0.005266118
11049	9	-1069.938	-1083.013	13.07479	0.01571238	0.03438598	0.008975754	0.001684968	0.008199511	0.005113585
11050	10	-1073.875	-1086.862	12.98682	0.01710258	0.04038607	0.00938585	0.0004649128	0.008535475	0.006993802
11051	11	-1076.035	-1089.003	12.96776	0.01753045	0.03890549	0.01173303	0.002297116	0.008344825	0.005964181
11052	12	-1064.315	-1077.336	13.02094	0.01129968	0.03275395	0.01404741	0.001912351	0.01012882	0.009314417
11053	13	-1075.715	-1088.717	13.0019	0.01835478	0.0361527	0.009114384	0.00252976	0.008949004	0.006259964
11054	14	-1068.044	-1081.029	12.98544	0.01890219	0.03806509	0.01005656	0.00229696	0.008151135	0.005535071
11055	15	-1084.715	-1097.578	12.86299	0.0182207	0.042699	0.01367339	0.003196263	0.008833268	0.008629699
11056	16	-1077.577	-1090.571	12.99356	0.02096057	0.03784967	0.008777219	0.002699133	0.007056504	0.004852085
11057	17	-1066.122	-1079.174	13.05209	0.01234704	0.03239267	0.01265231	0.001934034	0.009003344	0.008013088
11058	18	-1070.241	-1083.29	13.04904	0.017404	0.03567727	0.00922762	0.002256977	0.008082151	0.003999089
11059	19	-1072.235	-1085.317	13.08263	0.01944469	0.03415789	0.008997896	0.00251997	0.004801549	0.00336584
11060	0	-1077.219	-1090.144	12.92547	0.02010485	0.04528419	0.01011082	0.0003654071	0.008518511	0.004620059
11061	1	-1073.883	-1086.867	12.98388	0.02119383	0.03741333	0.008690219	0.002973021	0.007408835	0.005484314
11062	2	-1077.681	-1090.576	12.89506	0.01884685	0.0463273	0.01026052	0.0005059043	0.009272265	0.006832685
11063	3	-1069.682	-1082.637	12.95405	0.01998662	0.03940972	0.01030409	0.002151857	0.007908182	0.006385271
11064	4	-1075.859	-1088.888	13.02947	0.01926929	0.03542583	0.006571048	0.001573494	0.01081455	0.004949427
11065	5	-1080.301	-1093.187	12.8863	0.02094213	0.04274893	0.0102738	0.002369732	0.0098418	0.006744978
11066	6	-1072.395	-1085.399	13.00362	0.01852062	0.03802199	0.008654822	0.0009065946	0.007741527	0.007343853
11067	7	-1078.158	-1091.16	13.00173	0.01958636	0.03680803	0.006376458	0.0005688663	0.01021827	0.007820025
11068	8	-1072.128	-1085.15	13.02253	0.01799617	0.03682091	0.009849742	0.002269854	0.007095199	0.005266118
11069	9	-1069.938	-1083.013	13.07479	0.01571238	0.03438598	0.008975754	0.001684968	0.008199511	0.005113585
11070	10	-1073.875	-1086.862	12.98682	0.01710258	0.04038607	0.00938585	0.0004649128	0.008535475	0.006993802
11071	11	-1080.749	-1093.677	12.92872	0.01668538	0.0384125	0.01173303	0.003181035	0.01111663	0.007550868
