Iteration	Replicate_ID	Posterior	Likelihood	Prior	clado_no_change	delta	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	extinction[12]	extinction[13]	extinction[14]	extinction[15]	extinction[16]	extinction[17]	extinction[18]	extinction[19]	extinction[20]	extinction[21]	extinction[22]	extinction[23]	gamma	speciation_rates[1]	total_speciation	turnover
2240	0	-31.81958	-34.77622	2.956637	0.05988478	0.1372233	0.00224783	0.00224783	0.00224783	0.00224783	0.00224783	0.00224783	0.00224783	0.00224783	0.00224783	0.00224783	0.00224783	0.00224783	0.00224783	0.00224783	0.00224783	0.00224783	0.00224783	0.00224783	0.00224783	0.00224783	0.00224783	0.00224783	0.00224783	0.1166061	0.0598848	0.05988478	0.03753595
2241	1	-31.40592	-36.35749	4.95157	0.04393432	0.05674009	0.00683196	0.00683196	0.00683196	0.00683196	0.00683196	0.00683196	0.00683196	0.00683196	0.00683196	0.00683196	0.00683196	0.00683196	0.00683196	0.00683196	0.00683196	0.00683196	0.00683196	0.00683196	0.00683196	0.00683196	0.00683196	0.00683196	0.00683196	0.0784652	0.0439343	0.04393432	0.1555039
2242	0	-32.64	-35.35348	2.71348	0.0689288	0.1465835	0.0288769	0.0288769	0.0288769	0.0288769	0.0288769	0.0288769	0.0288769	0.0288769	0.0288769	0.0288769	0.0288769	0.0288769	0.0288769	0.0288769	0.0288769	0.0288769	0.0288769	0.0288769	0.0288769	0.0288769	0.0288769	0.0288769	0.0288769	0.08570831	0.0689288	0.0689288	0.4189382
2243	1	-31.00074	-35.27039	4.269654	0.05056944	0.06780343	0.00244896	0.00244896	0.00244896	0.00244896	0.00244896	0.00244896	0.00244896	0.00244896	0.00244896	0.00244896	0.00244896	0.00244896	0.00244896	0.00244896	0.00244896	0.00244896	0.00244896	0.00244896	0.00244896	0.00244896	0.00244896	0.00244896	0.00244896	0.1019533	0.0505694	0.05056944	0.04842765
2244	0	-33.06617	-37.90999	4.843826	0.03467747	0.110002	0.0150548	0.0150548	0.0150548	0.0150548	0.0150548	0.0150548	0.0150548	0.0150548	0.0150548	0.0150548	0.0150548	0.0150548	0.0150548	0.0150548	0.0150548	0.0150548	0.0150548	0.0150548	0.0150548	0.0150548	0.0150548	0.0150548	0.0150548	0.08290995	0.0346775	0.03467747	0.4341364
2245	1	-31.58542	-36.45633	4.870912	0.04016796	0.05695735	0.00737111	0.00737111	0.00737111	0.00737111	0.00737111	0.00737111	0.00737111	0.00737111	0.00737111	0.00737111	0.00737111	0.00737111	0.00737111	0.00737111	0.00737111	0.00737111	0.00737111	0.00737111	0.00737111	0.00737111	0.00737111	0.00737111	0.00737111	0.1054092	0.040168	0.04016796	0.1835072
2246	0	-32.88004	-35.63118	2.751138	0.04619412	0.2260397	0.0134883	0.0134883	0.0134883	0.0134883	0.0134883	0.0134883	0.0134883	0.0134883	0.0134883	0.0134883	0.0134883	0.0134883	0.0134883	0.0134883	0.0134883	0.0134883	0.0134883	0.0134883	0.0134883	0.0134883	0.0134883	0.0134883	0.0134883	0.1177515	0.0461941	0.04619412	0.2919924
2247	1	-34.41649	-37.66415	3.247661	0.06402027	0.07163324	0.0444951	0.0444951	0.0444951	0.0444951	0.0444951	0.0444951	0.0444951	0.0444951	0.0444951	0.0444951	0.0444951	0.0444951	0.0444951	0.0444951	0.0444951	0.0444951	0.0444951	0.0444951	0.0444951	0.0444951	0.0444951	0.0444951	0.0444951	0.1321268	0.0640203	0.06402027	0.6950156
2248	0	-33.22702	-35.78117	2.554157	0.04926827	0.1929586	0.0188493	0.0188493	0.0188493	0.0188493	0.0188493	0.0188493	0.0188493	0.0188493	0.0188493	0.0188493	0.0188493	0.0188493	0.0188493	0.0188493	0.0188493	0.0188493	0.0188493	0.0188493	0.0188493	0.0188493	0.0188493	0.0188493	0.0188493	0.1549448	0.0492683	0.04926827	0.3825856
2249	1	-32.78015	-35.30285	2.522701	0.07184791	0.09481175	0.0228007	0.0228007	0.0228007	0.0228007	0.0228007	0.0228007	0.0228007	0.0228007	0.0228007	0.0228007	0.0228007	0.0228007	0.0228007	0.0228007	0.0228007	0.0228007	0.0228007	0.0228007	0.0228007	0.0228007	0.0228007	0.0228007	0.0228007	0.141758	0.0718479	0.07184791	0.3173464
2250	0	-32.3888	-35.54065	3.15185	0.04915888	0.1889033	0.016301	0.016301	0.016301	0.016301	0.016301	0.016301	0.016301	0.016301	0.016301	0.016301	0.016301	0.016301	0.016301	0.016301	0.016301	0.016301	0.016301	0.016301	0.016301	0.016301	0.016301	0.016301	0.016301	0.09978532	0.0491589	0.04915888	0.3315985
2251	1	-31.3151	-35.03679	3.721695	0.05986729	0.1156352	0.00404963	0.00404963	0.00404963	0.00404963	0.00404963	0.00404963	0.00404963	0.00404963	0.00404963	0.00404963	0.00404963	0.00404963	0.00404963	0.00404963	0.00404963	0.00404963	0.00404963	0.00404963	0.00404963	0.00404963	0.00404963	0.00404963	0.00404963	0.06177719	0.0598673	0.05986729	0.06764351
2252	0	-31.41446	-35.30176	3.887301	0.05409257	0.1299455	0.0150647	0.0150647	0.0150647	0.0150647	0.0150647	0.0150647	0.0150647	0.0150647	0.0150647	0.0150647	0.0150647	0.0150647	0.0150647	0.0150647	0.0150647	0.0150647	0.0150647	0.0150647	0.0150647	0.0150647	0.0150647	0.0150647	0.0150647	0.06018415	0.0540926	0.05409257	0.2784983
2253	1	-31.7196	-36.81309	5.093488	0.0347679	0.1008924	0.00739303	0.00739303	0.00739303	0.00739303	0.00739303	0.00739303	0.00739303	0.00739303	0.00739303	0.00739303	0.00739303	0.00739303	0.00739303	0.00739303	0.00739303	0.00739303	0.00739303	0.00739303	0.00739303	0.00739303	0.00739303	0.00739303	0.00739303	0.06659492	0.0347679	0.0347679	0.2126395
2254	0	-32.7191	-35.01872	2.299616	0.070318	0.1693891	0.01549	0.01549	0.01549	0.01549	0.01549	0.01549	0.01549	0.01549	0.01549	0.01549	0.01549	0.01549	0.01549	0.01549	0.01549	0.01549	0.01549	0.01549	0.01549	0.01549	0.01549	0.01549	0.01549	0.09724583	0.070318	0.070318	0.2202852
2255	1	-32.53414	-35.23152	2.697376	0.06885145	0.08821812	0.0159165	0.0159165	0.0159165	0.0159165	0.0159165	0.0159165	0.0159165	0.0159165	0.0159165	0.0159165	0.0159165	0.0159165	0.0159165	0.0159165	0.0159165	0.0159165	0.0159165	0.0159165	0.0159165	0.0159165	0.0159165	0.0159165	0.0159165	0.1460762	0.0688514	0.06885145	0.2311711
2256	0	-31.31774	-35.61903	4.301289	0.05276915	0.0898458	0.0123906	0.0123906	0.0123906	0.0123906	0.0123906	0.0123906	0.0123906	0.0123906	0.0123906	0.0123906	0.0123906	0.0123906	0.0123906	0.0123906	0.0123906	0.0123906	0.0123906	0.0123906	0.0123906	0.0123906	0.0123906	0.0123906	0.0123906	0.06559481	0.0527692	0.05276915	0.2348069
2257	1	-34.52079	-39.84625	5.325465	0.01719623	0.1086812	0.0020972	0.0020972	0.0020972	0.0020972	0.0020972	0.0020972	0.0020972	0.0020972	0.0020972	0.0020972	0.0020972	0.0020972	0.0020972	0.0020972	0.0020972	0.0020972	0.0020972	0.0020972	0.0020972	0.0020972	0.0020972	0.0020972	0.0020972	0.124697	0.0171962	0.01719623	0.1219567
2258	0	-31.95934	-35.55445	3.595109	0.03478303	0.2144383	0.00113741	0.00113741	0.00113741	0.00113741	0.00113741	0.00113741	0.00113741	0.00113741	0.00113741	0.00113741	0.00113741	0.00113741	0.00113741	0.00113741	0.00113741	0.00113741	0.00113741	0.00113741	0.00113741	0.00113741	0.00113741	0.00113741	0.00113741	0.1028103	0.034783	0.03478303	0.03270008
2259	1	-32.46831	-35.44414	2.975826	0.03552274	0.1857911	0.00194086	0.00194086	0.00194086	0.00194086	0.00194086	0.00194086	0.00194086	0.00194086	0.00194086	0.00194086	0.00194086	0.00194086	0.00194086	0.00194086	0.00194086	0.00194086	0.00194086	0.00194086	0.00194086	0.00194086	0.00194086	0.00194086	0.00194086	0.1896353	0.0355227	0.03552274	0.05463709
2260	0	-31.73718	-34.9849	3.247717	0.0595634	0.09760887	0.010047	0.010047	0.010047	0.010047	0.010047	0.010047	0.010047	0.010047	0.010047	0.010047	0.010047	0.010047	0.010047	0.010047	0.010047	0.010047	0.010047	0.010047	0.010047	0.010047	0.010047	0.010047	0.010047	0.128742	0.0595634	0.0595634	0.1686773
2261	1	-33.39831	-35.28782	1.889512	0.07369989	0.1784698	0.0323348	0.0323348	0.0323348	0.0323348	0.0323348	0.0323348	0.0323348	0.0323348	0.0323348	0.0323348	0.0323348	0.0323348	0.0323348	0.0323348	0.0323348	0.0323348	0.0323348	0.0323348	0.0323348	0.0323348	0.0323348	0.0323348	0.0323348	0.1120293	0.0736999	0.07369989	0.4387356
2262	0	-33.50668	-36.35541	2.848731	0.03884261	0.1817437	0.0123396	0.0123396	0.0123396	0.0123396	0.0123396	0.0123396	0.0123396	0.0123396	0.0123396	0.0123396	0.0123396	0.0123396	0.0123396	0.0123396	0.0123396	0.0123396	0.0123396	0.0123396	0.0123396	0.0123396	0.0123396	0.0123396	0.0123396	0.1895605	0.0388426	0.03884261	0.3176821
2263	1	-33.37829	-36.86988	3.491582	0.07201746	0.08715827	0.0424994	0.0424994	0.0424994	0.0424994	0.0424994	0.0424994	0.0424994	0.0424994	0.0424994	0.0424994	0.0424994	0.0424994	0.0424994	0.0424994	0.0424994	0.0424994	0.0424994	0.0424994	0.0424994	0.0424994	0.0424994	0.0424994	0.0424994	0.05166377	0.0720175	0.07201746	0.590127
2264	0	-30.53562	-35.25304	4.717413	0.04637869	0.09822727	0.00212742	0.00212742	0.00212742	0.00212742	0.00212742	0.00212742	0.00212742	0.00212742	0.00212742	0.00212742	0.00212742	0.00212742	0.00212742	0.00212742	0.00212742	0.00212742	0.00212742	0.00212742	0.00212742	0.00212742	0.00212742	0.00212742	0.00212742	0.04800061	0.0463787	0.04637869	0.04587065
2265	1	-32.23863	-37.0538	4.815166	0.05834961	0.05898313	0.0120458	0.0120458	0.0120458	0.0120458	0.0120458	0.0120458	0.0120458	0.0120458	0.0120458	0.0120458	0.0120458	0.0120458	0.0120458	0.0120458	0.0120458	0.0120458	0.0120458	0.0120458	0.0120458	0.0120458	0.0120458	0.0120458	0.0120458	0.01677672	0.0583496	0.05834961	0.2064412
2266	0	-31.663	-36.1266	4.463601	0.04637869	0.09523252	0.0142357	0.0142357	0.0142357	0.0142357	0.0142357	0.0142357	0.0142357	0.0142357	0.0142357	0.0142357	0.0142357	0.0142357	0.0142357	0.0142357	0.0142357	0.0142357	0.0142357	0.0142357	0.0142357	0.0142357	0.0142357	0.0142357	0.0142357	0.07637656	0.0463787	0.04637869	0.3069445
2267	1	-32.54379	-37.28763	4.743845	0.05834961	0.05550527	0.018008	0.018008	0.018008	0.018008	0.018008	0.018008	0.018008	0.018008	0.018008	0.018008	0.018008	0.018008	0.018008	0.018008	0.018008	0.018008	0.018008	0.018008	0.018008	0.018008	0.018008	0.018008	0.018008	0.02738674	0.0583496	0.05834961	0.3086233
2268	0	-31.1905	-35.70679	4.516294	0.04637869	0.11249	0.0110887	0.0110887	0.0110887	0.0110887	0.0110887	0.0110887	0.0110887	0.0110887	0.0110887	0.0110887	0.0110887	0.0110887	0.0110887	0.0110887	0.0110887	0.0110887	0.0110887	0.0110887	0.0110887	0.0110887	0.0110887	0.0110887	0.0110887	0.05384984	0.0463787	0.04637869	0.2390912
2269	1	-31.63658	-36.26234	4.625765	0.05834961	0.07383957	0.0107412	0.0107412	0.0107412	0.0107412	0.0107412	0.0107412	0.0107412	0.0107412	0.0107412	0.0107412	0.0107412	0.0107412	0.0107412	0.0107412	0.0107412	0.0107412	0.0107412	0.0107412	0.0107412	0.0107412	0.0107412	0.0107412	0.0107412	0.02086037	0.0583496	0.05834961	0.1840834
2270	0	-32.49943	-37.6894	5.189962	0.04637869	0.07342438	0.0192782	0.0192782	0.0192782	0.0192782	0.0192782	0.0192782	0.0192782	0.0192782	0.0192782	0.0192782	0.0192782	0.0192782	0.0192782	0.0192782	0.0192782	0.0192782	0.0192782	0.0192782	0.0192782	0.0192782	0.0192782	0.0192782	0.0192782	0.02554865	0.0463787	0.04637869	0.4156693
2271	1	-33.53308	-37.90561	4.372531	0.05834961	0.08982686	0.0370755	0.0370755	0.0370755	0.0370755	0.0370755	0.0370755	0.0370755	0.0370755	0.0370755	0.0370755	0.0370755	0.0370755	0.0370755	0.0370755	0.0370755	0.0370755	0.0370755	0.0370755	0.0370755	0.0370755	0.0370755	0.0370755	0.0370755	0.03019654	0.0583496	0.05834961	0.6354034
2272	0	-32.73903	-37.72286	4.983823	0.0383415	0.1394792	0.0176573	0.0176573	0.0176573	0.0176573	0.0176573	0.0176573	0.0176573	0.0176573	0.0176573	0.0176573	0.0176573	0.0176573	0.0176573	0.0176573	0.0176573	0.0176573	0.0176573	0.0176573	0.0176573	0.0176573	0.0176573	0.0176573	0.0176573	0.02085646	0.0383415	0.0383415	0.4605282
2273	1	-31.9608	-37.33767	5.376869	0.02855196	0.1264407	0.00439958	0.00439958	0.00439958	0.00439958	0.00439958	0.00439958	0.00439958	0.00439958	0.00439958	0.00439958	0.00439958	0.00439958	0.00439958	0.00439958	0.00439958	0.00439958	0.00439958	0.00439958	0.00439958	0.00439958	0.00439958	0.00439958	0.00439958	0.04422338	0.028552	0.02855196	0.1540904
2274	0	-34.06997	-37.98134	3.911377	0.05442966	0.1778102	0.0298088	0.0298088	0.0298088	0.0298088	0.0298088	0.0298088	0.0298088	0.0298088	0.0298088	0.0298088	0.0298088	0.0298088	0.0298088	0.0298088	0.0298088	0.0298088	0.0298088	0.0298088	0.0298088	0.0298088	0.0298088	0.0298088	0.0298088	0.008202753	0.0544297	0.05442966	0.547657
2275	1	-31.70246	-34.54217	2.839719	0.05336415	0.1985127	0.00231638	0.00231638	0.00231638	0.00231638	0.00231638	0.00231638	0.00231638	0.00231638	0.00231638	0.00231638	0.00231638	0.00231638	0.00231638	0.00231638	0.00231638	0.00231638	0.00231638	0.00231638	0.00231638	0.00231638	0.00231638	0.00231638	0.00231638	0.1000682	0.0533642	0.05336415	0.04340704
2276	0	-32.08779	-37.15452	5.066734	0.05327046	0.06649648	0.0156931	0.0156931	0.0156931	0.0156931	0.0156931	0.0156931	0.0156931	0.0156931	0.0156931	0.0156931	0.0156931	0.0156931	0.0156931	0.0156931	0.0156931	0.0156931	0.0156931	0.0156931	0.0156931	0.0156931	0.0156931	0.0156931	0.0156931	0.009857931	0.0532705	0.05327046	0.2945925
2277	1	-33.37938	-35.94837	2.568992	0.07867138	0.0947128	0.0131727	0.0131727	0.0131727	0.0131727	0.0131727	0.0131727	0.0131727	0.0131727	0.0131727	0.0131727	0.0131727	0.0131727	0.0131727	0.0131727	0.0131727	0.0131727	0.0131727	0.0131727	0.0131727	0.0131727	0.0131727	0.0131727	0.0131727	0.1026328	0.0786714	0.07867138	0.1674396
2278	0	-31.23827	-35.33616	4.097891	0.06116089	0.1224648	0.00175696	0.00175696	0.00175696	0.00175696	0.00175696	0.00175696	0.00175696	0.00175696	0.00175696	0.00175696	0.00175696	0.00175696	0.00175696	0.00175696	0.00175696	0.00175696	0.00175696	0.00175696	0.00175696	0.00175696	0.00175696	0.00175696	0.00175696	0.01076938	0.0611609	0.06116089	0.02872683
2279	1	-32.80184	-37.3652	4.563362	0.03026207	0.1874789	0.0066296	0.0066296	0.0066296	0.0066296	0.0066296	0.0066296	0.0066296	0.0066296	0.0066296	0.0066296	0.0066296	0.0066296	0.0066296	0.0066296	0.0066296	0.0066296	0.0066296	0.0066296	0.0066296	0.0066296	0.0066296	0.0066296	0.0066296	0.05586561	0.0302621	0.03026207	0.2190728
2280	0	-31.94413	-35.4212	3.477074	0.0663498	0.1484228	0.0189275	0.0189275	0.0189275	0.0189275	0.0189275	0.0189275	0.0189275	0.0189275	0.0189275	0.0189275	0.0189275	0.0189275	0.0189275	0.0189275	0.0189275	0.0189275	0.0189275	0.0189275	0.0189275	0.0189275	0.0189275	0.0189275	0.0189275	0.02058512	0.0663498	0.0663498	0.2852682
2281	1	-33.8946	-36.51397	2.619366	0.04067679	0.2335328	0.0153161	0.0153161	0.0153161	0.0153161	0.0153161	0.0153161	0.0153161	0.0153161	0.0153161	0.0153161	0.0153161	0.0153161	0.0153161	0.0153161	0.0153161	0.0153161	0.0153161	0.0153161	0.0153161	0.0153161	0.0153161	0.0153161	0.0153161	0.1514085	0.0406768	0.04067679	0.3765311
2282	0	-31.82388	-35.57001	3.746133	0.0663498	0.1340036	0.0199356	0.0199356	0.0199356	0.0199356	0.0199356	0.0199356	0.0199356	0.0199356	0.0199356	0.0199356	0.0199356	0.0199356	0.0199356	0.0199356	0.0199356	0.0199356	0.0199356	0.0199356	0.0199356	0.0199356	0.0199356	0.0199356	0.0199356	0.008098519	0.0663498	0.0663498	0.3004616
2283	1	-31.88547	-36.67768	4.792201	0.04705217	0.06616069	0.0144235	0.0144235	0.0144235	0.0144235	0.0144235	0.0144235	0.0144235	0.0144235	0.0144235	0.0144235	0.0144235	0.0144235	0.0144235	0.0144235	0.0144235	0.0144235	0.0144235	0.0144235	0.0144235	0.0144235	0.0144235	0.0144235	0.0144235	0.06917393	0.0470522	0.04705217	0.3065418
2284	0	-32.2942	-37.912	5.617798	0.03289404	0.07729654	0.00851281	0.00851281	0.00851281	0.00851281	0.00851281	0.00851281	0.00851281	0.00851281	0.00851281	0.00851281	0.00851281	0.00851281	0.00851281	0.00851281	0.00851281	0.00851281	0.00851281	0.00851281	0.00851281	0.00851281	0.00851281	0.00851281	0.00851281	0.04726027	0.032894	0.03289404	0.2587949
2285	1	-32.82443	-36.25293	3.428502	0.0719376	0.05625235	0.0129648	0.0129648	0.0129648	0.0129648	0.0129648	0.0129648	0.0129648	0.0129648	0.0129648	0.0129648	0.0129648	0.0129648	0.0129648	0.0129648	0.0129648	0.0129648	0.0129648	0.0129648	0.0129648	0.0129648	0.0129648	0.0129648	0.0129648	0.08928256	0.0719376	0.0719376	0.1802227
2286	0	-33.1305	-39.01312	5.882619	0.03289404	0.05671086	0.0103566	0.0103566	0.0103566	0.0103566	0.0103566	0.0103566	0.0103566	0.0103566	0.0103566	0.0103566	0.0103566	0.0103566	0.0103566	0.0103566	0.0103566	0.0103566	0.0103566	0.0103566	0.0103566	0.0103566	0.0103566	0.0103566	0.0103566	0.04136385	0.032894	0.03289404	0.3148468
2287	1	-33.30325	-36.73987	3.436627	0.05473615	0.05002884	0.019618	0.019618	0.019618	0.019618	0.019618	0.019618	0.019618	0.019618	0.019618	0.019618	0.019618	0.019618	0.019618	0.019618	0.019618	0.019618	0.019618	0.019618	0.019618	0.019618	0.019618	0.019618	0.019618	0.1819053	0.0547361	0.05473615	0.35841
2288	0	-33.7045	-35.41859	1.714091	0.07869642	0.1940762	0.0192101	0.0192101	0.0192101	0.0192101	0.0192101	0.0192101	0.0192101	0.0192101	0.0192101	0.0192101	0.0192101	0.0192101	0.0192101	0.0192101	0.0192101	0.0192101	0.0192101	0.0192101	0.0192101	0.0192101	0.0192101	0.0192101	0.0192101	0.08863252	0.0786964	0.07869642	0.2441043
2289	1	-32.88839	-35.15521	2.266822	0.06153169	0.1502307	0.0217716	0.0217716	0.0217716	0.0217716	0.0217716	0.0217716	0.0217716	0.0217716	0.0217716	0.0217716	0.0217716	0.0217716	0.0217716	0.0217716	0.0217716	0.0217716	0.0217716	0.0217716	0.0217716	0.0217716	0.0217716	0.0217716	0.0217716	0.1642303	0.0615317	0.06153169	0.3538279
2290	0	-33.15822	-36.19055	3.032328	0.05172016	0.1971325	0.0240102	0.0240102	0.0240102	0.0240102	0.0240102	0.0240102	0.0240102	0.0240102	0.0240102	0.0240102	0.0240102	0.0240102	0.0240102	0.0240102	0.0240102	0.0240102	0.0240102	0.0240102	0.0240102	0.0240102	0.0240102	0.0240102	0.0240102	0.09052261	0.0517202	0.05172016	0.4642329
2291	1	-35.72312	-34.90261	-0.8205135	0.04896447	0.3407055	0.00655549	0.00655549	0.00655549	0.00655549	0.00655549	0.00655549	0.00655549	0.00655549	0.00655549	0.00655549	0.00655549	0.00655549	0.00655549	0.00655549	0.00655549	0.00655549	0.00655549	0.00655549	0.00655549	0.00655549	0.00655549	0.00655549	0.00655549	0.3462051	0.0489645	0.04896447	0.1338825
2292	0	-32.7061	-34.67395	1.967846	0.05324451	0.2480578	0.00351854	0.00351854	0.00351854	0.00351854	0.00351854	0.00351854	0.00351854	0.00351854	0.00351854	0.00351854	0.00351854	0.00351854	0.00351854	0.00351854	0.00351854	0.00351854	0.00351854	0.00351854	0.00351854	0.00351854	0.00351854	0.00351854	0.00351854	0.138317	0.0532445	0.05324451	0.06608268
2293	1	-35.04708	-35.14089	0.09381835	0.04523193	0.2699753	0.00579571	0.00579571	0.00579571	0.00579571	0.00579571	0.00579571	0.00579571	0.00579571	0.00579571	0.00579571	0.00579571	0.00579571	0.00579571	0.00579571	0.00579571	0.00579571	0.00579571	0.00579571	0.00579571	0.00579571	0.00579571	0.00579571	0.00579571	0.3444262	0.0452319	0.04523193	0.1281332
2294	0	-31.16175	-35.22739	4.065641	0.03802398	0.1296323	0.00151956	0.00151956	0.00151956	0.00151956	0.00151956	0.00151956	0.00151956	0.00151956	0.00151956	0.00151956	0.00151956	0.00151956	0.00151956	0.00151956	0.00151956	0.00151956	0.00151956	0.00151956	0.00151956	0.00151956	0.00151956	0.00151956	0.00151956	0.1241314	0.038024	0.03802398	0.03996308
2295	1	-32.50269	-35.27091	2.768214	0.0364172	0.2487191	0.000320935	0.000320935	0.000320935	0.000320935	0.000320935	0.000320935	0.000320935	0.000320935	0.000320935	0.000320935	0.000320935	0.000320935	0.000320935	0.000320935	0.000320935	0.000320935	0.000320935	0.000320935	0.000320935	0.000320935	0.000320935	0.000320935	0.000320935	0.1429336	0.0364172	0.0364172	0.008812725
2296	0	-31.54776	-36.94545	5.397688	0.0272065	0.1146401	0.000141067	0.000141067	0.000141067	0.000141067	0.000141067	0.000141067	0.000141067	0.000141067	0.000141067	0.000141067	0.000141067	0.000141067	0.000141067	0.000141067	0.000141067	0.000141067	0.000141067	0.000141067	0.000141067	0.000141067	0.000141067	0.000141067	0.000141067	0.06076356	0.0272065	0.0272065	0.005185056
2297	1	-32.72695	-34.7564	2.029443	0.05337982	0.2141866	0.00978617	0.00978617	0.00978617	0.00978617	0.00978617	0.00978617	0.00978617	0.00978617	0.00978617	0.00978617	0.00978617	0.00978617	0.00978617	0.00978617	0.00978617	0.00978617	0.00978617	0.00978617	0.00978617	0.00978617	0.00978617	0.00978617	0.00978617	0.1653425	0.0533798	0.05337982	0.1833308
2298	0	-31.44027	-35.64378	4.203513	0.05360209	0.06270994	0.00961654	0.00961654	0.00961654	0.00961654	0.00961654	0.00961654	0.00961654	0.00961654	0.00961654	0.00961654	0.00961654	0.00961654	0.00961654	0.00961654	0.00961654	0.00961654	0.00961654	0.00961654	0.00961654	0.00961654	0.00961654	0.00961654	0.00961654	0.0982852	0.0536021	0.05360209	0.179406
2299	1	-34.77575	-36.57995	1.804195	0.07420328	0.07533907	0.0241519	0.0241519	0.0241519	0.0241519	0.0241519	0.0241519	0.0241519	0.0241519	0.0241519	0.0241519	0.0241519	0.0241519	0.0241519	0.0241519	0.0241519	0.0241519	0.0241519	0.0241519	0.0241519	0.0241519	0.0241519	0.0241519	0.0241519	0.2211395	0.0742033	0.07420328	0.3254829
2300	0	-33.33662	-35.91213	2.575518	0.07696998	0.05780455	0.0208137	0.0208137	0.0208137	0.0208137	0.0208137	0.0208137	0.0208137	0.0208137	0.0208137	0.0208137	0.0208137	0.0208137	0.0208137	0.0208137	0.0208137	0.0208137	0.0208137	0.0208137	0.0208137	0.0208137	0.0208137	0.0208137	0.0208137	0.1475145	0.07697	0.07696998	0.270413
2301	1	-38.12667	-44.42207	6.2954	0.01055503	0.0794505	0.0082852	0.0082852	0.0082852	0.0082852	0.0082852	0.0082852	0.0082852	0.0082852	0.0082852	0.0082852	0.0082852	0.0082852	0.0082852	0.0082852	0.0082852	0.0082852	0.0082852	0.0082852	0.0082852	0.0082852	0.0082852	0.0082852	0.0082852	0.09060523	0.010555	0.01055503	0.7849528
2302	0	-31.04709	-35.96814	4.921047	0.03542994	0.06560139	0.000497989	0.000497989	0.000497989	0.000497989	0.000497989	0.000497989	0.000497989	0.000497989	0.000497989	0.000497989	0.000497989	0.000497989	0.000497989	0.000497989	0.000497989	0.000497989	0.000497989	0.000497989	0.000497989	0.000497989	0.000497989	0.000497989	0.000497989	0.1157735	0.0354299	0.03542994	0.01405561
2303	1	-32.36287	-35.53415	3.171278	0.06886951	0.07353103	0.0160318	0.0160318	0.0160318	0.0160318	0.0160318	0.0160318	0.0160318	0.0160318	0.0160318	0.0160318	0.0160318	0.0160318	0.0160318	0.0160318	0.0160318	0.0160318	0.0160318	0.0160318	0.0160318	0.0160318	0.0160318	0.0160318	0.0160318	0.1132816	0.0688695	0.06886951	0.2327853
2304	0	-30.5299	-35.14243	4.612524	0.04105695	0.115913	0.00102521	0.00102521	0.00102521	0.00102521	0.00102521	0.00102521	0.00102521	0.00102521	0.00102521	0.00102521	0.00102521	0.00102521	0.00102521	0.00102521	0.00102521	0.00102521	0.00102521	0.00102521	0.00102521	0.00102521	0.00102521	0.00102521	0.00102521	0.06778516	0.041057	0.04105695	0.0249704
2305	1	-33.08084	-36.0386	2.957764	0.05622485	0.06632059	0.00864381	0.00864381	0.00864381	0.00864381	0.00864381	0.00864381	0.00864381	0.00864381	0.00864381	0.00864381	0.00864381	0.00864381	0.00864381	0.00864381	0.00864381	0.00864381	0.00864381	0.00864381	0.00864381	0.00864381	0.00864381	0.00864381	0.00864381	0.205952	0.0562249	0.05622485	0.1537365
2306	0	-36.52637	-37.75776	1.231386	0.08305663	0.0758998	0.0502056	0.0502056	0.0502056	0.0502056	0.0502056	0.0502056	0.0502056	0.0502056	0.0502056	0.0502056	0.0502056	0.0502056	0.0502056	0.0502056	0.0502056	0.0502056	0.0502056	0.0502056	0.0502056	0.0502056	0.0502056	0.0502056	0.0502056	0.2329732	0.0830566	0.08305663	0.6044746
2307	1	-32.9946	-38.49134	5.496738	0.02423022	0.04784787	0.00202329	0.00202329	0.00202329	0.00202329	0.00202329	0.00202329	0.00202329	0.00202329	0.00202329	0.00202329	0.00202329	0.00202329	0.00202329	0.00202329	0.00202329	0.00202329	0.00202329	0.00202329	0.00202329	0.00202329	0.00202329	0.00202329	0.00202329	0.1327406	0.0242302	0.02423022	0.08350267
2308	0	-32.40799	-35.14723	2.739241	0.07078145	0.1566772	0.0218476	0.0218476	0.0218476	0.0218476	0.0218476	0.0218476	0.0218476	0.0218476	0.0218476	0.0218476	0.0218476	0.0218476	0.0218476	0.0218476	0.0218476	0.0218476	0.0218476	0.0218476	0.0218476	0.0218476	0.0218476	0.0218476	0.0218476	0.06364563	0.0707815	0.07078145	0.3086629
2309	1	-31.63481	-36.41436	4.779551	0.03829715	0.150117	0.00966621	0.00966621	0.00966621	0.00966621	0.00966621	0.00966621	0.00966621	0.00966621	0.00966621	0.00966621	0.00966621	0.00966621	0.00966621	0.00966621	0.00966621	0.00966621	0.00966621	0.00966621	0.00966621	0.00966621	0.00966621	0.00966621	0.00966621	0.03087062	0.0382972	0.03829715	0.2524001
2310	0	-31.78913	-35.73353	3.944399	0.03598876	0.2077796	0.00116352	0.00116352	0.00116352	0.00116352	0.00116352	0.00116352	0.00116352	0.00116352	0.00116352	0.00116352	0.00116352	0.00116352	0.00116352	0.00116352	0.00116352	0.00116352	0.00116352	0.00116352	0.00116352	0.00116352	0.00116352	0.00116352	0.00116352	0.0684269	0.0359888	0.03598876	0.03232999
