Iteration	Replicate_ID	Posterior	Likelihood	Prior	delta	gamma
244	0	-13.17867	-15.24116	2.062486	0.08955903	0.1647094
245	1	-13.68586	-15.01687	1.331017	0.2131116	0.1143037
246	2	-12.8342	-15.04979	2.215589	0.1648584	0.07409973
247	3	-15.91256	-15.04062	-0.8719422	0.2640673	0.283644
248	0	-12.7886	-15.22113	2.432525	0.1139064	0.1033581
249	1	-13.3803	-15.01612	1.635812	0.1489115	0.1480243
250	2	-12.47179	-15.73515	3.263362	0.09725135	0.0369295
251	3	-14.19756	-14.9708	0.7732441	0.2111271	0.1720655
252	0	-13.04069	-15.16426	2.123575	0.1035306	0.144629
253	1	-13.60184	-14.95712	1.35529	0.1963605	0.1286276
254	2	-12.46576	-15.28929	2.823525	0.1444709	0.0336936
255	3	-13.65999	-14.98191	1.321915	0.1730516	0.1552739
256	0	-12.98407	-15.99531	3.011244	0.05279982	0.1065928
257	1	-13.21552	-14.99839	1.782877	0.186877	0.09535229
258	2	-12.7523	-15.20346	2.451164	0.166042	0.04935863
259	3	-15.54052	-15.16716	-0.3733576	0.2978972	0.1999556
260	0	-12.96164	-15.94422	2.982581	0.05440301	0.1078559
261	1	-12.88819	-15.19903	2.31084	0.1104138	0.1190192
262	2	-15.10417	-14.99398	-0.1101905	0.2206188	0.2509173
263	3	-16.77806	-16.10012	-0.6779429	0.3473062	0.1810051
264	0	-12.89725	-15.4987	2.601452	0.07058638	0.1297854
265	1	-12.8888	-16.01814	3.129335	0.06231242	0.08527113
266	2	-16.2248	-15.12582	-1.098978	0.3163542	0.2540606
267	3	-13.63866	-15.49201	1.853345	0.2093762	0.06580633
268	0	-13.79773	-14.96132	1.16359	0.1953291	0.1488289
269	1	-13.79502	-16.67871	2.883683	0.02816442	0.1439843
270	2	-15.99275	-15.5034	-0.4893499	0.1990083	0.3104437
271	3	-12.3477	-15.38344	3.035731	0.1281839	0.02876006
272	0	-14.12668	-14.96536	0.8386752	0.2130559	0.1635936
273	1	-13.26498	-16.25498	2.990002	0.03740579	0.1241111
274	2	-14.59951	-14.99796	0.3984499	0.1822716	0.2384004
275	3	-12.56718	-15.54465	2.977478	0.09742069	0.06534851
276	0	-14.63215	-15.19498	0.562823	0.2605794	0.1436553
277	1	-15.25506	-18.88782	3.63276	0.01199199	0.08524904
278	2	-13.43514	-14.98999	1.554848	0.1662678	0.1387643
279	3	-12.45684	-15.50883	3.051998	0.1071182	0.04819903
280	0	-13.16643	-15.02318	1.856752	0.1524195	0.1224224
281	1	-14.37414	-17.77813	3.403984	0.01533905	0.1047795
282	2	-12.70643	-15.11838	2.411945	0.1607962	0.05852633
283	3	-13.02062	-15.17489	2.154273	0.1025837	0.142506
284	0	-12.36248	-15.41626	3.053779	0.1204629	0.03467621
285	1	-13.15342	-16.42876	3.275341	0.04824161	0.08474135
286	2	-13.9744	-16.15433	2.179932	0.2049054	0.03761846
287	3	-14.31523	-16.1326	1.817372	0.223784	0.05499583
288	0	-13.27567	-15.04478	1.769115	0.1340991	0.1495064
289	1	-13.23432	-16.51359	3.279272	0.04403313	0.08855669
290	2	-14.42242	-16.01693	1.594505	0.2334711	0.06759535
291	3	-12.89224	-15.04378	2.151538	0.1526947	0.09266851
292	0	-12.58265	-15.44898	2.866332	0.1021755	0.0717084
293	1	-13.0268	-15.09427	2.067469	0.1299717	0.1237984
294	2	-12.4551	-15.26851	2.81341	0.1291508	0.05002521
295	3	-12.76137	-15.90968	3.148306	0.07308035	0.07260608
296	0	-12.6042	-15.38641	2.782216	0.1057379	0.07655759
297	1	-13.12399	-15.5291	2.405116	0.1810638	0.03894161
298	2	-13.93053	-16.20911	2.278586	0.2003753	0.03228315
299	3	-12.63217	-15.55593	2.923758	0.09178422	0.07635697
300	0	-13.45432	-16.56021	3.105888	0.03069027	0.1192379
301	1	-13.10927	-16.77848	3.669203	0.06353741	0.03005927
302	2	-12.82931	-16.12275	3.293445	0.068871	0.0623015
303	3	-13.0789	-16.04512	2.966219	0.04593508	0.1179601
304	0	-12.38371	-15.44906	3.065352	0.1358166	0.01816519
305	1	-13.55544	-17.32927	3.773827	0.05218985	0.03094445
306	2	-12.49334	-15.65109	3.157751	0.09825838	0.04648357
307	3	-12.623	-15.8253	3.202298	0.08487484	0.05541235
308	0	-13.47401	-16.05055	2.576539	0.1817469	0.0211162
309	1	-13.10614	-15.83711	2.730968	0.05003393	0.1373863
310	2	-15.91964	-17.94945	2.02981	0.2319828	0.02555321
311	3	-12.67809	-15.89249	3.214401	0.08000859	0.05906837
312	0	-12.60438	-16.07246	3.46808	0.08511642	0.02859265
313	1	-12.93699	-15.2088	2.271806	0.1030463	0.1302901
314	2	-12.82917	-16.36345	3.534284	0.0728785	0.03421011
315	3	-13.29837	-16.81074	3.512376	0.05032866	0.05895077
316	0	-12.35433	-15.72304	3.368715	0.1051253	0.01852021
317	1	-12.99641	-15.34363	2.347222	0.07906654	0.1467282
318	2	-12.31139	-15.52687	3.215484	0.1177779	0.0211907
319	3	-12.77949	-16.16065	3.381159	0.07334713	0.04905403
320	0	-13.51501	-16.03223	2.517226	0.1847445	0.02404994
321	1	-13.79165	-16.39727	2.605619	0.03880816	0.161147
322	2	-13.32679	-15.6345	2.307714	0.188867	0.04087861
323	3	-12.94895	-15.30277	2.353821	0.08510459	0.1400303
324	0	-14.12454	-16.69579	2.571255	0.1902466	0.0131449
325	1	-14.95327	-17.21639	2.263125	0.04058551	0.193619
326	2	-12.49268	-15.3943	2.901622	0.112746	0.05760888
327	3	-13.58067	-14.97146	1.390787	0.2026477	0.1187906
328	0	-12.47872	-15.58706	3.108341	0.1399812	0.009701682
329	1	-13.64788	-16.84435	3.196476	0.02587916	0.1149903
330	2	-12.4784	-15.26114	2.782745	0.1282093	0.0540332
331	3	-13.13829	-16.13665	2.998361	0.04265923	0.1180216
332	0	-12.29137	-15.61323	3.321858	0.1198025	0.008528719
333	1	-12.96496	-15.78107	2.816111	0.05540058	0.1235053
334	2	-14.88183	-16.05489	1.173066	0.2555927	0.08761771
335	3	-13.3429	-16.86391	3.521013	0.04888612	0.05952961
336	0	-12.72253	-15.70008	2.977549	0.1520788	0.01068329
337	1	-13.8156	-16.651	2.835403	0.02941631	0.1475604
338	2	-13.93919	-15.26091	1.321722	0.228513	0.0998319
339	3	-13.57489	-14.96361	1.38872	0.1855825	0.1360625
340	0	-13.96204	-16.67006	2.708019	0.1822829	0.007432291
341	1	-13.13798	-15.87808	2.740103	0.048389	0.1381178
342	2	-14.01104	-14.97319	0.9621459	0.1938632	0.1704392
343	3	-14.42724	-14.97395	0.5467146	0.1947998	0.2110457
344	0	-12.36724	-15.54143	3.174196	0.1322427	0.01085475
345	1	-14.26932	-17.85244	3.583117	0.0247675	0.07743779
346	2	-13.22806	-15.0676	1.839537	0.1229677	0.1535955
347	3	-13.21864	-14.99302	1.774387	0.1861945	0.0968838
348	0	-12.4225	-15.3063	2.883798	0.1268194	0.04531783
349	1	-15.0578	-18.76323	3.705425	0.01782475	0.07214972
350	2	-13.2343	-15.02848	1.794185	0.1479195	0.1331791
351	3	-14.89633	-15.38176	0.4854208	0.1525243	0.2594507
352	0	-12.43868	-15.29498	2.856298	0.1268122	0.04807496
353	1	-14.2487	-14.97279	0.7240872	0.2130722	0.1750361
354	2	-12.88956	-15.28102	2.391461	0.09365381	0.1277172
355	3	-15.72272	-15.04088	-0.6818414	0.241484	0.2872172
356	0	-12.36997	-15.38903	3.019062	0.1345176	0.02409329
357	1	-12.84262	-15.04667	2.204046	0.1544135	0.08569894
358	2	-12.40498	-15.44719	3.042213	0.1145346	0.0417612
359	3	-12.73698	-15.36454	2.627555	0.09742383	0.1003377
