Iteration	Replicate_ID	Posterior	Likelihood	Prior	clado_fission	clado_fusion	clado_no_change	delta	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	extinction[12]	extinction[13]	extinction[14]	extinction[15]	extinction[16]	extinction[17]	extinction[18]	extinction[19]	extinction[20]	extinction[21]	extinction[22]	extinction[23]	extinction[24]	extinction[25]	extinction[26]	extinction[27]	extinction[28]	extinction[29]	extinction[30]	extinction[31]	extinction[32]	extinction[33]	extinction[34]	extinction[35]	extinction[36]	extinction[37]	extinction[38]	extinction[39]	extinction[40]	gamma	speciation_rates[1]	speciation_rates[2]	speciation_rates[3]	total_speciation	turnover
2450	0	-93.45714	-105.7914	12.33423	0.001328901	0.01416971	0.02543074	0.08621471	0.0213455	0.0213455	0.0213455	0.0213455	0.0213455	0.0213455	0.0213455	0.0213455	0.0213455	0.0213455	0.0213455	0.0213455	0.0213455	0.0213455	0.0213455	0.0213455	0.0213455	0.0213455	0.0213455	0.0213455	0.0213455	0.0213455	0.0213455	0.0213455	0.0213455	0.0213455	0.0213455	0.0213455	0.0213455	0.0213455	0.0213455	0.0213455	0.0213455	0.0213455	0.0213455	0.0213455	0.0213455	0.0213455	0.0213455	0.0213455	0.08478679	0.0254307	0.0013289	0.0141697	0.04092934	0.5215216
2451	1	-96.54716	-102.4082	5.861074	0.000897835	0.05583459	0.03685411	0.06976214	0.0804047	0.0804047	0.0804047	0.0804047	0.0804047	0.0804047	0.0804047	0.0804047	0.0804047	0.0804047	0.0804047	0.0804047	0.0804047	0.0804047	0.0804047	0.0804047	0.0804047	0.0804047	0.0804047	0.0804047	0.0804047	0.0804047	0.0804047	0.0804047	0.0804047	0.0804047	0.0804047	0.0804047	0.0804047	0.0804047	0.0804047	0.0804047	0.0804047	0.0804047	0.0804047	0.0804047	0.0804047	0.0804047	0.0804047	0.0804047	0.1127627	0.0368541	0.000897835	0.0558346	0.09358653	0.8591487
2452	0	-97.72083	-109.8905	12.16969	0.00943841	0.005609972	0.02441385	0.1176211	0.00023794	0.00023794	0.00023794	0.00023794	0.00023794	0.00023794	0.00023794	0.00023794	0.00023794	0.00023794	0.00023794	0.00023794	0.00023794	0.00023794	0.00023794	0.00023794	0.00023794	0.00023794	0.00023794	0.00023794	0.00023794	0.00023794	0.00023794	0.00023794	0.00023794	0.00023794	0.00023794	0.00023794	0.00023794	0.00023794	0.00023794	0.00023794	0.00023794	0.00023794	0.00023794	0.00023794	0.00023794	0.00023794	0.00023794	0.00023794	0.08754874	0.0244139	0.00943841	0.00560997	0.03946223	0.006029572
2453	1	-94.30823	-105.4094	11.10119	0.001248132	0.03027104	0.01773014	0.07321055	0.02513	0.02513	0.02513	0.02513	0.02513	0.02513	0.02513	0.02513	0.02513	0.02513	0.02513	0.02513	0.02513	0.02513	0.02513	0.02513	0.02513	0.02513	0.02513	0.02513	0.02513	0.02513	0.02513	0.02513	0.02513	0.02513	0.02513	0.02513	0.02513	0.02513	0.02513	0.02513	0.02513	0.02513	0.02513	0.02513	0.02513	0.02513	0.02513	0.02513	0.1206389	0.0177301	0.00124813	0.030271	0.04924932	0.5102615
2454	0	-94.84208	-106.4688	11.62677	0.00180637	0.03455347	0.01376799	0.04169892	0.040316	0.040316	0.040316	0.040316	0.040316	0.040316	0.040316	0.040316	0.040316	0.040316	0.040316	0.040316	0.040316	0.040316	0.040316	0.040316	0.040316	0.040316	0.040316	0.040316	0.040316	0.040316	0.040316	0.040316	0.040316	0.040316	0.040316	0.040316	0.040316	0.040316	0.040316	0.040316	0.040316	0.040316	0.040316	0.040316	0.040316	0.040316	0.040316	0.040316	0.08898499	0.013768	0.00180637	0.0345535	0.05012782	0.8042643
2455	1	-93.73862	-107.4633	13.72467	0.02248586	0.002255376	0.008276364	0.07634443	0.0138637	0.0138637	0.0138637	0.0138637	0.0138637	0.0138637	0.0138637	0.0138637	0.0138637	0.0138637	0.0138637	0.0138637	0.0138637	0.0138637	0.0138637	0.0138637	0.0138637	0.0138637	0.0138637	0.0138637	0.0138637	0.0138637	0.0138637	0.0138637	0.0138637	0.0138637	0.0138637	0.0138637	0.0138637	0.0138637	0.0138637	0.0138637	0.0138637	0.0138637	0.0138637	0.0138637	0.0138637	0.0138637	0.0138637	0.0138637	0.0511418	0.00827636	0.0224859	0.00225538	0.0330176	0.419889
2456	0	-94.19868	-106.2664	12.06769	0.000480482	0.031262	0.01294572	0.0584252	0.0189115	0.0189115	0.0189115	0.0189115	0.0189115	0.0189115	0.0189115	0.0189115	0.0189115	0.0189115	0.0189115	0.0189115	0.0189115	0.0189115	0.0189115	0.0189115	0.0189115	0.0189115	0.0189115	0.0189115	0.0189115	0.0189115	0.0189115	0.0189115	0.0189115	0.0189115	0.0189115	0.0189115	0.0189115	0.0189115	0.0189115	0.0189115	0.0189115	0.0189115	0.0189115	0.0189115	0.0189115	0.0189115	0.0189115	0.0189115	0.0938452	0.0129457	0.000480482	0.031262	0.0446882	0.423188
2457	1	-93.64051	-105.9247	12.2842	0.004330853	0.004435414	0.03179079	0.1221117	0.0212752	0.0212752	0.0212752	0.0212752	0.0212752	0.0212752	0.0212752	0.0212752	0.0212752	0.0212752	0.0212752	0.0212752	0.0212752	0.0212752	0.0212752	0.0212752	0.0212752	0.0212752	0.0212752	0.0212752	0.0212752	0.0212752	0.0212752	0.0212752	0.0212752	0.0212752	0.0212752	0.0212752	0.0212752	0.0212752	0.0212752	0.0212752	0.0212752	0.0212752	0.0212752	0.0212752	0.0212752	0.0212752	0.0212752	0.0212752	0.05838845	0.0317908	0.00433085	0.00443541	0.04055706	0.5245754
2458	0	-94.01139	-105.1077	11.0963	0.01169103	0.031262	0.006823403	0.09244584	0.0342926	0.0342926	0.0342926	0.0342926	0.0342926	0.0342926	0.0342926	0.0342926	0.0342926	0.0342926	0.0342926	0.0342926	0.0342926	0.0342926	0.0342926	0.0342926	0.0342926	0.0342926	0.0342926	0.0342926	0.0342926	0.0342926	0.0342926	0.0342926	0.0342926	0.0342926	0.0342926	0.0342926	0.0342926	0.0342926	0.0342926	0.0342926	0.0342926	0.0342926	0.0342926	0.0342926	0.0342926	0.0342926	0.0342926	0.0342926	0.09552765	0.0068234	0.011691	0.031262	0.04977644	0.6889317
2459	1	-94.22774	-105.1102	10.88244	0.005630626	0.01442124	0.0331401	0.05724667	0.0342406	0.0342406	0.0342406	0.0342406	0.0342406	0.0342406	0.0342406	0.0342406	0.0342406	0.0342406	0.0342406	0.0342406	0.0342406	0.0342406	0.0342406	0.0342406	0.0342406	0.0342406	0.0342406	0.0342406	0.0342406	0.0342406	0.0342406	0.0342406	0.0342406	0.0342406	0.0342406	0.0342406	0.0342406	0.0342406	0.0342406	0.0342406	0.0342406	0.0342406	0.0342406	0.0342406	0.0342406	0.0342406	0.0342406	0.0342406	0.1108733	0.0331401	0.00563063	0.0144212	0.05319196	0.6437176
2460	0	-95.16354	-106.5159	11.35237	0.0009742168	0.031262	0.0126655	0.09313702	0.0341217	0.0341217	0.0341217	0.0341217	0.0341217	0.0341217	0.0341217	0.0341217	0.0341217	0.0341217	0.0341217	0.0341217	0.0341217	0.0341217	0.0341217	0.0341217	0.0341217	0.0341217	0.0341217	0.0341217	0.0341217	0.0341217	0.0341217	0.0341217	0.0341217	0.0341217	0.0341217	0.0341217	0.0341217	0.0341217	0.0341217	0.0341217	0.0341217	0.0341217	0.0341217	0.0341217	0.0341217	0.0341217	0.0341217	0.0341217	0.1280878	0.0126655	0.000974217	0.031262	0.04490172	0.759919
2461	1	-94.06215	-104.7733	10.71116	0.008117511	0.009110733	0.03574606	0.1007948	0.038429	0.038429	0.038429	0.038429	0.038429	0.038429	0.038429	0.038429	0.038429	0.038429	0.038429	0.038429	0.038429	0.038429	0.038429	0.038429	0.038429	0.038429	0.038429	0.038429	0.038429	0.038429	0.038429	0.038429	0.038429	0.038429	0.038429	0.038429	0.038429	0.038429	0.038429	0.038429	0.038429	0.038429	0.038429	0.038429	0.038429	0.038429	0.038429	0.038429	0.08708155	0.0357461	0.00811751	0.00911073	0.0529743	0.7254273
2462	0	-93.76343	-107.3733	13.60992	0.00112501	0.02617773	0.003135318	0.07420516	0.00963123	0.00963123	0.00963123	0.00963123	0.00963123	0.00963123	0.00963123	0.00963123	0.00963123	0.00963123	0.00963123	0.00963123	0.00963123	0.00963123	0.00963123	0.00963123	0.00963123	0.00963123	0.00963123	0.00963123	0.00963123	0.00963123	0.00963123	0.00963123	0.00963123	0.00963123	0.00963123	0.00963123	0.00963123	0.00963123	0.00963123	0.00963123	0.00963123	0.00963123	0.00963123	0.00963123	0.00963123	0.00963123	0.00963123	0.00963123	0.09590183	0.00313532	0.00112501	0.0261777	0.03043806	0.3164207
2463	1	-94.06073	-105.6979	11.6372	0.005857625	0.02542731	0.01553197	0.06837296	0.0339623	0.0339623	0.0339623	0.0339623	0.0339623	0.0339623	0.0339623	0.0339623	0.0339623	0.0339623	0.0339623	0.0339623	0.0339623	0.0339623	0.0339623	0.0339623	0.0339623	0.0339623	0.0339623	0.0339623	0.0339623	0.0339623	0.0339623	0.0339623	0.0339623	0.0339623	0.0339623	0.0339623	0.0339623	0.0339623	0.0339623	0.0339623	0.0339623	0.0339623	0.0339623	0.0339623	0.0339623	0.0339623	0.0339623	0.0339623	0.1012449	0.015532	0.00585762	0.0254273	0.04681691	0.7254273
2464	0	-95.58719	-105.8076	10.22039	0.00123751	0.0274187	0.03259304	0.08364111	0.0334391	0.0334391	0.0334391	0.0334391	0.0334391	0.0334391	0.0334391	0.0334391	0.0334391	0.0334391	0.0334391	0.0334391	0.0334391	0.0334391	0.0334391	0.0334391	0.0334391	0.0334391	0.0334391	0.0334391	0.0334391	0.0334391	0.0334391	0.0334391	0.0334391	0.0334391	0.0334391	0.0334391	0.0334391	0.0334391	0.0334391	0.0334391	0.0334391	0.0334391	0.0334391	0.0334391	0.0334391	0.0334391	0.0334391	0.0334391	0.0533986	0.032593	0.00123751	0.0274187	0.06124925	0.5459505
2465	1	-96.16568	-103.3574	7.191722	0.02709301	0.04542535	0.008324855	0.1030142	0.0688463	0.0688463	0.0688463	0.0688463	0.0688463	0.0688463	0.0688463	0.0688463	0.0688463	0.0688463	0.0688463	0.0688463	0.0688463	0.0688463	0.0688463	0.0688463	0.0688463	0.0688463	0.0688463	0.0688463	0.0688463	0.0688463	0.0688463	0.0688463	0.0688463	0.0688463	0.0688463	0.0688463	0.0688463	0.0688463	0.0688463	0.0688463	0.0688463	0.0688463	0.0688463	0.0688463	0.0688463	0.0688463	0.0688463	0.0688463	0.1003109	0.00832485	0.027093	0.0454254	0.08084322	0.8516028
2466	0	-95.3499	-103.9708	8.620923	0.005841164	0.02415937	0.03259304	0.1292187	0.0462107	0.0462107	0.0462107	0.0462107	0.0462107	0.0462107	0.0462107	0.0462107	0.0462107	0.0462107	0.0462107	0.0462107	0.0462107	0.0462107	0.0462107	0.0462107	0.0462107	0.0462107	0.0462107	0.0462107	0.0462107	0.0462107	0.0462107	0.0462107	0.0462107	0.0462107	0.0462107	0.0462107	0.0462107	0.0462107	0.0462107	0.0462107	0.0462107	0.0462107	0.0462107	0.0462107	0.0462107	0.0462107	0.0462107	0.0462107	0.151536	0.032593	0.00584116	0.0241594	0.06259357	0.7382659
2467	1	-98.85778	-104.4725	5.614727	0.02191936	0.05564751	0.004224343	0.1335293	0.0665191	0.0665191	0.0665191	0.0665191	0.0665191	0.0665191	0.0665191	0.0665191	0.0665191	0.0665191	0.0665191	0.0665191	0.0665191	0.0665191	0.0665191	0.0665191	0.0665191	0.0665191	0.0665191	0.0665191	0.0665191	0.0665191	0.0665191	0.0665191	0.0665191	0.0665191	0.0665191	0.0665191	0.0665191	0.0665191	0.0665191	0.0665191	0.0665191	0.0665191	0.0665191	0.0665191	0.0665191	0.0665191	0.0665191	0.0665191	0.2160491	0.00422434	0.0219194	0.0556475	0.08179121	0.8132796
2468	0	-94.60466	-104.6477	10.04303	0.01564266	0.004175922	0.03550746	0.145127	0.0399662	0.0399662	0.0399662	0.0399662	0.0399662	0.0399662	0.0399662	0.0399662	0.0399662	0.0399662	0.0399662	0.0399662	0.0399662	0.0399662	0.0399662	0.0399662	0.0399662	0.0399662	0.0399662	0.0399662	0.0399662	0.0399662	0.0399662	0.0399662	0.0399662	0.0399662	0.0399662	0.0399662	0.0399662	0.0399662	0.0399662	0.0399662	0.0399662	0.0399662	0.0399662	0.0399662	0.0399662	0.0399662	0.0399662	0.0399662	0.08116667	0.0355075	0.0156427	0.00417592	0.05532604	0.7223767
2469	1	-95.3547	-104.7938	9.439119	0.03657921	0.01267708	0.009881201	0.1137406	0.0390485	0.0390485	0.0390485	0.0390485	0.0390485	0.0390485	0.0390485	0.0390485	0.0390485	0.0390485	0.0390485	0.0390485	0.0390485	0.0390485	0.0390485	0.0390485	0.0390485	0.0390485	0.0390485	0.0390485	0.0390485	0.0390485	0.0390485	0.0390485	0.0390485	0.0390485	0.0390485	0.0390485	0.0390485	0.0390485	0.0390485	0.0390485	0.0390485	0.0390485	0.0390485	0.0390485	0.0390485	0.0390485	0.0390485	0.0390485	0.1269239	0.0098812	0.0365792	0.0126771	0.05913749	0.6603005
2470	0	-93.75497	-106.1177	12.36278	0.005945245	0.003742532	0.02787233	0.1177827	0.0188111	0.0188111	0.0188111	0.0188111	0.0188111	0.0188111	0.0188111	0.0188111	0.0188111	0.0188111	0.0188111	0.0188111	0.0188111	0.0188111	0.0188111	0.0188111	0.0188111	0.0188111	0.0188111	0.0188111	0.0188111	0.0188111	0.0188111	0.0188111	0.0188111	0.0188111	0.0188111	0.0188111	0.0188111	0.0188111	0.0188111	0.0188111	0.0188111	0.0188111	0.0188111	0.0188111	0.0188111	0.0188111	0.0188111	0.0188111	0.09104536	0.0278723	0.00594525	0.00374253	0.03756011	0.5008269
2471	1	-94.99374	-105.799	10.80529	0.002119292	0.005440701	0.0350887	0.151518	0.0209643	0.0209643	0.0209643	0.0209643	0.0209643	0.0209643	0.0209643	0.0209643	0.0209643	0.0209643	0.0209643	0.0209643	0.0209643	0.0209643	0.0209643	0.0209643	0.0209643	0.0209643	0.0209643	0.0209643	0.0209643	0.0209643	0.0209643	0.0209643	0.0209643	0.0209643	0.0209643	0.0209643	0.0209643	0.0209643	0.0209643	0.0209643	0.0209643	0.0209643	0.0209643	0.0209643	0.0209643	0.0209643	0.0209643	0.0209643	0.1516186	0.0350887	0.00211929	0.0054407	0.04264869	0.4915575
2472	0	-95.75973	-106.5631	10.80334	0.001235728	0.03748408	0.0133815	0.1261894	0.0291583	0.0291583	0.0291583	0.0291583	0.0291583	0.0291583	0.0291583	0.0291583	0.0291583	0.0291583	0.0291583	0.0291583	0.0291583	0.0291583	0.0291583	0.0291583	0.0291583	0.0291583	0.0291583	0.0291583	0.0291583	0.0291583	0.0291583	0.0291583	0.0291583	0.0291583	0.0291583	0.0291583	0.0291583	0.0291583	0.0291583	0.0291583	0.0291583	0.0291583	0.0291583	0.0291583	0.0291583	0.0291583	0.0291583	0.0291583	0.06300891	0.0133815	0.00123573	0.0374841	0.0521013	0.5596466
2473	1	-95.82662	-104.8282	9.001548	0.005021985	0.0106266	0.04692979	0.1587354	0.0407793	0.0407793	0.0407793	0.0407793	0.0407793	0.0407793	0.0407793	0.0407793	0.0407793	0.0407793	0.0407793	0.0407793	0.0407793	0.0407793	0.0407793	0.0407793	0.0407793	0.0407793	0.0407793	0.0407793	0.0407793	0.0407793	0.0407793	0.0407793	0.0407793	0.0407793	0.0407793	0.0407793	0.0407793	0.0407793	0.0407793	0.0407793	0.0407793	0.0407793	0.0407793	0.0407793	0.0407793	0.0407793	0.0407793	0.0407793	0.08414031	0.0469298	0.00502198	0.0106266	0.06257838	0.6516523
2474	0	-93.5753	-107.0336	13.45832	0.002185741	0.0138672	0.02043208	0.05584671	0.0176117	0.0176117	0.0176117	0.0176117	0.0176117	0.0176117	0.0176117	0.0176117	0.0176117	0.0176117	0.0176117	0.0176117	0.0176117	0.0176117	0.0176117	0.0176117	0.0176117	0.0176117	0.0176117	0.0176117	0.0176117	0.0176117	0.0176117	0.0176117	0.0176117	0.0176117	0.0176117	0.0176117	0.0176117	0.0176117	0.0176117	0.0176117	0.0176117	0.0176117	0.0176117	0.0176117	0.0176117	0.0176117	0.0176117	0.0176117	0.05640815	0.0204321	0.00218574	0.0138672	0.03648501	0.4827093
2475	1	-95.79187	-106.271	10.47911	0.007508236	0.01051487	0.02704669	0.1936617	0.02763	0.02763	0.02763	0.02763	0.02763	0.02763	0.02763	0.02763	0.02763	0.02763	0.02763	0.02763	0.02763	0.02763	0.02763	0.02763	0.02763	0.02763	0.02763	0.02763	0.02763	0.02763	0.02763	0.02763	0.02763	0.02763	0.02763	0.02763	0.02763	0.02763	0.02763	0.02763	0.02763	0.02763	0.02763	0.02763	0.02763	0.02763	0.02763	0.02763	0.1128595	0.0270467	0.00750824	0.0105149	0.04506979	0.6130488
2476	0	-94.4863	-109.6203	15.134	0.01671666	0.002720194	0.00142559	0.06298234	0.00232889	0.00232889	0.00232889	0.00232889	0.00232889	0.00232889	0.00232889	0.00232889	0.00232889	0.00232889	0.00232889	0.00232889	0.00232889	0.00232889	0.00232889	0.00232889	0.00232889	0.00232889	0.00232889	0.00232889	0.00232889	0.00232889	0.00232889	0.00232889	0.00232889	0.00232889	0.00232889	0.00232889	0.00232889	0.00232889	0.00232889	0.00232889	0.00232889	0.00232889	0.00232889	0.00232889	0.00232889	0.00232889	0.00232889	0.00232889	0.07033437	0.00142559	0.0167167	0.00272019	0.02086245	0.1116305
2477	1	-93.71223	-106.3464	12.63414	0.005770533	0.004269853	0.03078149	0.05324951	0.0202481	0.0202481	0.0202481	0.0202481	0.0202481	0.0202481	0.0202481	0.0202481	0.0202481	0.0202481	0.0202481	0.0202481	0.0202481	0.0202481	0.0202481	0.0202481	0.0202481	0.0202481	0.0202481	0.0202481	0.0202481	0.0202481	0.0202481	0.0202481	0.0202481	0.0202481	0.0202481	0.0202481	0.0202481	0.0202481	0.0202481	0.0202481	0.0202481	0.0202481	0.0202481	0.0202481	0.0202481	0.0202481	0.0202481	0.0202481	0.08905912	0.0307815	0.00577053	0.00426985	0.04082187	0.4960121
2478	0	-94.74561	-107.8699	13.12429	0.01867366	0.0009743905	0.01200837	0.1504318	0.0138275	0.0138275	0.0138275	0.0138275	0.0138275	0.0138275	0.0138275	0.0138275	0.0138275	0.0138275	0.0138275	0.0138275	0.0138275	0.0138275	0.0138275	0.0138275	0.0138275	0.0138275	0.0138275	0.0138275	0.0138275	0.0138275	0.0138275	0.0138275	0.0138275	0.0138275	0.0138275	0.0138275	0.0138275	0.0138275	0.0138275	0.0138275	0.0138275	0.0138275	0.0138275	0.0138275	0.0138275	0.0138275	0.0138275	0.0138275	0.05352714	0.0120084	0.0186737	0.00097439	0.03165642	0.4368006
2479	1	-96.19262	-106.0273	9.83463	0.005401117	0.02139215	0.03189131	0.06225433	0.0409446	0.0409446	0.0409446	0.0409446	0.0409446	0.0409446	0.0409446	0.0409446	0.0409446	0.0409446	0.0409446	0.0409446	0.0409446	0.0409446	0.0409446	0.0409446	0.0409446	0.0409446	0.0409446	0.0409446	0.0409446	0.0409446	0.0409446	0.0409446	0.0409446	0.0409446	0.0409446	0.0409446	0.0409446	0.0409446	0.0409446	0.0409446	0.0409446	0.0409446	0.0409446	0.0409446	0.0409446	0.0409446	0.0409446	0.0409446	0.1443277	0.0318913	0.00540112	0.0213922	0.05868457	0.6977068
2480	0	-96.64597	-102.8762	6.230182	0.04983823	0.02685604	0.01544278	0.07754718	0.0731338	0.0731338	0.0731338	0.0731338	0.0731338	0.0731338	0.0731338	0.0731338	0.0731338	0.0731338	0.0731338	0.0731338	0.0731338	0.0731338	0.0731338	0.0731338	0.0731338	0.0731338	0.0731338	0.0731338	0.0731338	0.0731338	0.0731338	0.0731338	0.0731338	0.0731338	0.0731338	0.0731338	0.0731338	0.0731338	0.0731338	0.0731338	0.0731338	0.0731338	0.0731338	0.0731338	0.0731338	0.0731338	0.0731338	0.0731338	0.08556808	0.0154428	0.0498382	0.026856	0.09213706	0.7937504
2481	1	-95.31889	-103.1334	7.814497	0.01570939	0.0344874	0.02572804	0.08658732	0.0603883	0.0603883	0.0603883	0.0603883	0.0603883	0.0603883	0.0603883	0.0603883	0.0603883	0.0603883	0.0603883	0.0603883	0.0603883	0.0603883	0.0603883	0.0603883	0.0603883	0.0603883	0.0603883	0.0603883	0.0603883	0.0603883	0.0603883	0.0603883	0.0603883	0.0603883	0.0603883	0.0603883	0.0603883	0.0603883	0.0603883	0.0603883	0.0603883	0.0603883	0.0603883	0.0603883	0.0603883	0.0603883	0.0603883	0.0603883	0.1138459	0.025728	0.0157094	0.0344874	0.07592483	0.7953699
2482	0	-95.16034	-103.8695	8.709128	0.01342559	0.02685604	0.02936406	0.08319086	0.0477616	0.0477616	0.0477616	0.0477616	0.0477616	0.0477616	0.0477616	0.0477616	0.0477616	0.0477616	0.0477616	0.0477616	0.0477616	0.0477616	0.0477616	0.0477616	0.0477616	0.0477616	0.0477616	0.0477616	0.0477616	0.0477616	0.0477616	0.0477616	0.0477616	0.0477616	0.0477616	0.0477616	0.0477616	0.0477616	0.0477616	0.0477616	0.0477616	0.0477616	0.0477616	0.0477616	0.0477616	0.0477616	0.0477616	0.0477616	0.1035947	0.0293641	0.0134256	0.026856	0.06964569	0.6857796
2483	1	-96.98833	-102.7947	5.806345	0.02267286	5.317175e-05	0.06822735	0.1468415	0.0788261	0.0788261	0.0788261	0.0788261	0.0788261	0.0788261	0.0788261	0.0788261	0.0788261	0.0788261	0.0788261	0.0788261	0.0788261	0.0788261	0.0788261	0.0788261	0.0788261	0.0788261	0.0788261	0.0788261	0.0788261	0.0788261	0.0788261	0.0788261	0.0788261	0.0788261	0.0788261	0.0788261	0.0788261	0.0788261	0.0788261	0.0788261	0.0788261	0.0788261	0.0788261	0.0788261	0.0788261	0.0788261	0.0788261	0.0788261	0.07294935	0.0682273	0.0226729	5.31718e-05	0.09095338	0.8666651
2484	0	-99.70042	-104.5181	4.817718	0.03838382	0.00212613	0.05939905	0.1723241	0.0895537	0.0895537	0.0895537	0.0895537	0.0895537	0.0895537	0.0895537	0.0895537	0.0895537	0.0895537	0.0895537	0.0895537	0.0895537	0.0895537	0.0895537	0.0895537	0.0895537	0.0895537	0.0895537	0.0895537	0.0895537	0.0895537	0.0895537	0.0895537	0.0895537	0.0895537	0.0895537	0.0895537	0.0895537	0.0895537	0.0895537	0.0895537	0.0895537	0.0895537	0.0895537	0.0895537	0.0895537	0.0895537	0.0895537	0.0895537	0.03819765	0.059399	0.0383838	0.00212613	0.099909	0.8963526
2485	1	-95.29815	-105.0521	9.75392	0.03862932	0.003376727	0.01978985	0.1035204	0.0511127	0.0511127	0.0511127	0.0511127	0.0511127	0.0511127	0.0511127	0.0511127	0.0511127	0.0511127	0.0511127	0.0511127	0.0511127	0.0511127	0.0511127	0.0511127	0.0511127	0.0511127	0.0511127	0.0511127	0.0511127	0.0511127	0.0511127	0.0511127	0.0511127	0.0511127	0.0511127	0.0511127	0.0511127	0.0511127	0.0511127	0.0511127	0.0511127	0.0511127	0.0511127	0.0511127	0.0511127	0.0511127	0.0511127	0.0511127	0.07356575	0.0197899	0.0386293	0.00337673	0.06179591	0.8271211
2486	0	-97.90613	-102.5331	4.626976	0.04414275	0.01582935	0.04798919	0.06114077	0.0967714	0.0967714	0.0967714	0.0967714	0.0967714	0.0967714	0.0967714	0.0967714	0.0967714	0.0967714	0.0967714	0.0967714	0.0967714	0.0967714	0.0967714	0.0967714	0.0967714	0.0967714	0.0967714	0.0967714	0.0967714	0.0967714	0.0967714	0.0967714	0.0967714	0.0967714	0.0967714	0.0967714	0.0967714	0.0967714	0.0967714	0.0967714	0.0967714	0.0967714	0.0967714	0.0967714	0.0967714	0.0967714	0.0967714	0.0967714	0.07123037	0.0479892	0.0441427	0.0158293	0.1079613	0.8963526
2487	1	-96.20402	-103.2465	7.042502	0.01746654	0.04985668	0.01280558	0.1049178	0.0671679	0.0671679	0.0671679	0.0671679	0.0671679	0.0671679	0.0671679	0.0671679	0.0671679	0.0671679	0.0671679	0.0671679	0.0671679	0.0671679	0.0671679	0.0671679	0.0671679	0.0671679	0.0671679	0.0671679	0.0671679	0.0671679	0.0671679	0.0671679	0.0671679	0.0671679	0.0671679	0.0671679	0.0671679	0.0671679	0.0671679	0.0671679	0.0671679	0.0671679	0.0671679	0.0671679	0.0671679	0.0671679	0.0671679	0.0671679	0.1219555	0.0128056	0.0174665	0.0498567	0.08012879	0.8382491
2488	0	-94.88457	-105.671	10.78644	0.04414275	0.007598022	0.001118074	0.1034277	0.0411655	0.0411655	0.0411655	0.0411655	0.0411655	0.0411655	0.0411655	0.0411655	0.0411655	0.0411655	0.0411655	0.0411655	0.0411655	0.0411655	0.0411655	0.0411655	0.0411655	0.0411655	0.0411655	0.0411655	0.0411655	0.0411655	0.0411655	0.0411655	0.0411655	0.0411655	0.0411655	0.0411655	0.0411655	0.0411655	0.0411655	0.0411655	0.0411655	0.0411655	0.0411655	0.0411655	0.0411655	0.0411655	0.0411655	0.0411655	0.07831416	0.00111807	0.0441427	0.00759802	0.05285885	0.7787809
2489	1	-97.71302	-102.4242	4.7112	0.06075038	0.01887583	0.02246865	0.1300355	0.0855809	0.0855809	0.0855809	0.0855809	0.0855809	0.0855809	0.0855809	0.0855809	0.0855809	0.0855809	0.0855809	0.0855809	0.0855809	0.0855809	0.0855809	0.0855809	0.0855809	0.0855809	0.0855809	0.0855809	0.0855809	0.0855809	0.0855809	0.0855809	0.0855809	0.0855809	0.0855809	0.0855809	0.0855809	0.0855809	0.0855809	0.0855809	0.0855809	0.0855809	0.0855809	0.0855809	0.0855809	0.0855809	0.0855809	0.0855809	0.06474562	0.0224686	0.0607504	0.0188758	0.1020948	0.8382491
2490	0	-95.18132	-105.5479	10.36661	0.01377092	0.01232306	0.03139686	0.05705627	0.0436856	0.0436856	0.0436856	0.0436856	0.0436856	0.0436856	0.0436856	0.0436856	0.0436856	0.0436856	0.0436856	0.0436856	0.0436856	0.0436856	0.0436856	0.0436856	0.0436856	0.0436856	0.0436856	0.0436856	0.0436856	0.0436856	0.0436856	0.0436856	0.0436856	0.0436856	0.0436856	0.0436856	0.0436856	0.0436856	0.0436856	0.0436856	0.0436856	0.0436856	0.0436856	0.0436856	0.0436856	0.0436856	0.0436856	0.0436856	0.1107408	0.0313969	0.0137709	0.0123231	0.05749084	0.759871
2491	1	-95.29106	-105.0123	9.72119	0.009849603	0.00376925	0.03939907	0.1423967	0.0311576	0.0311576	0.0311576	0.0311576	0.0311576	0.0311576	0.0311576	0.0311576	0.0311576	0.0311576	0.0311576	0.0311576	0.0311576	0.0311576	0.0311576	0.0311576	0.0311576	0.0311576	0.0311576	0.0311576	0.0311576	0.0311576	0.0311576	0.0311576	0.0311576	0.0311576	0.0311576	0.0311576	0.0311576	0.0311576	0.0311576	0.0311576	0.0311576	0.0311576	0.0311576	0.0311576	0.0311576	0.0311576	0.0311576	0.0311576	0.1439495	0.0393991	0.0098496	0.00376925	0.05301792	0.5876814
