Iteration	Replicate_ID	Posterior	Likelihood	Prior	clado_fission	clado_fusion	clado_no_change	delta	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	extinction[12]	extinction[13]	extinction[14]	extinction[15]	extinction[16]	extinction[17]	extinction[18]	extinction[19]	extinction[20]	extinction[21]	extinction[22]	extinction[23]	extinction[24]	extinction[25]	extinction[26]	extinction[27]	extinction[28]	extinction[29]	extinction[30]	extinction[31]	extinction[32]	extinction[33]	extinction[34]	extinction[35]	extinction[36]	extinction[37]	extinction[38]	extinction[39]	extinction[40]	gamma	speciation_rates[1]	speciation_rates[2]	speciation_rates[3]	total_speciation	turnover
32	0	-95.90478	-103.0092	7.104418	0.008130621	0.05065688	0.02735639	0.06555993	0.0668896	0.0668896	0.0668896	0.0668896	0.0668896	0.0668896	0.0668896	0.0668896	0.0668896	0.0668896	0.0668896	0.0668896	0.0668896	0.0668896	0.0668896	0.0668896	0.0668896	0.0668896	0.0668896	0.0668896	0.0668896	0.0668896	0.0668896	0.0668896	0.0668896	0.0668896	0.0668896	0.0668896	0.0668896	0.0668896	0.0668896	0.0668896	0.0668896	0.0668896	0.0668896	0.0668896	0.0668896	0.0668896	0.0668896	0.0668896	0.0824942	0.0273564	0.00813062	0.0506569	0.0861439	0.7764864
33	1	-94.82383	-103.6549	8.83106	0.03109148	0.01688264	0.02260707	0.08741846	0.056248	0.056248	0.056248	0.056248	0.056248	0.056248	0.056248	0.056248	0.056248	0.056248	0.056248	0.056248	0.056248	0.056248	0.056248	0.056248	0.056248	0.056248	0.056248	0.056248	0.056248	0.056248	0.056248	0.056248	0.056248	0.056248	0.056248	0.056248	0.056248	0.056248	0.056248	0.056248	0.056248	0.056248	0.056248	0.056248	0.056248	0.056248	0.056248	0.056248	0.07587854	0.0226071	0.0310915	0.0168826	0.07058119	0.7969255
34	0	-95.84378	-108.3883	12.54448	0.01193216	0.01654796	0.002581134	0.1296578	0.00107599	0.00107599	0.00107599	0.00107599	0.00107599	0.00107599	0.00107599	0.00107599	0.00107599	0.00107599	0.00107599	0.00107599	0.00107599	0.00107599	0.00107599	0.00107599	0.00107599	0.00107599	0.00107599	0.00107599	0.00107599	0.00107599	0.00107599	0.00107599	0.00107599	0.00107599	0.00107599	0.00107599	0.00107599	0.00107599	0.00107599	0.00107599	0.00107599	0.00107599	0.00107599	0.00107599	0.00107599	0.00107599	0.00107599	0.00107599	0.1394685	0.00258113	0.0119322	0.016548	0.03106125	0.03464093
35	1	-95.97527	-107.9533	11.97807	0.01490419	0.008189908	0.01221659	0.1171244	0.00750199	0.00750199	0.00750199	0.00750199	0.00750199	0.00750199	0.00750199	0.00750199	0.00750199	0.00750199	0.00750199	0.00750199	0.00750199	0.00750199	0.00750199	0.00750199	0.00750199	0.00750199	0.00750199	0.00750199	0.00750199	0.00750199	0.00750199	0.00750199	0.00750199	0.00750199	0.00750199	0.00750199	0.00750199	0.00750199	0.00750199	0.00750199	0.00750199	0.00750199	0.00750199	0.00750199	0.00750199	0.00750199	0.00750199	0.00750199	0.1573343	0.0122166	0.0149042	0.00818991	0.03531069	0.2124565
36	0	-95.85352	-103.9993	8.145735	0.01193216	0.01386133	0.04766252	0.09127693	0.0496763	0.0496763	0.0496763	0.0496763	0.0496763	0.0496763	0.0496763	0.0496763	0.0496763	0.0496763	0.0496763	0.0496763	0.0496763	0.0496763	0.0496763	0.0496763	0.0496763	0.0496763	0.0496763	0.0496763	0.0496763	0.0496763	0.0496763	0.0496763	0.0496763	0.0496763	0.0496763	0.0496763	0.0496763	0.0496763	0.0496763	0.0496763	0.0496763	0.0496763	0.0496763	0.0496763	0.0496763	0.0496763	0.0496763	0.0496763	0.1058415	0.0476625	0.0119322	0.0138613	0.07345601	0.676273
37	1	-98.53754	-106.4877	7.95021	0.03294095	0.001070442	0.01468951	0.2890894	0.0321912	0.0321912	0.0321912	0.0321912	0.0321912	0.0321912	0.0321912	0.0321912	0.0321912	0.0321912	0.0321912	0.0321912	0.0321912	0.0321912	0.0321912	0.0321912	0.0321912	0.0321912	0.0321912	0.0321912	0.0321912	0.0321912	0.0321912	0.0321912	0.0321912	0.0321912	0.0321912	0.0321912	0.0321912	0.0321912	0.0321912	0.0321912	0.0321912	0.0321912	0.0321912	0.0321912	0.0321912	0.0321912	0.0321912	0.0321912	0.2264793	0.0146895	0.0329409	0.00107044	0.0487009	0.6609984
38	0	-96.13588	-106.9837	10.84781	0.02073948	0.01186527	0.006338398	0.1811361	0.0250829	0.0250829	0.0250829	0.0250829	0.0250829	0.0250829	0.0250829	0.0250829	0.0250829	0.0250829	0.0250829	0.0250829	0.0250829	0.0250829	0.0250829	0.0250829	0.0250829	0.0250829	0.0250829	0.0250829	0.0250829	0.0250829	0.0250829	0.0250829	0.0250829	0.0250829	0.0250829	0.0250829	0.0250829	0.0250829	0.0250829	0.0250829	0.0250829	0.0250829	0.0250829	0.0250829	0.0250829	0.0250829	0.0250829	0.0250829	0.1624897	0.0063384	0.0207395	0.0118653	0.03894314	0.6440906
39	1	-102.0213	-108.0713	6.049925	0.01059754	0.04835912	0.005657184	0.2983486	0.0539621	0.0539621	0.0539621	0.0539621	0.0539621	0.0539621	0.0539621	0.0539621	0.0539621	0.0539621	0.0539621	0.0539621	0.0539621	0.0539621	0.0539621	0.0539621	0.0539621	0.0539621	0.0539621	0.0539621	0.0539621	0.0539621	0.0539621	0.0539621	0.0539621	0.0539621	0.0539621	0.0539621	0.0539621	0.0539621	0.0539621	0.0539621	0.0539621	0.0539621	0.0539621	0.0539621	0.0539621	0.0539621	0.0539621	0.0539621	0.2151129	0.00565718	0.0105975	0.0483591	0.06461384	0.8351481
40	0	-95.45916	-107.1696	11.71041	0.02303323	0.006639703	0.00574775	0.1374071	0.0163623	0.0163623	0.0163623	0.0163623	0.0163623	0.0163623	0.0163623	0.0163623	0.0163623	0.0163623	0.0163623	0.0163623	0.0163623	0.0163623	0.0163623	0.0163623	0.0163623	0.0163623	0.0163623	0.0163623	0.0163623	0.0163623	0.0163623	0.0163623	0.0163623	0.0163623	0.0163623	0.0163623	0.0163623	0.0163623	0.0163623	0.0163623	0.0163623	0.0163623	0.0163623	0.0163623	0.0163623	0.0163623	0.0163623	0.0163623	0.1624897	0.00574775	0.0230332	0.0066397	0.03542068	0.4619414
41	1	-94.65956	-107.6963	13.03676	0.01689037	0.01218286	0.004132561	0.08048306	0.00601282	0.00601282	0.00601282	0.00601282	0.00601282	0.00601282	0.00601282	0.00601282	0.00601282	0.00601282	0.00601282	0.00601282	0.00601282	0.00601282	0.00601282	0.00601282	0.00601282	0.00601282	0.00601282	0.00601282	0.00601282	0.00601282	0.00601282	0.00601282	0.00601282	0.00601282	0.00601282	0.00601282	0.00601282	0.00601282	0.00601282	0.00601282	0.00601282	0.00601282	0.00601282	0.00601282	0.00601282	0.00601282	0.00601282	0.00601282	0.1135214	0.00413256	0.0168904	0.0121829	0.0332058	0.1810776
42	0	-95.05308	-107.6157	12.56265	0.02419705	0.005271166	0.008115182	0.1083482	0.026348	0.026348	0.026348	0.026348	0.026348	0.026348	0.026348	0.026348	0.026348	0.026348	0.026348	0.026348	0.026348	0.026348	0.026348	0.026348	0.026348	0.026348	0.026348	0.026348	0.026348	0.026348	0.026348	0.026348	0.026348	0.026348	0.026348	0.026348	0.026348	0.026348	0.026348	0.026348	0.026348	0.026348	0.026348	0.026348	0.026348	0.026348	0.026348	0.026348	0.08021154	0.00811518	0.0241971	0.00527117	0.0375834	0.7010529
43	1	-95.87598	-105.8387	9.962756	0.03304491	0.01218286	0.01165488	0.1333244	0.0299238	0.0299238	0.0299238	0.0299238	0.0299238	0.0299238	0.0299238	0.0299238	0.0299238	0.0299238	0.0299238	0.0299238	0.0299238	0.0299238	0.0299238	0.0299238	0.0299238	0.0299238	0.0299238	0.0299238	0.0299238	0.0299238	0.0299238	0.0299238	0.0299238	0.0299238	0.0299238	0.0299238	0.0299238	0.0299238	0.0299238	0.0299238	0.0299238	0.0299238	0.0299238	0.0299238	0.0299238	0.0299238	0.0299238	0.0299238	0.08220169	0.0116549	0.0330449	0.0121829	0.05688266	0.5260612
44	0	-93.69866	-105.963	12.26431	0.01570468	0.0118232	0.01258143	0.08972194	0.0196992	0.0196992	0.0196992	0.0196992	0.0196992	0.0196992	0.0196992	0.0196992	0.0196992	0.0196992	0.0196992	0.0196992	0.0196992	0.0196992	0.0196992	0.0196992	0.0196992	0.0196992	0.0196992	0.0196992	0.0196992	0.0196992	0.0196992	0.0196992	0.0196992	0.0196992	0.0196992	0.0196992	0.0196992	0.0196992	0.0196992	0.0196992	0.0196992	0.0196992	0.0196992	0.0196992	0.0196992	0.0196992	0.0196992	0.0196992	0.09817364	0.0125814	0.0157047	0.0118232	0.04010931	0.4911383
45	1	-94.7477	-108.1772	13.42949	0.0129741	9.149539e-05	0.01257075	0.1145887	0.0051823	0.0051823	0.0051823	0.0051823	0.0051823	0.0051823	0.0051823	0.0051823	0.0051823	0.0051823	0.0051823	0.0051823	0.0051823	0.0051823	0.0051823	0.0051823	0.0051823	0.0051823	0.0051823	0.0051823	0.0051823	0.0051823	0.0051823	0.0051823	0.0051823	0.0051823	0.0051823	0.0051823	0.0051823	0.0051823	0.0051823	0.0051823	0.0051823	0.0051823	0.0051823	0.0051823	0.0051823	0.0051823	0.0051823	0.0051823	0.1315375	0.0125708	0.0129741	9.14954e-05	0.02563635	0.2021466
46	0	-96.02756	-109.7605	13.7329	0.007905419	0.01811288	0.003428997	0.1272284	0.0158438	0.0158438	0.0158438	0.0158438	0.0158438	0.0158438	0.0158438	0.0158438	0.0158438	0.0158438	0.0158438	0.0158438	0.0158438	0.0158438	0.0158438	0.0158438	0.0158438	0.0158438	0.0158438	0.0158438	0.0158438	0.0158438	0.0158438	0.0158438	0.0158438	0.0158438	0.0158438	0.0158438	0.0158438	0.0158438	0.0158438	0.0158438	0.0158438	0.0158438	0.0158438	0.0158438	0.0158438	0.0158438	0.0158438	0.0158438	0.04254252	0.003429	0.00790542	0.0181129	0.02944729	0.5380399
47	1	-93.306	-106.5218	13.21577	0.0003078475	0.01291435	0.02271603	0.05771079	0.0166001	0.0166001	0.0166001	0.0166001	0.0166001	0.0166001	0.0166001	0.0166001	0.0166001	0.0166001	0.0166001	0.0166001	0.0166001	0.0166001	0.0166001	0.0166001	0.0166001	0.0166001	0.0166001	0.0166001	0.0166001	0.0166001	0.0166001	0.0166001	0.0166001	0.0166001	0.0166001	0.0166001	0.0166001	0.0166001	0.0166001	0.0166001	0.0166001	0.0166001	0.0166001	0.0166001	0.0166001	0.0166001	0.0166001	0.0166001	0.0854013	0.022716	0.000307848	0.0129143	0.03593823	0.4619072
48	0	-95.2876	-105.6574	10.36979	0.01096005	0.0532947	0.0003541496	0.06137846	0.0441684	0.0441684	0.0441684	0.0441684	0.0441684	0.0441684	0.0441684	0.0441684	0.0441684	0.0441684	0.0441684	0.0441684	0.0441684	0.0441684	0.0441684	0.0441684	0.0441684	0.0441684	0.0441684	0.0441684	0.0441684	0.0441684	0.0441684	0.0441684	0.0441684	0.0441684	0.0441684	0.0441684	0.0441684	0.0441684	0.0441684	0.0441684	0.0441684	0.0441684	0.0441684	0.0441684	0.0441684	0.0441684	0.0441684	0.0441684	0.02015653	0.00035415	0.01096	0.0532947	0.06460889	0.6836274
49	1	-94.53324	-105.3204	10.78713	0.005930101	0.01346106	0.02617326	0.1208959	0.0263686	0.0263686	0.0263686	0.0263686	0.0263686	0.0263686	0.0263686	0.0263686	0.0263686	0.0263686	0.0263686	0.0263686	0.0263686	0.0263686	0.0263686	0.0263686	0.0263686	0.0263686	0.0263686	0.0263686	0.0263686	0.0263686	0.0263686	0.0263686	0.0263686	0.0263686	0.0263686	0.0263686	0.0263686	0.0263686	0.0263686	0.0263686	0.0263686	0.0263686	0.0263686	0.0263686	0.0263686	0.0263686	0.0263686	0.0263686	0.1488509	0.0261733	0.0059301	0.0134611	0.04556442	0.5787102
50	0	-96.38104	-108.9822	12.6012	0.002316438	0.04247916	0.0001139302	0.07740767	0.0307014	0.0307014	0.0307014	0.0307014	0.0307014	0.0307014	0.0307014	0.0307014	0.0307014	0.0307014	0.0307014	0.0307014	0.0307014	0.0307014	0.0307014	0.0307014	0.0307014	0.0307014	0.0307014	0.0307014	0.0307014	0.0307014	0.0307014	0.0307014	0.0307014	0.0307014	0.0307014	0.0307014	0.0307014	0.0307014	0.0307014	0.0307014	0.0307014	0.0307014	0.0307014	0.0307014	0.0307014	0.0307014	0.0307014	0.0307014	0.01884003	0.00011393	0.00231644	0.0424792	0.04490953	0.6836274
51	1	-93.83032	-105.7323	11.90197	0.004773749	0.019251	0.01801732	0.1079852	0.0257757	0.0257757	0.0257757	0.0257757	0.0257757	0.0257757	0.0257757	0.0257757	0.0257757	0.0257757	0.0257757	0.0257757	0.0257757	0.0257757	0.0257757	0.0257757	0.0257757	0.0257757	0.0257757	0.0257757	0.0257757	0.0257757	0.0257757	0.0257757	0.0257757	0.0257757	0.0257757	0.0257757	0.0257757	0.0257757	0.0257757	0.0257757	0.0257757	0.0257757	0.0257757	0.0257757	0.0257757	0.0257757	0.0257757	0.0257757	0.09280758	0.0180173	0.00477375	0.019251	0.04204207	0.6130922
52	0	-94.21869	-106.1446	11.92588	0.006205389	0.04062332	0.004921399	0.05069717	0.0353778	0.0353778	0.0353778	0.0353778	0.0353778	0.0353778	0.0353778	0.0353778	0.0353778	0.0353778	0.0353778	0.0353778	0.0353778	0.0353778	0.0353778	0.0353778	0.0353778	0.0353778	0.0353778	0.0353778	0.0353778	0.0353778	0.0353778	0.0353778	0.0353778	0.0353778	0.0353778	0.0353778	0.0353778	0.0353778	0.0353778	0.0353778	0.0353778	0.0353778	0.0353778	0.0353778	0.0353778	0.0353778	0.0353778	0.0353778	0.03048827	0.0049214	0.00620539	0.0406233	0.05175011	0.6836274
53	1	-94.95954	-105.4829	10.52337	0.00278835	0.04652756	0.005861251	0.04594061	0.0338287	0.0338287	0.0338287	0.0338287	0.0338287	0.0338287	0.0338287	0.0338287	0.0338287	0.0338287	0.0338287	0.0338287	0.0338287	0.0338287	0.0338287	0.0338287	0.0338287	0.0338287	0.0338287	0.0338287	0.0338287	0.0338287	0.0338287	0.0338287	0.0338287	0.0338287	0.0338287	0.0338287	0.0338287	0.0338287	0.0338287	0.0338287	0.0338287	0.0338287	0.0338287	0.0338287	0.0338287	0.0338287	0.0338287	0.0338287	0.1341164	0.00586125	0.00278835	0.0465276	0.05517716	0.6130922
54	0	-94.79652	-103.9622	9.165714	0.03004349	0.0008537229	0.03683024	0.0825125	0.0524736	0.0524736	0.0524736	0.0524736	0.0524736	0.0524736	0.0524736	0.0524736	0.0524736	0.0524736	0.0524736	0.0524736	0.0524736	0.0524736	0.0524736	0.0524736	0.0524736	0.0524736	0.0524736	0.0524736	0.0524736	0.0524736	0.0524736	0.0524736	0.0524736	0.0524736	0.0524736	0.0524736	0.0524736	0.0524736	0.0524736	0.0524736	0.0524736	0.0524736	0.0524736	0.0524736	0.0524736	0.0524736	0.0524736	0.0524736	0.08177572	0.0368302	0.0300435	0.000853723	0.06772745	0.7747765
55	1	-95.40398	-107.6846	12.28061	0.02539584	0.01184813	0.01247094	0.02127541	0.0220596	0.0220596	0.0220596	0.0220596	0.0220596	0.0220596	0.0220596	0.0220596	0.0220596	0.0220596	0.0220596	0.0220596	0.0220596	0.0220596	0.0220596	0.0220596	0.0220596	0.0220596	0.0220596	0.0220596	0.0220596	0.0220596	0.0220596	0.0220596	0.0220596	0.0220596	0.0220596	0.0220596	0.0220596	0.0220596	0.0220596	0.0220596	0.0220596	0.0220596	0.0220596	0.0220596	0.0220596	0.0220596	0.0220596	0.0220596	0.0490101	0.0124709	0.0253958	0.0118481	0.04971491	0.4437222
56	0	-94.75245	-106.3745	11.62209	0.02272608	0.003273362	0.01945119	0.1340495	0.0334286	0.0334286	0.0334286	0.0334286	0.0334286	0.0334286	0.0334286	0.0334286	0.0334286	0.0334286	0.0334286	0.0334286	0.0334286	0.0334286	0.0334286	0.0334286	0.0334286	0.0334286	0.0334286	0.0334286	0.0334286	0.0334286	0.0334286	0.0334286	0.0334286	0.0334286	0.0334286	0.0334286	0.0334286	0.0334286	0.0334286	0.0334286	0.0334286	0.0334286	0.0334286	0.0334286	0.0334286	0.0334286	0.0334286	0.0334286	0.05357584	0.0194512	0.0227261	0.00327336	0.04545063	0.7354931
57	1	-94.46654	-108.6868	14.22027	0.01200611	0.009692941	0.006743586	0.0536621	0.015039	0.015039	0.015039	0.015039	0.015039	0.015039	0.015039	0.015039	0.015039	0.015039	0.015039	0.015039	0.015039	0.015039	0.015039	0.015039	0.015039	0.015039	0.015039	0.015039	0.015039	0.015039	0.015039	0.015039	0.015039	0.015039	0.015039	0.015039	0.015039	0.015039	0.015039	0.015039	0.015039	0.015039	0.015039	0.015039	0.015039	0.015039	0.015039	0.015039	0.07950314	0.00674359	0.0120061	0.00969294	0.02844264	0.5287493
58	0	-96.34587	-104.9417	8.595787	0.0415163	0.01354113	0.01945119	0.06399146	0.0480501	0.0480501	0.0480501	0.0480501	0.0480501	0.0480501	0.0480501	0.0480501	0.0480501	0.0480501	0.0480501	0.0480501	0.0480501	0.0480501	0.0480501	0.0480501	0.0480501	0.0480501	0.0480501	0.0480501	0.0480501	0.0480501	0.0480501	0.0480501	0.0480501	0.0480501	0.0480501	0.0480501	0.0480501	0.0480501	0.0480501	0.0480501	0.0480501	0.0480501	0.0480501	0.0480501	0.0480501	0.0480501	0.0480501	0.0480501	0.07541231	0.0194512	0.0415163	0.0135411	0.07450862	0.6448927
59	1	-94.37952	-108.5183	14.13877	0.003660885	0.007322881	0.01689156	0.09483282	0.000287229	0.000287229	0.000287229	0.000287229	0.000287229	0.000287229	0.000287229	0.000287229	0.000287229	0.000287229	0.000287229	0.000287229	0.000287229	0.000287229	0.000287229	0.000287229	0.000287229	0.000287229	0.000287229	0.000287229	0.000287229	0.000287229	0.000287229	0.000287229	0.000287229	0.000287229	0.000287229	0.000287229	0.000287229	0.000287229	0.000287229	0.000287229	0.000287229	0.000287229	0.000287229	0.000287229	0.000287229	0.000287229	0.000287229	0.000287229	0.05333187	0.0168916	0.00366089	0.00732288	0.02787533	0.01030406
60	0	-95.25789	-104.1155	8.857626	0.008654413	0.009729479	0.05397577	0.07091747	0.0504022	0.0504022	0.0504022	0.0504022	0.0504022	0.0504022	0.0504022	0.0504022	0.0504022	0.0504022	0.0504022	0.0504022	0.0504022	0.0504022	0.0504022	0.0504022	0.0504022	0.0504022	0.0504022	0.0504022	0.0504022	0.0504022	0.0504022	0.0504022	0.0504022	0.0504022	0.0504022	0.0504022	0.0504022	0.0504022	0.0504022	0.0504022	0.0504022	0.0504022	0.0504022	0.0504022	0.0504022	0.0504022	0.0504022	0.0504022	0.06824926	0.0539758	0.00865441	0.00972948	0.07235966	0.6965516
61	1	-95.62864	-109.9867	14.35803	0.01708463	0.002505955	0.006997296	0.1240112	0.00941568	0.00941568	0.00941568	0.00941568	0.00941568	0.00941568	0.00941568	0.00941568	0.00941568	0.00941568	0.00941568	0.00941568	0.00941568	0.00941568	0.00941568	0.00941568	0.00941568	0.00941568	0.00941568	0.00941568	0.00941568	0.00941568	0.00941568	0.00941568	0.00941568	0.00941568	0.00941568	0.00941568	0.00941568	0.00941568	0.00941568	0.00941568	0.00941568	0.00941568	0.00941568	0.00941568	0.00941568	0.00941568	0.00941568	0.00941568	0.01777191	0.0069973	0.0170846	0.00250596	0.02658788	0.3541344
62	0	-94.07513	-105.724	11.64882	0.003966078	0.002633974	0.03520563	0.1170127	0.0263655	0.0263655	0.0263655	0.0263655	0.0263655	0.0263655	0.0263655	0.0263655	0.0263655	0.0263655	0.0263655	0.0263655	0.0263655	0.0263655	0.0263655	0.0263655	0.0263655	0.0263655	0.0263655	0.0263655	0.0263655	0.0263655	0.0263655	0.0263655	0.0263655	0.0263655	0.0263655	0.0263655	0.0263655	0.0263655	0.0263655	0.0263655	0.0263655	0.0263655	0.0263655	0.0263655	0.0263655	0.0263655	0.0263655	0.0263655	0.1119488	0.0352056	0.00396608	0.00263397	0.04180569	0.6306686
63	1	-94.74672	-105.2226	10.47591	0.02720253	0.002136817	0.02743892	0.1272151	0.0344931	0.0344931	0.0344931	0.0344931	0.0344931	0.0344931	0.0344931	0.0344931	0.0344931	0.0344931	0.0344931	0.0344931	0.0344931	0.0344931	0.0344931	0.0344931	0.0344931	0.0344931	0.0344931	0.0344931	0.0344931	0.0344931	0.0344931	0.0344931	0.0344931	0.0344931	0.0344931	0.0344931	0.0344931	0.0344931	0.0344931	0.0344931	0.0344931	0.0344931	0.0344931	0.0344931	0.0344931	0.0344931	0.0344931	0.0344931	0.03825579	0.0274389	0.0272025	0.00213682	0.05677827	0.6075056
64	0	-96.30278	-106.5983	10.29556	0.02116464	0.006747103	0.03507812	0.08418762	0.0556852	0.0556852	0.0556852	0.0556852	0.0556852	0.0556852	0.0556852	0.0556852	0.0556852	0.0556852	0.0556852	0.0556852	0.0556852	0.0556852	0.0556852	0.0556852	0.0556852	0.0556852	0.0556852	0.0556852	0.0556852	0.0556852	0.0556852	0.0556852	0.0556852	0.0556852	0.0556852	0.0556852	0.0556852	0.0556852	0.0556852	0.0556852	0.0556852	0.0556852	0.0556852	0.0556852	0.0556852	0.0556852	0.0556852	0.0556852	0.02431895	0.0350781	0.0211646	0.0067471	0.06298986	0.8840336
65	1	-95.4907	-107.7045	12.21375	0.01624753	0.007034552	0.02743892	0.03619577	0.0278231	0.0278231	0.0278231	0.0278231	0.0278231	0.0278231	0.0278231	0.0278231	0.0278231	0.0278231	0.0278231	0.0278231	0.0278231	0.0278231	0.0278231	0.0278231	0.0278231	0.0278231	0.0278231	0.0278231	0.0278231	0.0278231	0.0278231	0.0278231	0.0278231	0.0278231	0.0278231	0.0278231	0.0278231	0.0278231	0.0278231	0.0278231	0.0278231	0.0278231	0.0278231	0.0278231	0.0278231	0.0278231	0.0278231	0.0278231	0.02862825	0.0274389	0.0162475	0.00703455	0.050721	0.5485525
66	0	-95.98441	-103.938	7.953623	0.03207654	0.05119236	0.0002451051	0.05758391	0.0738292	0.0738292	0.0738292	0.0738292	0.0738292	0.0738292	0.0738292	0.0738292	0.0738292	0.0738292	0.0738292	0.0738292	0.0738292	0.0738292	0.0738292	0.0738292	0.0738292	0.0738292	0.0738292	0.0738292	0.0738292	0.0738292	0.0738292	0.0738292	0.0738292	0.0738292	0.0738292	0.0738292	0.0738292	0.0738292	0.0738292	0.0738292	0.0738292	0.0738292	0.0738292	0.0738292	0.0738292	0.0738292	0.0738292	0.0738292	0.03730367	0.000245105	0.0320765	0.0511924	0.083514	0.8840336
67	1	-94.248	-107.857	13.60902	0.01072088	0.01377988	0.01403681	0.0273857	0.019625	0.019625	0.019625	0.019625	0.019625	0.019625	0.019625	0.019625	0.019625	0.019625	0.019625	0.019625	0.019625	0.019625	0.019625	0.019625	0.019625	0.019625	0.019625	0.019625	0.019625	0.019625	0.019625	0.019625	0.019625	0.019625	0.019625	0.019625	0.019625	0.019625	0.019625	0.019625	0.019625	0.019625	0.019625	0.019625	0.019625	0.019625	0.019625	0.019625	0.0450163	0.0140368	0.0107209	0.0137799	0.03853756	0.5092437
68	0	-97.15785	-105.1136	7.95574	0.06132189	0.009276469	3.485972e-05	0.1217702	0.0503803	0.0503803	0.0503803	0.0503803	0.0503803	0.0503803	0.0503803	0.0503803	0.0503803	0.0503803	0.0503803	0.0503803	0.0503803	0.0503803	0.0503803	0.0503803	0.0503803	0.0503803	0.0503803	0.0503803	0.0503803	0.0503803	0.0503803	0.0503803	0.0503803	0.0503803	0.0503803	0.0503803	0.0503803	0.0503803	0.0503803	0.0503803	0.0503803	0.0503803	0.0503803	0.0503803	0.0503803	0.0503803	0.0503803	0.0503803	0.1284306	3.48597e-05	0.0613219	0.00927647	0.07063322	0.713266
69	1	-94.6118	-107.9394	13.32758	0.01622438	0.01377988	0.008168449	0.04948547	0.00996592	0.00996592	0.00996592	0.00996592	0.00996592	0.00996592	0.00996592	0.00996592	0.00996592	0.00996592	0.00996592	0.00996592	0.00996592	0.00996592	0.00996592	0.00996592	0.00996592	0.00996592	0.00996592	0.00996592	0.00996592	0.00996592	0.00996592	0.00996592	0.00996592	0.00996592	0.00996592	0.00996592	0.00996592	0.00996592	0.00996592	0.00996592	0.00996592	0.00996592	0.00996592	0.00996592	0.00996592	0.00996592	0.00996592	0.00996592	0.0554656	0.00816845	0.0162244	0.0137799	0.03817271	0.2610745
70	0	-99.56738	-106.9776	7.410253	0.01938167	0.04794833	0.008523125	0.1598194	0.0470617	0.0470617	0.0470617	0.0470617	0.0470617	0.0470617	0.0470617	0.0470617	0.0470617	0.0470617	0.0470617	0.0470617	0.0470617	0.0470617	0.0470617	0.0470617	0.0470617	0.0470617	0.0470617	0.0470617	0.0470617	0.0470617	0.0470617	0.0470617	0.0470617	0.0470617	0.0470617	0.0470617	0.0470617	0.0470617	0.0470617	0.0470617	0.0470617	0.0470617	0.0470617	0.0470617	0.0470617	0.0470617	0.0470617	0.0470617	0.08190392	0.00852313	0.0193817	0.0479483	0.07585312	0.6204321
71	1	-94.5449	-107.0921	12.54715	0.0115235	0.02529684	0.003228086	0.06768506	0.0286731	0.0286731	0.0286731	0.0286731	0.0286731	0.0286731	0.0286731	0.0286731	0.0286731	0.0286731	0.0286731	0.0286731	0.0286731	0.0286731	0.0286731	0.0286731	0.0286731	0.0286731	0.0286731	0.0286731	0.0286731	0.0286731	0.0286731	0.0286731	0.0286731	0.0286731	0.0286731	0.0286731	0.0286731	0.0286731	0.0286731	0.0286731	0.0286731	0.0286731	0.0286731	0.0286731	0.0286731	0.0286731	0.0286731	0.0286731	0.09266144	0.00322809	0.0115235	0.0252968	0.04004843	0.7159603
72	0	-94.14072	-106.9671	12.82639	0.002059909	0.02984878	0.0107341	0.05532851	0.0196379	0.0196379	0.0196379	0.0196379	0.0196379	0.0196379	0.0196379	0.0196379	0.0196379	0.0196379	0.0196379	0.0196379	0.0196379	0.0196379	0.0196379	0.0196379	0.0196379	0.0196379	0.0196379	0.0196379	0.0196379	0.0196379	0.0196379	0.0196379	0.0196379	0.0196379	0.0196379	0.0196379	0.0196379	0.0196379	0.0196379	0.0196379	0.0196379	0.0196379	0.0196379	0.0196379	0.0196379	0.0196379	0.0196379	0.0196379	0.0457693	0.0107341	0.00205991	0.0298488	0.04264279	0.4605205
73	1	-98.0319	-101.9926	3.960669	0.01910564	0.06259963	0.02620169	0.08039462	0.0901342	0.0901342	0.0901342	0.0901342	0.0901342	0.0901342	0.0901342	0.0901342	0.0901342	0.0901342	0.0901342	0.0901342	0.0901342	0.0901342	0.0901342	0.0901342	0.0901342	0.0901342	0.0901342	0.0901342	0.0901342	0.0901342	0.0901342	0.0901342	0.0901342	0.0901342	0.0901342	0.0901342	0.0901342	0.0901342	0.0901342	0.0901342	0.0901342	0.0901342	0.0901342	0.0901342	0.0901342	0.0901342	0.0901342	0.0901342	0.1192632	0.0262017	0.0191056	0.0625996	0.107907	0.8352952
