Iteration	Replicate_ID	Posterior	Likelihood	Prior	clado_fission	clado_fusion	clado_no_change	delta	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	extinction[12]	extinction[13]	extinction[14]	extinction[15]	extinction[16]	extinction[17]	extinction[18]	extinction[19]	extinction[20]	extinction[21]	extinction[22]	extinction[23]	extinction[24]	extinction[25]	gamma	speciation_rates[1]	speciation_rates[2]	speciation_rates[3]	total_speciation	turnover
2495	1	-33.77287	-45.52706	11.75419	0.02370772	0.04096578	0.0156906	0.03634005	0.0197363	0.0197363	0.0197363	0.0197363	0.0197363	0.0197363	0.0197363	0.0197363	0.0197363	0.0197363	0.0197363	0.0197363	0.0197363	0.0197363	0.0197363	0.0197363	0.0197363	0.0197363	0.0197363	0.0197363	0.0197363	0.0197363	0.0197363	0.0197363	0.0197363	0.0290616	0.0156906	0.0237077	0.0409658	0.0803641	0.2455856
2496	0	-34.44309	-46.1025	11.65941	0.07680696	0.007930423	0.01588047	0.01073567	0.0059276	0.0059276	0.0059276	0.0059276	0.0059276	0.0059276	0.0059276	0.0059276	0.0059276	0.0059276	0.0059276	0.0059276	0.0059276	0.0059276	0.0059276	0.0059276	0.0059276	0.0059276	0.0059276	0.0059276	0.0059276	0.0059276	0.0059276	0.0059276	0.0059276	0.002261314	0.0158805	0.076807	0.00793042	0.1006179	0.05891199
2497	1	-33.07055	-45.61327	12.54273	0.05384781	0.005545612	0.006830822	0.01361804	0.00830264	0.00830264	0.00830264	0.00830264	0.00830264	0.00830264	0.00830264	0.00830264	0.00830264	0.00830264	0.00830264	0.00830264	0.00830264	0.00830264	0.00830264	0.00830264	0.00830264	0.00830264	0.00830264	0.00830264	0.00830264	0.00830264	0.00830264	0.00830264	0.00830264	0.01613239	0.00683082	0.0538478	0.00554561	0.06622425	0.1253716
2498	0	-32.36077	-44.24888	11.88811	0.02331446	0.01698753	0.05330523	0.009695128	0.0190622	0.0190622	0.0190622	0.0190622	0.0190622	0.0190622	0.0190622	0.0190622	0.0190622	0.0190622	0.0190622	0.0190622	0.0190622	0.0190622	0.0190622	0.0190622	0.0190622	0.0190622	0.0190622	0.0190622	0.0190622	0.0190622	0.0190622	0.0190622	0.0190622	0.001851465	0.0533052	0.0233145	0.0169875	0.09360722	0.2036406
2499	1	-39.10211	-47.79373	8.691616	0.05939567	0.03710968	0.0975748	0.01099379	0.123785	0.123785	0.123785	0.123785	0.123785	0.123785	0.123785	0.123785	0.123785	0.123785	0.123785	0.123785	0.123785	0.123785	0.123785	0.123785	0.123785	0.123785	0.123785	0.123785	0.123785	0.123785	0.123785	0.123785	0.123785	0.01322064	0.0975748	0.0593957	0.0371097	0.1940801	0.6378053
2500	0	-31.53516	-43.55871	12.02355	0.0006146382	0.04010262	0.04456082	0.01527455	0.00749726	0.00749726	0.00749726	0.00749726	0.00749726	0.00749726	0.00749726	0.00749726	0.00749726	0.00749726	0.00749726	0.00749726	0.00749726	0.00749726	0.00749726	0.00749726	0.00749726	0.00749726	0.00749726	0.00749726	0.00749726	0.00749726	0.00749726	0.00749726	0.00749726	0.008177027	0.0445608	0.000614638	0.0401026	0.08527808	0.0879154
2501	1	-32.0492	-44.75761	12.70841	0.00512872	0.04801722	0.01047113	0.008361765	0.00761493	0.00761493	0.00761493	0.00761493	0.00761493	0.00761493	0.00761493	0.00761493	0.00761493	0.00761493	0.00761493	0.00761493	0.00761493	0.00761493	0.00761493	0.00761493	0.00761493	0.00761493	0.00761493	0.00761493	0.00761493	0.00761493	0.00761493	0.00761493	0.00761493	0.01278651	0.0104711	0.00512872	0.0480172	0.06361706	0.1196995
2502	0	-31.92168	-43.83615	11.91447	0.003395994	0.0418236	0.04456082	0.007666047	0.00601558	0.00601558	0.00601558	0.00601558	0.00601558	0.00601558	0.00601558	0.00601558	0.00601558	0.00601558	0.00601558	0.00601558	0.00601558	0.00601558	0.00601558	0.00601558	0.00601558	0.00601558	0.00601558	0.00601558	0.00601558	0.00601558	0.00601558	0.00601558	0.00601558	0.01293735	0.0445608	0.00339599	0.0418236	0.08978041	0.06700329
2503	1	-31.5181	-43.6974	12.1793	0.01020043	0.02989696	0.04038797	0.01410881	0.00924128	0.00924128	0.00924128	0.00924128	0.00924128	0.00924128	0.00924128	0.00924128	0.00924128	0.00924128	0.00924128	0.00924128	0.00924128	0.00924128	0.00924128	0.00924128	0.00924128	0.00924128	0.00924128	0.00924128	0.00924128	0.00924128	0.00924128	0.00924128	0.00924128	0.008411428	0.040388	0.0102004	0.029897	0.08048536	0.1148194
2504	0	-33.30284	-45.08347	11.78063	0.02108187	0.04513222	0.03217342	0.00200696	0.0408641	0.0408641	0.0408641	0.0408641	0.0408641	0.0408641	0.0408641	0.0408641	0.0408641	0.0408641	0.0408641	0.0408641	0.0408641	0.0408641	0.0408641	0.0408641	0.0408641	0.0408641	0.0408641	0.0408641	0.0408641	0.0408641	0.0408641	0.0408641	0.0408641	0.005682342	0.0321734	0.0210819	0.0451322	0.09838751	0.4153383
2505	1	-32.53696	-44.25666	11.7197	0.007737916	0.005804894	0.06167415	0.04507166	0.00126282	0.00126282	0.00126282	0.00126282	0.00126282	0.00126282	0.00126282	0.00126282	0.00126282	0.00126282	0.00126282	0.00126282	0.00126282	0.00126282	0.00126282	0.00126282	0.00126282	0.00126282	0.00126282	0.00126282	0.00126282	0.00126282	0.00126282	0.00126282	0.00126282	0.03950507	0.0616741	0.00773792	0.00580489	0.07521696	0.01678908
2506	0	-31.92905	-44.0304	12.10134	0.01359639	0.06131483	0.0123059	0.006540056	0.0149732	0.0149732	0.0149732	0.0149732	0.0149732	0.0149732	0.0149732	0.0149732	0.0149732	0.0149732	0.0149732	0.0149732	0.0149732	0.0149732	0.0149732	0.0149732	0.0149732	0.0149732	0.0149732	0.0149732	0.0149732	0.0149732	0.0149732	0.0149732	0.0149732	0.003207922	0.0123059	0.0135964	0.0613148	0.08721712	0.1716773
2507	1	-33.92807	-45.12322	11.19515	0.009612083	0.01071789	0.05582805	0.05104722	0.00400274	0.00400274	0.00400274	0.00400274	0.00400274	0.00400274	0.00400274	0.00400274	0.00400274	0.00400274	0.00400274	0.00400274	0.00400274	0.00400274	0.00400274	0.00400274	0.00400274	0.00400274	0.00400274	0.00400274	0.00400274	0.00400274	0.00400274	0.00400274	0.00400274	0.08310967	0.055828	0.00961208	0.0107179	0.07615802	0.05255837
2508	0	-32.68499	-44.46679	11.7818	0.01359639	0.01319386	0.06886964	0.008154815	0.013551	0.013551	0.013551	0.013551	0.013551	0.013551	0.013551	0.013551	0.013551	0.013551	0.013551	0.013551	0.013551	0.013551	0.013551	0.013551	0.013551	0.013551	0.013551	0.013551	0.013551	0.013551	0.013551	0.013551	0.013551	0.007751295	0.0688696	0.0135964	0.0131939	0.09565989	0.1416578
2509	1	-38.00267	-47.18804	9.185372	0.002023279	0.02381463	0.1018034	0.08948388	0.0565886	0.0565886	0.0565886	0.0565886	0.0565886	0.0565886	0.0565886	0.0565886	0.0565886	0.0565886	0.0565886	0.0565886	0.0565886	0.0565886	0.0565886	0.0565886	0.0565886	0.0565886	0.0565886	0.0565886	0.0565886	0.0565886	0.0565886	0.0565886	0.0565886	0.08835029	0.101803	0.00202328	0.0238146	0.1276413	0.443341
2510	0	-32.45011	-44.60399	12.15388	0.0210558	0.006662357	0.04391033	0.04420044	0.00856253	0.00856253	0.00856253	0.00856253	0.00856253	0.00856253	0.00856253	0.00856253	0.00856253	0.00856253	0.00856253	0.00856253	0.00856253	0.00856253	0.00856253	0.00856253	0.00856253	0.00856253	0.00856253	0.00856253	0.00856253	0.00856253	0.00856253	0.00856253	0.00856253	0.007923012	0.0439103	0.0210558	0.00666236	0.07162849	0.1195409
2511	1	-38.05578	-48.24947	10.19368	0.01063847	0.02483225	0.02872733	0.109555	0.0112509	0.0112509	0.0112509	0.0112509	0.0112509	0.0112509	0.0112509	0.0112509	0.0112509	0.0112509	0.0112509	0.0112509	0.0112509	0.0112509	0.0112509	0.0112509	0.0112509	0.0112509	0.0112509	0.0112509	0.0112509	0.0112509	0.0112509	0.0112509	0.0112509	0.1612906	0.0287273	0.0106385	0.0248323	0.06419805	0.1752534
2512	0	-35.33223	-46.60696	11.27473	0.01685964	0.01736173	0.04391033	0.1104339	0.0242775	0.0242775	0.0242775	0.0242775	0.0242775	0.0242775	0.0242775	0.0242775	0.0242775	0.0242775	0.0242775	0.0242775	0.0242775	0.0242775	0.0242775	0.0242775	0.0242775	0.0242775	0.0242775	0.0242775	0.0242775	0.0242775	0.0242775	0.0242775	0.0242775	0.009734948	0.0439103	0.0168596	0.0173617	0.0781317	0.3107255
2513	1	-36.29775	-47.24583	10.94808	0.01109784	0.02975309	0.03461188	0.08890817	0.0225874	0.0225874	0.0225874	0.0225874	0.0225874	0.0225874	0.0225874	0.0225874	0.0225874	0.0225874	0.0225874	0.0225874	0.0225874	0.0225874	0.0225874	0.0225874	0.0225874	0.0225874	0.0225874	0.0225874	0.0225874	0.0225874	0.0225874	0.0225874	0.0225874	0.07207991	0.0346119	0.0110978	0.0297531	0.07546281	0.2993183
2514	0	-33.90448	-46.03173	12.12725	0.03735822	0.02561845	0.001086004	0.07088953	0.00667634	0.00667634	0.00667634	0.00667634	0.00667634	0.00667634	0.00667634	0.00667634	0.00667634	0.00667634	0.00667634	0.00667634	0.00667634	0.00667634	0.00667634	0.00667634	0.00667634	0.00667634	0.00667634	0.00667634	0.00667634	0.00667634	0.00667634	0.00667634	0.00667634	0.007013282	0.001086	0.0373582	0.0256184	0.06406267	0.1042158
2515	1	-35.01641	-45.99394	10.97753	0.02536954	0.03322602	0.02532121	0.1039315	0.0168937	0.0168937	0.0168937	0.0168937	0.0168937	0.0168937	0.0168937	0.0168937	0.0168937	0.0168937	0.0168937	0.0168937	0.0168937	0.0168937	0.0168937	0.0168937	0.0168937	0.0168937	0.0168937	0.0168937	0.0168937	0.0168937	0.0168937	0.0168937	0.0168937	0.0282815	0.0253212	0.0253695	0.033226	0.08391677	0.2013155
2516	0	-36.16814	-46.56559	10.39745	0.04103687	0.05215843	0.04075007	0.03352461	0.0536754	0.0536754	0.0536754	0.0536754	0.0536754	0.0536754	0.0536754	0.0536754	0.0536754	0.0536754	0.0536754	0.0536754	0.0536754	0.0536754	0.0536754	0.0536754	0.0536754	0.0536754	0.0536754	0.0536754	0.0536754	0.0536754	0.0536754	0.0536754	0.0536754	0.003840476	0.0407501	0.0410369	0.0521584	0.1339454	0.4007263
2517	1	-35.82423	-46.39159	10.56736	0.06034111	0.003944327	0.02492329	0.1148617	0.0130445	0.0130445	0.0130445	0.0130445	0.0130445	0.0130445	0.0130445	0.0130445	0.0130445	0.0130445	0.0130445	0.0130445	0.0130445	0.0130445	0.0130445	0.0130445	0.0130445	0.0130445	0.0130445	0.0130445	0.0130445	0.0130445	0.0130445	0.0130445	0.0130445	0.04219905	0.0249233	0.0603411	0.00394433	0.08920872	0.1462243
2518	0	-34.55475	-45.58562	11.03087	0.02544919	0.02026929	0.03866334	0.08120957	0.0119784	0.0119784	0.0119784	0.0119784	0.0119784	0.0119784	0.0119784	0.0119784	0.0119784	0.0119784	0.0119784	0.0119784	0.0119784	0.0119784	0.0119784	0.0119784	0.0119784	0.0119784	0.0119784	0.0119784	0.0119784	0.0119784	0.0119784	0.0119784	0.0119784	0.04424888	0.0386633	0.0254492	0.0202693	0.08438183	0.1419543
2519	1	-34.77833	-46.19718	11.41885	0.06601209	0.00217949	0.0004518456	0.1119612	0.00286574	0.00286574	0.00286574	0.00286574	0.00286574	0.00286574	0.00286574	0.00286574	0.00286574	0.00286574	0.00286574	0.00286574	0.00286574	0.00286574	0.00286574	0.00286574	0.00286574	0.00286574	0.00286574	0.00286574	0.00286574	0.00286574	0.00286574	0.00286574	0.00286574	0.02278525	0.000451846	0.0660121	0.00217949	0.06864342	0.04174823
2520	0	-34.15513	-45.15391	10.99878	0.006156047	0.03348072	0.06951091	0.01952231	0.0286169	0.0286169	0.0286169	0.0286169	0.0286169	0.0286169	0.0286169	0.0286169	0.0286169	0.0286169	0.0286169	0.0286169	0.0286169	0.0286169	0.0286169	0.0286169	0.0286169	0.0286169	0.0286169	0.0286169	0.0286169	0.0286169	0.0286169	0.0286169	0.0286169	0.03347584	0.0695109	0.00615605	0.0334807	0.1091477	0.2621853
2521	1	-36.33935	-47.51624	11.17689	0.06631066	0.02011462	0.006300913	0.03903152	0.0424292	0.0424292	0.0424292	0.0424292	0.0424292	0.0424292	0.0424292	0.0424292	0.0424292	0.0424292	0.0424292	0.0424292	0.0424292	0.0424292	0.0424292	0.0424292	0.0424292	0.0424292	0.0424292	0.0424292	0.0424292	0.0424292	0.0424292	0.0424292	0.0424292	0.0463296	0.00630091	0.0663107	0.0201146	0.0927262	0.4575755
2522	0	-35.02284	-45.7715	10.74866	0.006872731	0.007515943	0.08043152	0.03700736	0.00542871	0.00542871	0.00542871	0.00542871	0.00542871	0.00542871	0.00542871	0.00542871	0.00542871	0.00542871	0.00542871	0.00542871	0.00542871	0.00542871	0.00542871	0.00542871	0.00542871	0.00542871	0.00542871	0.00542871	0.00542871	0.00542871	0.00542871	0.00542871	0.00542871	0.08477876	0.0804315	0.00687273	0.00751594	0.0948202	0.05725268
2523	1	-35.2788	-46.24516	10.96636	0.04258835	0.03987231	0.01756192	0.04205063	0.0114828	0.0114828	0.0114828	0.0114828	0.0114828	0.0114828	0.0114828	0.0114828	0.0114828	0.0114828	0.0114828	0.0114828	0.0114828	0.0114828	0.0114828	0.0114828	0.0114828	0.0114828	0.0114828	0.0114828	0.0114828	0.0114828	0.0114828	0.0114828	0.0114828	0.04207063	0.0175619	0.0425883	0.0398723	0.1000226	0.1148019
2524	0	-35.49198	-45.87174	10.37975	0.01152148	0.03262292	0.08043152	0.02889971	0.0500983	0.0500983	0.0500983	0.0500983	0.0500983	0.0500983	0.0500983	0.0500983	0.0500983	0.0500983	0.0500983	0.0500983	0.0500983	0.0500983	0.0500983	0.0500983	0.0500983	0.0500983	0.0500983	0.0500983	0.0500983	0.0500983	0.0500983	0.0500983	0.0500983	0.03886243	0.0804315	0.0115215	0.0326229	0.1245759	0.402151
2525	1	-36.45002	-46.68745	10.23743	0.04054662	0.01754454	0.03284718	0.06013353	0.0214726	0.0214726	0.0214726	0.0214726	0.0214726	0.0214726	0.0214726	0.0214726	0.0214726	0.0214726	0.0214726	0.0214726	0.0214726	0.0214726	0.0214726	0.0214726	0.0214726	0.0214726	0.0214726	0.0214726	0.0214726	0.0214726	0.0214726	0.0214726	0.0214726	0.124636	0.0328472	0.0405466	0.0175445	0.09093835	0.2361223
2526	0	-32.44345	-44.65252	12.20907	0.01277629	0.001298653	0.05387504	0.03205226	0.00644599	0.00644599	0.00644599	0.00644599	0.00644599	0.00644599	0.00644599	0.00644599	0.00644599	0.00644599	0.00644599	0.00644599	0.00644599	0.00644599	0.00644599	0.00644599	0.00644599	0.00644599	0.00644599	0.00644599	0.00644599	0.00644599	0.00644599	0.00644599	0.00644599	0.02579155	0.053875	0.0127763	0.00129865	0.06794998	0.09486371
2527	1	-37.14507	-47.11662	9.971552	0.04865227	0.01538581	0.006972252	0.1491588	0.00320478	0.00320478	0.00320478	0.00320478	0.00320478	0.00320478	0.00320478	0.00320478	0.00320478	0.00320478	0.00320478	0.00320478	0.00320478	0.00320478	0.00320478	0.00320478	0.00320478	0.00320478	0.00320478	0.00320478	0.00320478	0.00320478	0.00320478	0.00320478	0.00320478	0.1230859	0.00697225	0.0486523	0.0153858	0.07101033	0.04513117
2528	0	-32.66939	-44.53267	11.86329	0.02211914	0.01382136	0.04022069	0.02518794	0.00601287	0.00601287	0.00601287	0.00601287	0.00601287	0.00601287	0.00601287	0.00601287	0.00601287	0.00601287	0.00601287	0.00601287	0.00601287	0.00601287	0.00601287	0.00601287	0.00601287	0.00601287	0.00601287	0.00601287	0.00601287	0.00601287	0.00601287	0.00601287	0.00601287	0.04214558	0.0402207	0.0221191	0.0138214	0.0761612	0.07894925
2529	1	-35.05561	-46.02537	10.96977	0.05495972	0.01581931	0.00862835	0.07566483	0.00520993	0.00520993	0.00520993	0.00520993	0.00520993	0.00520993	0.00520993	0.00520993	0.00520993	0.00520993	0.00520993	0.00520993	0.00520993	0.00520993	0.00520993	0.00520993	0.00520993	0.00520993	0.00520993	0.00520993	0.00520993	0.00520993	0.00520993	0.00520993	0.00520993	0.07110236	0.00862835	0.0549597	0.0158193	0.07940738	0.0656102
2530	0	-33.95058	-45.97464	12.02406	0.0095669	0.007401972	0.04022069	0.02534709	0.00159574	0.00159574	0.00159574	0.00159574	0.00159574	0.00159574	0.00159574	0.00159574	0.00159574	0.00159574	0.00159574	0.00159574	0.00159574	0.00159574	0.00159574	0.00159574	0.00159574	0.00159574	0.00159574	0.00159574	0.00159574	0.00159574	0.00159574	0.00159574	0.00159574	0.0838742	0.0402207	0.0095669	0.00740197	0.05718956	0.0279026
2531	1	-34.35196	-46.09657	11.74461	0.01910036	0.04595818	0.01494693	0.04384217	0.0250066	0.0250066	0.0250066	0.0250066	0.0250066	0.0250066	0.0250066	0.0250066	0.0250066	0.0250066	0.0250066	0.0250066	0.0250066	0.0250066	0.0250066	0.0250066	0.0250066	0.0250066	0.0250066	0.0250066	0.0250066	0.0250066	0.0250066	0.0250066	0.0250066	0.02361325	0.0149469	0.0191004	0.0459582	0.08000546	0.3125617
2532	0	-32.9688	-44.74872	11.77992	0.02859398	0.02525679	0.03680746	0.005980424	0.000935957	0.000935957	0.000935957	0.000935957	0.000935957	0.000935957	0.000935957	0.000935957	0.000935957	0.000935957	0.000935957	0.000935957	0.000935957	0.000935957	0.000935957	0.000935957	0.000935957	0.000935957	0.000935957	0.000935957	0.000935957	0.000935957	0.000935957	0.000935957	0.000935957	0.02539589	0.0368075	0.028594	0.0252568	0.09065823	0.01032402
2533	1	-36.25365	-47.90828	11.65463	0.04593593	0.01104995	0.01078744	0.0388052	0.0202462	0.0202462	0.0202462	0.0202462	0.0202462	0.0202462	0.0202462	0.0202462	0.0202462	0.0202462	0.0202462	0.0202462	0.0202462	0.0202462	0.0202462	0.0202462	0.0202462	0.0202462	0.0202462	0.0202462	0.0202462	0.0202462	0.0202462	0.0202462	0.0202462	0.07502185	0.0107874	0.0459359	0.0110499	0.06777331	0.2987347
2534	0	-32.52277	-44.45867	11.9359	0.003458375	0.01815765	0.06308268	0.009027811	0.0227063	0.0227063	0.0227063	0.0227063	0.0227063	0.0227063	0.0227063	0.0227063	0.0227063	0.0227063	0.0227063	0.0227063	0.0227063	0.0227063	0.0227063	0.0227063	0.0227063	0.0227063	0.0227063	0.0227063	0.0227063	0.0227063	0.0227063	0.0227063	0.0227063	0.02495896	0.0630827	0.00345838	0.0181576	0.08469871	0.2680831
2535	1	-36.31294	-46.9135	10.60055	0.01869904	0.02830042	0.0198715	0.1216282	0.00533381	0.00533381	0.00533381	0.00533381	0.00533381	0.00533381	0.00533381	0.00533381	0.00533381	0.00533381	0.00533381	0.00533381	0.00533381	0.00533381	0.00533381	0.00533381	0.00533381	0.00533381	0.00533381	0.00533381	0.00533381	0.00533381	0.00533381	0.00533381	0.00533381	0.1003637	0.0198715	0.018699	0.0283004	0.06687096	0.07976279
2536	0	-32.64295	-44.40653	11.76358	0.008664129	0.01685614	0.06308268	0.001598338	0.0207086	0.0207086	0.0207086	0.0207086	0.0207086	0.0207086	0.0207086	0.0207086	0.0207086	0.0207086	0.0207086	0.0207086	0.0207086	0.0207086	0.0207086	0.0207086	0.0207086	0.0207086	0.0207086	0.0207086	0.0207086	0.0207086	0.0207086	0.0207086	0.0207086	0.03769169	0.0630827	0.00866413	0.0168561	0.08860296	0.2337236
2537	1	-36.46472	-46.99337	10.52865	0.009965605	0.02847537	0.02701088	0.1631174	0.00480399	0.00480399	0.00480399	0.00480399	0.00480399	0.00480399	0.00480399	0.00480399	0.00480399	0.00480399	0.00480399	0.00480399	0.00480399	0.00480399	0.00480399	0.00480399	0.00480399	0.00480399	0.00480399	0.00480399	0.00480399	0.00480399	0.00480399	0.00480399	0.00480399	0.07040096	0.0270109	0.0099656	0.0284754	0.06545186	0.07339737
2538	0	-34.88704	-45.90695	11.0199	0.04375406	0.005119437	0.06169602	0.02707244	0.0225035	0.0225035	0.0225035	0.0225035	0.0225035	0.0225035	0.0225035	0.0225035	0.0225035	0.0225035	0.0225035	0.0225035	0.0225035	0.0225035	0.0225035	0.0225035	0.0225035	0.0225035	0.0225035	0.0225035	0.0225035	0.0225035	0.0225035	0.0225035	0.0225035	0.01946922	0.061696	0.0437541	0.00511944	0.1105695	0.2035235
2539	1	-35.95089	-46.88593	10.93504	0.01383701	0.03312405	0.02319723	0.1007139	0.0123154	0.0123154	0.0123154	0.0123154	0.0123154	0.0123154	0.0123154	0.0123154	0.0123154	0.0123154	0.0123154	0.0123154	0.0123154	0.0123154	0.0123154	0.0123154	0.0123154	0.0123154	0.0123154	0.0123154	0.0123154	0.0123154	0.0123154	0.0123154	0.0123154	0.07778517	0.0231972	0.013837	0.0331241	0.0701583	0.1755373
2540	0	-35.14053	-45.8454	10.70488	0.01177562	0.02601982	0.06009953	0.07826977	0.0307556	0.0307556	0.0307556	0.0307556	0.0307556	0.0307556	0.0307556	0.0307556	0.0307556	0.0307556	0.0307556	0.0307556	0.0307556	0.0307556	0.0307556	0.0307556	0.0307556	0.0307556	0.0307556	0.0307556	0.0307556	0.0307556	0.0307556	0.0307556	0.0307556	0.03850008	0.0600995	0.0117756	0.0260198	0.09789496	0.3141693
2541	1	-36.82226	-46.69796	9.875699	0.005117099	0.04500579	0.06771309	0.07772268	0.0480779	0.0480779	0.0480779	0.0480779	0.0480779	0.0480779	0.0480779	0.0480779	0.0480779	0.0480779	0.0480779	0.0480779	0.0480779	0.0480779	0.0480779	0.0480779	0.0480779	0.0480779	0.0480779	0.0480779	0.0480779	0.0480779	0.0480779	0.0480779	0.0480779	0.06103767	0.0677131	0.0051171	0.0450058	0.117836	0.4080072
2542	0	-35.65657	-46.43322	10.77665	0.05535875	0.008817554	0.02913082	0.112085	0.00412351	0.00412351	0.00412351	0.00412351	0.00412351	0.00412351	0.00412351	0.00412351	0.00412351	0.00412351	0.00412351	0.00412351	0.00412351	0.00412351	0.00412351	0.00412351	0.00412351	0.00412351	0.00412351	0.00412351	0.00412351	0.00412351	0.00412351	0.00412351	0.00412351	0.01152511	0.0291308	0.0553587	0.00881755	0.09330712	0.04419289
2543	1	-35.59584	-46.1	10.50416	0.006286948	0.01971555	0.06961387	0.01736856	0.00815535	0.00815535	0.00815535	0.00815535	0.00815535	0.00815535	0.00815535	0.00815535	0.00815535	0.00815535	0.00815535	0.00815535	0.00815535	0.00815535	0.00815535	0.00815535	0.00815535	0.00815535	0.00815535	0.00815535	0.00815535	0.00815535	0.00815535	0.00815535	0.00815535	0.1264344	0.0696139	0.00628695	0.0197156	0.09561637	0.08529239
2544	0	-39.43395	-49.3757	9.941752	0.06596946	0.03300965	0.006668258	0.1564785	0.0621731	0.0621731	0.0621731	0.0621731	0.0621731	0.0621731	0.0621731	0.0621731	0.0621731	0.0621731	0.0621731	0.0621731	0.0621731	0.0621731	0.0621731	0.0621731	0.0621731	0.0621731	0.0621731	0.0621731	0.0621731	0.0621731	0.0621731	0.0621731	0.0621731	0.01291729	0.00666826	0.0659695	0.0330097	0.1056474	0.5884961
2545	1	-39.46662	-49.03911	9.572483	0.01421107	0.0230066	0.0574339	0.0372895	0.0487556	0.0487556	0.0487556	0.0487556	0.0487556	0.0487556	0.0487556	0.0487556	0.0487556	0.0487556	0.0487556	0.0487556	0.0487556	0.0487556	0.0487556	0.0487556	0.0487556	0.0487556	0.0487556	0.0487556	0.0487556	0.0487556	0.0487556	0.0487556	0.0487556	0.2026294	0.0574339	0.0142111	0.0230066	0.09465157	0.5151066
2546	0	-32.9753	-44.82515	11.84985	0.01317062	0.01431659	0.04209042	0.04325379	0.00425888	0.00425888	0.00425888	0.00425888	0.00425888	0.00425888	0.00425888	0.00425888	0.00425888	0.00425888	0.00425888	0.00425888	0.00425888	0.00425888	0.00425888	0.00425888	0.00425888	0.00425888	0.00425888	0.00425888	0.00425888	0.00425888	0.00425888	0.00425888	0.00425888	0.04553816	0.0420904	0.0131706	0.0143166	0.06957764	0.06121047
2547	1	-34.61188	-45.63888	11.027	0.01629157	0.04937638	0.01882816	0.02820277	0.00242618	0.00242618	0.00242618	0.00242618	0.00242618	0.00242618	0.00242618	0.00242618	0.00242618	0.00242618	0.00242618	0.00242618	0.00242618	0.00242618	0.00242618	0.00242618	0.00242618	0.00242618	0.00242618	0.00242618	0.00242618	0.00242618	0.00242618	0.00242618	0.00242618	0.09729272	0.0188282	0.0162916	0.0493764	0.08449611	0.02871354
2548	0	-34.29787	-45.43828	11.14041	0.01829789	0.06103904	0.02682822	0.0181173	0.0344213	0.0344213	0.0344213	0.0344213	0.0344213	0.0344213	0.0344213	0.0344213	0.0344213	0.0344213	0.0344213	0.0344213	0.0344213	0.0344213	0.0344213	0.0344213	0.0344213	0.0344213	0.0344213	0.0344213	0.0344213	0.0344213	0.0344213	0.0344213	0.0344213	0.02983017	0.0268282	0.0182979	0.061039	0.1061651	0.3242238
2549	1	-34.30912	-45.5774	11.26828	0.0320691	0.01916785	0.0264786	0.04710333	0.00839937	0.00839937	0.00839937	0.00839937	0.00839937	0.00839937	0.00839937	0.00839937	0.00839937	0.00839937	0.00839937	0.00839937	0.00839937	0.00839937	0.00839937	0.00839937	0.00839937	0.00839937	0.00839937	0.00839937	0.00839937	0.00839937	0.00839937	0.00839937	0.00839937	0.07498191	0.0264786	0.0320691	0.0191679	0.07771555	0.1080783
2550	0	-33.70064	-45.12477	11.42413	0.01157897	0.01833265	0.04283145	0.04443686	0.00385829	0.00385829	0.00385829	0.00385829	0.00385829	0.00385829	0.00385829	0.00385829	0.00385829	0.00385829	0.00385829	0.00385829	0.00385829	0.00385829	0.00385829	0.00385829	0.00385829	0.00385829	0.00385829	0.00385829	0.00385829	0.00385829	0.00385829	0.00385829	0.00385829	0.07725594	0.0428314	0.011579	0.0183326	0.07274306	0.05303997
2551	1	-37.03187	-47.11046	10.07859	0.05999176	0.01576501	0.03791305	0.0707088	0.0316785	0.0316785	0.0316785	0.0316785	0.0316785	0.0316785	0.0316785	0.0316785	0.0316785	0.0316785	0.0316785	0.0316785	0.0316785	0.0316785	0.0316785	0.0316785	0.0316785	0.0316785	0.0316785	0.0316785	0.0316785	0.0316785	0.0316785	0.0316785	0.0316785	0.06049147	0.037913	0.0599918	0.015765	0.1136698	0.2786888
2552	0	-33.79197	-45.52476	11.7328	0.0216104	0.0126228	0.04283145	0.02756537	0.0183966	0.0183966	0.0183966	0.0183966	0.0183966	0.0183966	0.0183966	0.0183966	0.0183966	0.0183966	0.0183966	0.0183966	0.0183966	0.0183966	0.0183966	0.0183966	0.0183966	0.0183966	0.0183966	0.0183966	0.0183966	0.0183966	0.0183966	0.0183966	0.0183966	0.05005661	0.0428314	0.0216104	0.0126228	0.07706465	0.2387165
2553	1	-35.62648	-46.73402	11.10755	0.03022865	0.05265839	0.008903468	0.02749642	0.0355467	0.0355467	0.0355467	0.0355467	0.0355467	0.0355467	0.0355467	0.0355467	0.0355467	0.0355467	0.0355467	0.0355467	0.0355467	0.0355467	0.0355467	0.0355467	0.0355467	0.0355467	0.0355467	0.0355467	0.0355467	0.0355467	0.0355467	0.0355467	0.0355467	0.06765784	0.00890347	0.0302286	0.0526584	0.0917905	0.3872594
