Iteration	Replicate_ID	Posterior	Likelihood	Prior	clado_fission	clado_fusion	clado_no_change	delta	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	extinction[12]	extinction[13]	extinction[14]	extinction[15]	extinction[16]	extinction[17]	extinction[18]	extinction[19]	extinction[20]	extinction[21]	extinction[22]	extinction[23]	extinction[24]	extinction[25]	gamma	speciation_rates[1]	speciation_rates[2]	speciation_rates[3]	total_speciation	turnover
785	1	-34.40807	-45.60031	11.19225	0.003468986	0.01833268	0.07763053	0.00409395	0.0437705	0.0437705	0.0437705	0.0437705	0.0437705	0.0437705	0.0437705	0.0437705	0.0437705	0.0437705	0.0437705	0.0437705	0.0437705	0.0437705	0.0437705	0.0437705	0.0437705	0.0437705	0.0437705	0.0437705	0.0437705	0.0437705	0.0437705	0.0437705	0.0437705	0.05924202	0.0776305	0.00346899	0.0183327	0.09943219	0.4402046
786	0	-32.11547	-44.47011	12.35464	0.03594476	0.0192212	0.01378893	0.01027314	0.00150443	0.00150443	0.00150443	0.00150443	0.00150443	0.00150443	0.00150443	0.00150443	0.00150443	0.00150443	0.00150443	0.00150443	0.00150443	0.00150443	0.00150443	0.00150443	0.00150443	0.00150443	0.00150443	0.00150443	0.00150443	0.00150443	0.00150443	0.00150443	0.00150443	0.02994259	0.0137889	0.0359448	0.0192212	0.06895489	0.02181766
787	1	-34.70506	-45.97384	11.26878	0.009959073	0.06133152	0.01729162	0.004907261	0.0276919	0.0276919	0.0276919	0.0276919	0.0276919	0.0276919	0.0276919	0.0276919	0.0276919	0.0276919	0.0276919	0.0276919	0.0276919	0.0276919	0.0276919	0.0276919	0.0276919	0.0276919	0.0276919	0.0276919	0.0276919	0.0276919	0.0276919	0.0276919	0.0276919	0.0839263	0.0172916	0.00995907	0.0613315	0.08858221	0.3126127
788	0	-32.90299	-45.72637	12.82338	0.03722483	0.01510813	0.006038712	0.006993878	0.00425843	0.00425843	0.00425843	0.00425843	0.00425843	0.00425843	0.00425843	0.00425843	0.00425843	0.00425843	0.00425843	0.00425843	0.00425843	0.00425843	0.00425843	0.00425843	0.00425843	0.00425843	0.00425843	0.00425843	0.00425843	0.00425843	0.00425843	0.00425843	0.00425843	0.01868418	0.00603871	0.0372248	0.0151081	0.05837167	0.07295365
789	1	-36.74771	-48.5232	11.77549	0.006698536	0.04492275	0.003254146	0.01508179	0.00972451	0.00972451	0.00972451	0.00972451	0.00972451	0.00972451	0.00972451	0.00972451	0.00972451	0.00972451	0.00972451	0.00972451	0.00972451	0.00972451	0.00972451	0.00972451	0.00972451	0.00972451	0.00972451	0.00972451	0.00972451	0.00972451	0.00972451	0.00972451	0.00972451	0.1260673	0.00325415	0.00669854	0.0449227	0.05487543	0.1772106
790	0	-34.4827	-45.65036	11.16766	0.05100236	0.02368288	0.029451	0.04021066	0.0239868	0.0239868	0.0239868	0.0239868	0.0239868	0.0239868	0.0239868	0.0239868	0.0239868	0.0239868	0.0239868	0.0239868	0.0239868	0.0239868	0.0239868	0.0239868	0.0239868	0.0239868	0.0239868	0.0239868	0.0239868	0.0239868	0.0239868	0.0239868	0.0239868	0.01121105	0.029451	0.0510024	0.0236829	0.1041362	0.2303404
791	1	-32.16705	-44.35979	12.19273	0.01435319	0.03389703	0.02162574	0.01185294	0.00276776	0.00276776	0.00276776	0.00276776	0.00276776	0.00276776	0.00276776	0.00276776	0.00276776	0.00276776	0.00276776	0.00276776	0.00276776	0.00276776	0.00276776	0.00276776	0.00276776	0.00276776	0.00276776	0.00276776	0.00276776	0.00276776	0.00276776	0.00276776	0.00276776	0.04173951	0.0216257	0.0143532	0.033897	0.06987596	0.03960956
792	0	-33.0543	-44.98745	11.93315	0.06659779	0.009606882	0.00718688	0.02937209	0.00688703	0.00688703	0.00688703	0.00688703	0.00688703	0.00688703	0.00688703	0.00688703	0.00688703	0.00688703	0.00688703	0.00688703	0.00688703	0.00688703	0.00688703	0.00688703	0.00688703	0.00688703	0.00688703	0.00688703	0.00688703	0.00688703	0.00688703	0.00688703	0.00688703	0.008883846	0.00718688	0.0665978	0.00960688	0.08339156	0.08258669
793	1	-33.57717	-44.83889	11.26172	0.01101528	0.01586338	0.06794482	0.01387125	0.0155573	0.0155573	0.0155573	0.0155573	0.0155573	0.0155573	0.0155573	0.0155573	0.0155573	0.0155573	0.0155573	0.0155573	0.0155573	0.0155573	0.0155573	0.0155573	0.0155573	0.0155573	0.0155573	0.0155573	0.0155573	0.0155573	0.0155573	0.0155573	0.0155573	0.05659858	0.0679448	0.0110153	0.0158634	0.09482348	0.1640657
794	0	-33.51845	-46.37825	12.8598	0.03034173	0.0002103169	0.02383821	0.03032193	0.00400177	0.00400177	0.00400177	0.00400177	0.00400177	0.00400177	0.00400177	0.00400177	0.00400177	0.00400177	0.00400177	0.00400177	0.00400177	0.00400177	0.00400177	0.00400177	0.00400177	0.00400177	0.00400177	0.00400177	0.00400177	0.00400177	0.00400177	0.00400177	0.00400177	0.00387822	0.0238382	0.0303417	0.000210317	0.05439026	0.07357507
795	1	-36.57755	-46.89901	10.32147	0.06553621	0.03602704	0.01730171	0.003062147	0.0429734	0.0429734	0.0429734	0.0429734	0.0429734	0.0429734	0.0429734	0.0429734	0.0429734	0.0429734	0.0429734	0.0429734	0.0429734	0.0429734	0.0429734	0.0429734	0.0429734	0.0429734	0.0429734	0.0429734	0.0429734	0.0429734	0.0429734	0.0429734	0.0429734	0.0879776	0.0173017	0.0655362	0.036027	0.118865	0.3615317
796	0	-34.7681	-45.94271	11.17462	0.02296965	0.01510874	0.07285232	0.02749525	0.059515	0.059515	0.059515	0.059515	0.059515	0.059515	0.059515	0.059515	0.059515	0.059515	0.059515	0.059515	0.059515	0.059515	0.059515	0.059515	0.059515	0.059515	0.059515	0.059515	0.059515	0.059515	0.059515	0.059515	0.059515	0.00247159	0.0728523	0.0229696	0.0151087	0.1109307	0.5365062
797	1	-33.51786	-45.07688	11.55902	0.004966449	0.01257071	0.05593963	0.003457637	0.00945798	0.00945798	0.00945798	0.00945798	0.00945798	0.00945798	0.00945798	0.00945798	0.00945798	0.00945798	0.00945798	0.00945798	0.00945798	0.00945798	0.00945798	0.00945798	0.00945798	0.00945798	0.00945798	0.00945798	0.00945798	0.00945798	0.00945798	0.00945798	0.00945798	0.1025042	0.0559396	0.00496645	0.0125707	0.07347679	0.1287206
798	0	-34.1631	-46.7662	12.6031	0.003058088	0.04973476	0.01366785	0.02180064	0.0231711	0.0231711	0.0231711	0.0231711	0.0231711	0.0231711	0.0231711	0.0231711	0.0231711	0.0231711	0.0231711	0.0231711	0.0231711	0.0231711	0.0231711	0.0231711	0.0231711	0.0231711	0.0231711	0.0231711	0.0231711	0.0231711	0.0231711	0.0231711	0.0231711	0.001190037	0.0136678	0.00305809	0.0497348	0.0664607	0.348644
799	1	-32.10875	-43.93841	11.82966	0.002579543	0.02910678	0.05593963	0.007883823	0.00722914	0.00722914	0.00722914	0.00722914	0.00722914	0.00722914	0.00722914	0.00722914	0.00722914	0.00722914	0.00722914	0.00722914	0.00722914	0.00722914	0.00722914	0.00722914	0.00722914	0.00722914	0.00722914	0.00722914	0.00722914	0.00722914	0.00722914	0.00722914	0.00722914	0.02778337	0.0559396	0.00257954	0.0291068	0.08762595	0.08249996
800	0	-33.5663	-46.37864	12.81234	0.03097706	0.02690477	0.0006899203	0.02443532	0.00943806	0.00943806	0.00943806	0.00943806	0.00943806	0.00943806	0.00943806	0.00943806	0.00943806	0.00943806	0.00943806	0.00943806	0.00943806	0.00943806	0.00943806	0.00943806	0.00943806	0.00943806	0.00943806	0.00943806	0.00943806	0.00943806	0.00943806	0.00943806	0.00943806	0.001734769	0.00068992	0.0309771	0.0269048	0.05857174	0.1611368
801	1	-33.12073	-44.5984	11.47767	0.01950511	0.03490457	0.05063229	0.00956944	0.0325396	0.0325396	0.0325396	0.0325396	0.0325396	0.0325396	0.0325396	0.0325396	0.0325396	0.0325396	0.0325396	0.0325396	0.0325396	0.0325396	0.0325396	0.0325396	0.0325396	0.0325396	0.0325396	0.0325396	0.0325396	0.0325396	0.0325396	0.0325396	0.0325396	0.008084402	0.0506323	0.0195051	0.0349046	0.105042	0.3097767
802	0	-31.10157	-43.54608	12.44452	0.02275697	0.02701043	0.02755271	0.005006679	0.00428146	0.00428146	0.00428146	0.00428146	0.00428146	0.00428146	0.00428146	0.00428146	0.00428146	0.00428146	0.00428146	0.00428146	0.00428146	0.00428146	0.00428146	0.00428146	0.00428146	0.00428146	0.00428146	0.00428146	0.00428146	0.00428146	0.00428146	0.00428146	0.00428146	0.0006630009	0.0275527	0.022757	0.0270104	0.07732011	0.0553732
803	1	-31.96636	-44.018	12.05164	0.01731092	0.03490457	0.03043325	0.01862764	0.00971947	0.00971947	0.00971947	0.00971947	0.00971947	0.00971947	0.00971947	0.00971947	0.00971947	0.00971947	0.00971947	0.00971947	0.00971947	0.00971947	0.00971947	0.00971947	0.00971947	0.00971947	0.00971947	0.00971947	0.00971947	0.00971947	0.00971947	0.00971947	0.00971947	0.01004912	0.0304333	0.0173109	0.0349046	0.08264874	0.1175998
804	0	-32.54581	-44.99693	12.45111	0.04862724	0.02571408	0.002252582	0.00660392	0.0163048	0.0163048	0.0163048	0.0163048	0.0163048	0.0163048	0.0163048	0.0163048	0.0163048	0.0163048	0.0163048	0.0163048	0.0163048	0.0163048	0.0163048	0.0163048	0.0163048	0.0163048	0.0163048	0.0163048	0.0163048	0.0163048	0.0163048	0.0163048	0.0163048	0.0006250761	0.00225258	0.0486272	0.0257141	0.0765939	0.212873
805	1	-36.34499	-46.22677	9.881783	0.01686628	0.03490457	0.09584037	0.03975004	0.0785055	0.0785055	0.0785055	0.0785055	0.0785055	0.0785055	0.0785055	0.0785055	0.0785055	0.0785055	0.0785055	0.0785055	0.0785055	0.0785055	0.0785055	0.0785055	0.0785055	0.0785055	0.0785055	0.0785055	0.0785055	0.0785055	0.0785055	0.0785055	0.0785055	0.00742746	0.0958404	0.0168663	0.0349046	0.1476112	0.5318396
806	0	-32.32584	-44.32587	12.00004	0.02390269	0.06654393	0.0008786021	0.007054274	0.0109948	0.0109948	0.0109948	0.0109948	0.0109948	0.0109948	0.0109948	0.0109948	0.0109948	0.0109948	0.0109948	0.0109948	0.0109948	0.0109948	0.0109948	0.0109948	0.0109948	0.0109948	0.0109948	0.0109948	0.0109948	0.0109948	0.0109948	0.0109948	0.0109948	0.000272628	0.000878602	0.0239027	0.0665439	0.09132522	0.1203914
807	1	-39.36659	-48.53053	9.163936	0.02071018	0.0251256	0.09413889	0.1384863	0.095177	0.095177	0.095177	0.095177	0.095177	0.095177	0.095177	0.095177	0.095177	0.095177	0.095177	0.095177	0.095177	0.095177	0.095177	0.095177	0.095177	0.095177	0.095177	0.095177	0.095177	0.095177	0.095177	0.095177	0.095177	0.003808424	0.0941389	0.0207102	0.0251256	0.1399747	0.6799585
808	0	-33.51994	-45.63704	12.11711	0.01213563	0.04295499	0.02836226	0.01940041	0.0329604	0.0329604	0.0329604	0.0329604	0.0329604	0.0329604	0.0329604	0.0329604	0.0329604	0.0329604	0.0329604	0.0329604	0.0329604	0.0329604	0.0329604	0.0329604	0.0329604	0.0329604	0.0329604	0.0329604	0.0329604	0.0329604	0.0329604	0.0329604	0.0329604	0.0002723343	0.0283623	0.0121356	0.042955	0.08345288	0.3949585
809	1	-35.48114	-48.12098	12.63984	0.01029413	0.03258801	0.006071197	0.05424484	0.00602726	0.00602726	0.00602726	0.00602726	0.00602726	0.00602726	0.00602726	0.00602726	0.00602726	0.00602726	0.00602726	0.00602726	0.00602726	0.00602726	0.00602726	0.00602726	0.00602726	0.00602726	0.00602726	0.00602726	0.00602726	0.00602726	0.00602726	0.00602726	0.00602726	0.01856295	0.0060712	0.0102941	0.032588	0.04895333	0.1231226
810	0	-32.71268	-44.5257	11.81302	0.02326987	0.04295499	0.02545099	0.02475687	0.0217346	0.0217346	0.0217346	0.0217346	0.0217346	0.0217346	0.0217346	0.0217346	0.0217346	0.0217346	0.0217346	0.0217346	0.0217346	0.0217346	0.0217346	0.0217346	0.0217346	0.0217346	0.0217346	0.0217346	0.0217346	0.0217346	0.0217346	0.0217346	0.0217346	0.0001998764	0.025451	0.0232699	0.042955	0.09167585	0.2370814
811	1	-36.28597	-47.03769	10.75172	0.02428605	0.02967257	0.05945049	0.01932549	0.0656136	0.0656136	0.0656136	0.0656136	0.0656136	0.0656136	0.0656136	0.0656136	0.0656136	0.0656136	0.0656136	0.0656136	0.0656136	0.0656136	0.0656136	0.0656136	0.0656136	0.0656136	0.0656136	0.0656136	0.0656136	0.0656136	0.0656136	0.0656136	0.0656136	0.04535882	0.0594505	0.0242861	0.0296726	0.1134091	0.5785563
812	0	-32.11967	-44.02621	11.90654	0.006183372	0.03206727	0.046667	0.03583295	0.01514	0.01514	0.01514	0.01514	0.01514	0.01514	0.01514	0.01514	0.01514	0.01514	0.01514	0.01514	0.01514	0.01514	0.01514	0.01514	0.01514	0.01514	0.01514	0.01514	0.01514	0.01514	0.01514	0.01514	0.01514	0.000421282	0.046667	0.00618337	0.0320673	0.08491765	0.1782905
813	1	-33.70649	-46.30947	12.60298	0.01005017	0.01391607	0.02806926	0.02337851	0.00160456	0.00160456	0.00160456	0.00160456	0.00160456	0.00160456	0.00160456	0.00160456	0.00160456	0.00160456	0.00160456	0.00160456	0.00160456	0.00160456	0.00160456	0.00160456	0.00160456	0.00160456	0.00160456	0.00160456	0.00160456	0.00160456	0.00160456	0.00160456	0.00160456	0.0436981	0.0280693	0.0100502	0.0139161	0.0520355	0.03083579
814	0	-33.33551	-45.67765	12.34213	0.01762821	0.02563639	0.02138622	0.05444889	0.0106097	0.0106097	0.0106097	0.0106097	0.0106097	0.0106097	0.0106097	0.0106097	0.0106097	0.0106097	0.0106097	0.0106097	0.0106097	0.0106097	0.0106097	0.0106097	0.0106097	0.0106097	0.0106097	0.0106097	0.0106097	0.0106097	0.0106097	0.0106097	0.0106097	0.0001684557	0.0213862	0.0176282	0.0256364	0.06465082	0.164108
815	1	-34.84009	-45.71183	10.87174	0.01198909	0.01610102	0.06833824	0.03949412	0.0077412	0.0077412	0.0077412	0.0077412	0.0077412	0.0077412	0.0077412	0.0077412	0.0077412	0.0077412	0.0077412	0.0077412	0.0077412	0.0077412	0.0077412	0.0077412	0.0077412	0.0077412	0.0077412	0.0077412	0.0077412	0.0077412	0.0077412	0.0077412	0.0077412	0.06507042	0.0683382	0.0119891	0.016101	0.09642835	0.08027931
816	0	-33.2474	-45.1143	11.86691	0.02894824	0.02176356	0.03327501	0.04266109	0.0232729	0.0232729	0.0232729	0.0232729	0.0232729	0.0232729	0.0232729	0.0232729	0.0232729	0.0232729	0.0232729	0.0232729	0.0232729	0.0232729	0.0232729	0.0232729	0.0232729	0.0232729	0.0232729	0.0232729	0.0232729	0.0232729	0.0232729	0.0232729	0.0232729	0.0004003077	0.033275	0.0289482	0.0217636	0.08398682	0.2771018
817	1	-33.68762	-44.96215	11.27453	0.01187207	0.02360047	0.06435379	0.01289736	0.0330431	0.0330431	0.0330431	0.0330431	0.0330431	0.0330431	0.0330431	0.0330431	0.0330431	0.0330431	0.0330431	0.0330431	0.0330431	0.0330431	0.0330431	0.0330431	0.0330431	0.0330431	0.0330431	0.0330431	0.0330431	0.0330431	0.0330431	0.0330431	0.0330431	0.04100603	0.0643538	0.0118721	0.0236005	0.09982633	0.3310056
818	0	-35.92712	-47.03361	11.10649	0.001621276	0.06043195	0.03820956	0.06914616	0.0528584	0.0528584	0.0528584	0.0528584	0.0528584	0.0528584	0.0528584	0.0528584	0.0528584	0.0528584	0.0528584	0.0528584	0.0528584	0.0528584	0.0528584	0.0528584	0.0528584	0.0528584	0.0528584	0.0528584	0.0528584	0.0528584	0.0528584	0.0528584	0.0528584	0.0002273281	0.0382096	0.00162128	0.060432	0.1002628	0.527199
819	1	-31.87155	-44.4915	12.61995	0.01312735	0.02971278	0.02483687	0.003332813	0.00955937	0.00955937	0.00955937	0.00955937	0.00955937	0.00955937	0.00955937	0.00955937	0.00955937	0.00955937	0.00955937	0.00955937	0.00955937	0.00955937	0.00955937	0.00955937	0.00955937	0.00955937	0.00955937	0.00955937	0.00955937	0.00955937	0.00955937	0.00955937	0.00955937	0.01425635	0.0248369	0.0131274	0.0297128	0.067677	0.14125
820	0	-33.7551	-45.59731	11.84221	0.004926737	0.04472641	0.01908398	0.09192489	0.00930048	0.00930048	0.00930048	0.00930048	0.00930048	0.00930048	0.00930048	0.00930048	0.00930048	0.00930048	0.00930048	0.00930048	0.00930048	0.00930048	0.00930048	0.00930048	0.00930048	0.00930048	0.00930048	0.00930048	0.00930048	0.00930048	0.00930048	0.00930048	0.00930048	0.0001998973	0.019084	0.00492674	0.0447264	0.06873713	0.1353051
821	1	-32.68518	-44.90469	12.21952	0.01529473	0.03187617	0.03216145	0.001291248	0.0224372	0.0224372	0.0224372	0.0224372	0.0224372	0.0224372	0.0224372	0.0224372	0.0224372	0.0224372	0.0224372	0.0224372	0.0224372	0.0224372	0.0224372	0.0224372	0.0224372	0.0224372	0.0224372	0.0224372	0.0224372	0.0224372	0.0224372	0.0224372	0.0224372	0.02073017	0.0321615	0.0152947	0.0318762	0.07933236	0.2828259
822	0	-34.97764	-46.23041	11.25277	0.01784426	0.06717236	0.02880656	0.01295564	0.0147898	0.0147898	0.0147898	0.0147898	0.0147898	0.0147898	0.0147898	0.0147898	0.0147898	0.0147898	0.0147898	0.0147898	0.0147898	0.0147898	0.0147898	0.0147898	0.0147898	0.0147898	0.0147898	0.0147898	0.0147898	0.0147898	0.0147898	0.0147898	0.0147898	0.0003584781	0.0288066	0.0178443	0.0671724	0.1138232	0.1299362
823	1	-34.25268	-45.45942	11.20674	0.02935797	0.0514776	0.03216145	0.0005583449	0.0292625	0.0292625	0.0292625	0.0292625	0.0292625	0.0292625	0.0292625	0.0292625	0.0292625	0.0292625	0.0292625	0.0292625	0.0292625	0.0292625	0.0292625	0.0292625	0.0292625	0.0292625	0.0292625	0.0292625	0.0292625	0.0292625	0.0292625	0.0292625	0.0292625	0.01988299	0.0321615	0.029358	0.0514776	0.112997	0.2589673
824	0	-32.16825	-45.23618	13.06793	0.01155051	0.03907351	0.002642194	0.01560226	0.00046818	0.00046818	0.00046818	0.00046818	0.00046818	0.00046818	0.00046818	0.00046818	0.00046818	0.00046818	0.00046818	0.00046818	0.00046818	0.00046818	0.00046818	0.00046818	0.00046818	0.00046818	0.00046818	0.00046818	0.00046818	0.00046818	0.00046818	0.00046818	0.00046818	0.001219329	0.00264219	0.0115505	0.0390735	0.05326622	0.008789444
825	1	-32.46445	-44.51764	12.05319	0.03085629	0.04716872	0.00526457	0.0002018228	0.0124656	0.0124656	0.0124656	0.0124656	0.0124656	0.0124656	0.0124656	0.0124656	0.0124656	0.0124656	0.0124656	0.0124656	0.0124656	0.0124656	0.0124656	0.0124656	0.0124656	0.0124656	0.0124656	0.0124656	0.0124656	0.0124656	0.0124656	0.0124656	0.0124656	0.02636144	0.00526457	0.0308563	0.0471687	0.08328957	0.1496652
826	0	-34.34779	-46.92437	12.57657	0.01278318	0.01670737	0.04054775	0.01417834	0.028557	0.028557	0.028557	0.028557	0.028557	0.028557	0.028557	0.028557	0.028557	0.028557	0.028557	0.028557	0.028557	0.028557	0.028557	0.028557	0.028557	0.028557	0.028557	0.028557	0.028557	0.028557	0.028557	0.028557	0.028557	0.0005342567	0.0405477	0.0127832	0.0167074	0.0700383	0.4077336
827	1	-31.86293	-44.14274	12.27982	0.03085629	0.04716872	0.001279207	0.0001366037	0.00690515	0.00690515	0.00690515	0.00690515	0.00690515	0.00690515	0.00690515	0.00690515	0.00690515	0.00690515	0.00690515	0.00690515	0.00690515	0.00690515	0.00690515	0.00690515	0.00690515	0.00690515	0.00690515	0.00690515	0.00690515	0.00690515	0.00690515	0.00690515	0.00690515	0.0159407	0.00127921	0.0308563	0.0471687	0.07930421	0.08707168
828	0	-32.28525	-44.13315	11.8479	0.01954241	0.03356247	0.04054775	0.01506932	0.0126383	0.0126383	0.0126383	0.0126383	0.0126383	0.0126383	0.0126383	0.0126383	0.0126383	0.0126383	0.0126383	0.0126383	0.0126383	0.0126383	0.0126383	0.0126383	0.0126383	0.0126383	0.0126383	0.0126383	0.0126383	0.0126383	0.0126383	0.0126383	0.0126383	0.0003600727	0.0405477	0.0195424	0.0335625	0.09365263	0.1349488
829	1	-31.88809	-44.58349	12.6954	0.04713425	0.01980614	0.001585762	0.0002392263	0.00497944	0.00497944	0.00497944	0.00497944	0.00497944	0.00497944	0.00497944	0.00497944	0.00497944	0.00497944	0.00497944	0.00497944	0.00497944	0.00497944	0.00497944	0.00497944	0.00497944	0.00497944	0.00497944	0.00497944	0.00497944	0.00497944	0.00497944	0.00497944	0.00497944	0.007210506	0.00158576	0.0471342	0.0198061	0.06852615	0.07266479
830	0	-32.96464	-44.48178	11.51714	0.006290594	0.06321423	0.03646116	0.0107926	0.0316888	0.0316888	0.0316888	0.0316888	0.0316888	0.0316888	0.0316888	0.0316888	0.0316888	0.0316888	0.0316888	0.0316888	0.0316888	0.0316888	0.0316888	0.0316888	0.0316888	0.0316888	0.0316888	0.0316888	0.0316888	0.0316888	0.0316888	0.0316888	0.0316888	9.106311e-05	0.0364612	0.00629059	0.0632142	0.105966	0.2990472
831	1	-31.69493	-43.74468	12.04975	0.006190597	0.04578482	0.03313222	0.0002020162	0.00774742	0.00774742	0.00774742	0.00774742	0.00774742	0.00774742	0.00774742	0.00774742	0.00774742	0.00774742	0.00774742	0.00774742	0.00774742	0.00774742	0.00774742	0.00774742	0.00774742	0.00774742	0.00774742	0.00774742	0.00774742	0.00774742	0.00774742	0.00774742	0.00774742	0.02114993	0.0331322	0.0061906	0.0457848	0.08510765	0.09103088
832	0	-32.68561	-45.07827	12.39266	0.01053708	0.03995647	0.01325785	0.05215327	0.00538474	0.00538474	0.00538474	0.00538474	0.00538474	0.00538474	0.00538474	0.00538474	0.00538474	0.00538474	0.00538474	0.00538474	0.00538474	0.00538474	0.00538474	0.00538474	0.00538474	0.00538474	0.00538474	0.00538474	0.00538474	0.00538474	0.00538474	0.00538474	0.00538474	0.0001596731	0.0132579	0.0105371	0.0399565	0.06375141	0.08446457
833	1	-34.63499	-45.80211	11.16712	0.02044044	0.006408527	0.08142357	0.0003465815	0.0161677	0.0161677	0.0161677	0.0161677	0.0161677	0.0161677	0.0161677	0.0161677	0.0161677	0.0161677	0.0161677	0.0161677	0.0161677	0.0161677	0.0161677	0.0161677	0.0161677	0.0161677	0.0161677	0.0161677	0.0161677	0.0161677	0.0161677	0.0161677	0.0161677	0.03849178	0.0814236	0.0204404	0.00640853	0.1082725	0.1493245
834	0	-33.91969	-45.5695	11.64982	0.08298337	0.00570749	0.003325895	0.0398057	0.0185229	0.0185229	0.0185229	0.0185229	0.0185229	0.0185229	0.0185229	0.0185229	0.0185229	0.0185229	0.0185229	0.0185229	0.0185229	0.0185229	0.0185229	0.0185229	0.0185229	0.0185229	0.0185229	0.0185229	0.0185229	0.0185229	0.0185229	0.0185229	0.0185229	0.0004301158	0.00332589	0.0829834	0.00570749	0.09201675	0.2012991
835	1	-34.1952	-45.65001	11.45481	0.01238395	0.0004511825	0.08536623	0.001126347	0.0411374	0.0411374	0.0411374	0.0411374	0.0411374	0.0411374	0.0411374	0.0411374	0.0411374	0.0411374	0.0411374	0.0411374	0.0411374	0.0411374	0.0411374	0.0411374	0.0411374	0.0411374	0.0411374	0.0411374	0.0411374	0.0411374	0.0411374	0.0411374	0.0411374	0.03971353	0.0853662	0.0123839	0.000451182	0.09820136	0.4189083
836	0	-35.826	-46.51361	10.68761	0.08298337	0.004809034	0.02825569	0.06277013	0.0382242	0.0382242	0.0382242	0.0382242	0.0382242	0.0382242	0.0382242	0.0382242	0.0382242	0.0382242	0.0382242	0.0382242	0.0382242	0.0382242	0.0382242	0.0382242	0.0382242	0.0382242	0.0382242	0.0382242	0.0382242	0.0382242	0.0382242	0.0382242	0.0382242	0.0002614009	0.0282557	0.0829834	0.00480903	0.1160481	0.3293822
837	1	-33.43587	-44.77242	11.33655	0.01020277	0.007887619	0.08153866	0.0004616758	0.0218637	0.0218637	0.0218637	0.0218637	0.0218637	0.0218637	0.0218637	0.0218637	0.0218637	0.0218637	0.0218637	0.0218637	0.0218637	0.0218637	0.0218637	0.0218637	0.0218637	0.0218637	0.0218637	0.0218637	0.0218637	0.0218637	0.0218637	0.0218637	0.0218637	0.04784231	0.0815387	0.0102028	0.00788762	0.09962904	0.2194513
838	0	-35.39713	-46.84516	11.44803	0.03238258	0.001660163	0.02469728	0.1619578	0.00185196	0.00185196	0.00185196	0.00185196	0.00185196	0.00185196	0.00185196	0.00185196	0.00185196	0.00185196	0.00185196	0.00185196	0.00185196	0.00185196	0.00185196	0.00185196	0.00185196	0.00185196	0.00185196	0.00185196	0.00185196	0.00185196	0.00185196	0.00185196	0.00185196	0.0001295878	0.0246973	0.0323826	0.00166016	0.05874002	0.03152809
